id,text,emocion
1535282992175886338,#CampanaSuciaEs Tanto Gustavo Petro como Rodolfo Hernández militan en el mismo partido político: El partido único del globalismo socialista progresista que está imponiendo su nauseabunda agenda 2030. #DerechaVerdaderaColombiana,
1535206526297718786,#CampañaSuciaEs desprestigiar periodistas que no le hacen eco y cuestionan sus propuestas,
1535219173344915457,#CampañaSuciaEs espiar a un candidato lo cual es ilegal. Además no es la primera vez que espían ya es  en cada elección lo hacen y además con el propósito de robarse todo el plan de gobierno. hora de #CambiarElVoto de Rodolfo Hernández por Gustavo Petro,
1535257394938318849,RODOLFO HERNÁNDEZ SE LE ESCAPA A PETRO Y LO SUPERA EN LA ULTIMA ENCUESTA https://t.co/YK7oNDRKVt #HablaMalDeColombia #CampañaSuciaEs #PetrismoSucio #CambiarElVoto Invamer Roy Barreras Miami Daes Vicky Telemundo Pacto Histórico Néstor Morales Egan Karina JJ Rendón Vargas Lleras,
1535211389614170112,#CampañaSuciaEs claramente la de la extrema derecha 🤦🏻‍♀️,
1537174344497086470,"Claro que sorpresivamente este canal se haya convertido en aliados del petrismo así como Nestor Morales de blue radio, periodismo a merced del pacto histórico. #CaracolPetrista",
1537160223894523906,"Es tan triste ver qué gracias a nuestra audiencia Caracol puede gozar se nombre y rating. Y ahora que parcialice su transmisión a un solo candidato es más juego sucio, más y más de lo mismo. #CaracolPetrista #CaracolPetrista #CaracolPetrista #CaracolPetrista #CaracolPetrista https://t.co/JpbnT2iR69",
1537135108754489348,caracol se une a los terroristas #CaracolPetrista,
1537216393850269696,"@ernestoyamhure cuando caracol sacó el reportaje de la visita del hermano de petro a la picota,el supuesto ofrecimiento de la campaña de petro a presos y le dedicaban horas a la primera linea en el paro,ahí si no eran petristas? #PetroPresidenteEnsegunda  #CaracolPetrista  #PetroPresidente2022",
1537181296128327680,"#CaracolPetrista 🤣🤣🤣 ya no saben que decir, será que la audiencia ya se les está cayendo",
1530896230645129216,Hoy le quitamos el poder al narcoparamilitarismo. El cambio es en primera! #ColombiaConPetro,
1530955245823614977,Se filtran imágenes de Byron Castillo y Alexander Domínguez  yendo a votar en las elecciones de Colombia!! #ColombiaConPetro,
1531001435965595649,"La emoción que siento cuando entro a mis redes sociales es inigualable, siento esas ganas de una Colombia unida en aras de un cambio verdadero, ese surgir del conformismo en el que hemos vivido por muchísimos años. Que viva Colombia y que viva el pacto histórico #ColombiaConPetro",
1530904960485007361,"#ColombiaConPetro hoy es un día crucial, por mi hijo Martín, por todos los niñ@s de esta hermosa tierra, mi voto por @petrogustavo y @FranciaMarquezM 🙏🙏",
1530940353766998018,Mi mamá a lo último dejo el miedo al lado y decidió darle el voto a Petrosky. Fue duro de convencer pero se logro un voto más. #ColombiaConPetro #ColombiaDecide,
1531024557573914637,Ya empezamos de ahí no nos baja nadie #ColombiaConPetro ayyy petro petro https://t.co/zfvaxCApVb,
1530994316730064904,#MiVotoEsSecretosky #PetroPresidenteEnPrimera #ColombiaConPetro ejerciendo el sagrado derecho que ojalá no se roben estas ratas de siempre,
1530900552606941185,"Por el cambio para un país que solo he conocido en guerra, esta es la oportunidad #ColombiaConPetro",
1530994765784809475,"Salio a votar el Rey de Polombia en su País de Ilusion, la Suiza imaginaria... Votara por alguien mágico que siga su legado de ilusión un tal Sir Fico-Norrea príncipe de la Oficina.  #PetroPresidenteEnPrimera  #ColombiaConPetro #ColombiaDecide  #ElVotoEsSecretosky https://t.co/huvRwvW6p7",
1531020374481190916,Bueno llegó la hora de la verdad. #ColombiaConPetro,
1531034893504872449,"#ColombiaConPetro #PetroPresidenteEnPrimera EL PLATANAL ESTÁ CON USTEDES MIS AMORES, HOY USTEDES GANAN EN PRIMERA VUELTA https://t.co/JxqVCpe2CE",
1530976413913862146,"Mis sensaciones al ir a votar, al menos en mi lugar de votación (cartagena) todo muy tranquilo a comparación con las elecciones a senado, eso quiere decir que no se está moviendo la maquinaria para estás elecciones. #ColombiaConPetro #ElCambioEnPrimera #PetroPresidenteEnPrimera",
1530927804468150274,el cambio es en primera  #ColombiaConPetro,
1530935573619396612,Acabo de votar secretoskymente al igual que toda mi familia. #ColombiaConPetro #elcambioesenprimera,
1530985814431305733,Increíble nunca en mis 50 años había visto tanto fervor al llegar un candidato a depositar su voto #ColombiaConPetro,
1530956461681033219,Listo #ColombiaConPetro  #ColombiaDecide desde Cali ya ejercí mi derecho al voto junto a mi familia todos por el #CambioEnPrimera https://t.co/5AcL8sdP6t,
1530886457740644354,#ColombiaConPetro llegó el día carajo 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴✊✊,
1530876654024810496,"Hoy es el dia. Vamos por Colombia, vamos a ganar en primera vuelta #ColombiaConPetro #YoVotoPetroPresidente #GustavoPetro",
1530945068630163456,"¡Llegó el día! Muy tempranito vote por la Paz, por la salud, por la educación, y por la oportunidad de construir una nueva página en la historia colombiana.   Salgan a votar masivamente ✊  #ColombiaConPetro  #MiVotoEsSecretosky https://t.co/tOYrY8oY2d",
1530941353865187331,Hoy queda claro que la mayoría de #ColombiaConPetro,
1530892054481494017,"Solo ellos, que no han querido hacerlo, son los que te dicen que no se puede. Gustavo Petro @petrogustavo hoy, te dice que sí, que el cambio es posible.   El cambio es en primera. #EleccionesColombia2022 #ColombiaConPetro",
1530884006652399617,"#ColombiaConPetro,  HERNANDEZ: un populista d derecha q pregona q hay q acabar con los ladrones, y la Fiscalía lo tiene imputado X corrupción y con 37 investigaciones disciplinarias en la Procuraduría. FICO: NarcotraFICO FAJARDO: Desconectado del país.",
1531019352165781504,#ColombiaConPetro el verdadero cambio es con Petro,
1531026865124790272,UDS ya empezaron a apretar 🍑#ColombiaConPetro,
1530966119258935302,Salgamos a votar masivamente! Que la alegría sea la bandera de la jornada. #ColombiaConPetro   🤫Recuerden #MiVotoEsSecretosky   Vamos a ganar en primera vuelta y en democracia 🇨🇴✊🏼 https://t.co/KjdhVsZMKx,
1530963907929686016,"@MaElviraSalazar El miedo es libre, compre perro! esta es de las que se se creen dueños de Colombia, hoy empezamos a escribir una nueva historia a recuperar nuestra soberanía #PetroPresidente #ColombiaConPetro",
1531009151907815425,"#ColombiaConPetro #EleccionesColombia Vamos pueblo, vamos mi raza, vamos a hacer historia en las urnas.",
1531020284442165250,👉 EL MAYOR LOGRO  de Gustavo Petro es convencer a los idiotas útiles de que tienen la razón  pero al final solo son unos resentidos sociales que no soportan la opinión ajena  #VotoPorFicoYLara #alejoygioelecciones #PetroPresidenteEnPrimera #EleccionesColombia #ColombiaConPetro https://t.co/AmZ3NhUpG4,
1530986089510584320,#ColombiaConPetro 🇨🇴 ✊ Se vino la primavera 🏵️🌺,
1530945798250307584,Se siente algo tan emocionante y esperanzador poder VOTAR POR GUSTAVO PETRO y FRANCIA MARQUES .. DIOS en su infinita misericordia nos dará el cambio para nuestro país que tanto lo necesitamos VIVA LA COLOMBIA DEL VIVIR SABROSO  #ColombiaConPetro https://t.co/5gqLUlZ5pB,
1531001274858102792,Ayer una bella mujer me dijo tener nervios ; hoy y a esta hora soy yo el que anda paniquiado por los resultados. #ElCambioEnPrimera #ColombiaConPetro,
1531037279023767553,"En este punto ya no se que pensar.  Siento que el sueño se acaba, aún así, tengo la esperanza puesta de poder vivir sabroso en mi país algún día, incluso si el sueño se hace realidad en dos semanas. #ColombiaConPetro #PetroYFranciaSonElCambio",
1530952414039261185,#ColombiaConPetro y mi voto es secretosky!!!🤣🤣🤣,
1530891216820310016,"Por aquellos que viven con miedo día a día en las zonas donde el estado no ha querido llegar, por los líderes sociales asesinados, por los inocentes que han sido víctimas del conflicto mafioso entre el estado y guerrilla, por las minorías #ColombiaConPetro",
1531050557099724803,"#ColombiaDecide | Federico Gutiérrez, el hombre de los 5 millones de votos que podría ser decisivo en segunda vuelta.  Aunque es uno de los perdedores en la primera vuelta, analistas dicen que jugará un papel clave el 19 de junio https://t.co/0byAvNgBWd https://t.co/9UN2hl5xps",
1531035863341314048,Los seguidores de fico mudandonos para la campaña del viejito rodolfo Hernández! #ColombiaDecide #CualquieraMenosPetro 😂😂😂 https://t.co/DZElAmZdvt,
1530892144982077440,"Llueva, truene o relampaguee, salgan a votar #ColombiaDecide",
1531045904278593537,Gustavo Petro y Rodolfo Hernández se medirán en segunda vuelta el 19 de junio  #ColombiaDecide,
1531039506371121153,parce los colombianos si les gusta comer mierda...no quieren votar por los mismos de siempre y la elite..y votan por un empresario de la elite 🤡 #ColombiaDecide,
1530916158186168320,Follow @AlinaDuarte_ for on the ground analysis &amp; reporting from Medellin on today’s presidential historic election in #Colombia #ColombiaDecide https://t.co/IxCwodJWVA,
1530803621993926656,"All eyes on Colombia! Blinken, Nuland, and the criminal gang of neocon thugs will attempt to undermine democracy. #ColombiaDecide #ColombiaVota2022 https://t.co/kv8ZcUWjll",
1530977808377335811,"Primera vez que veo tanta asistencia para votar, eso está bien.  Ahora a esperar 👆🙏🇨🇴🇨🇴🇨🇴  #ColombiaDecide  #ColombiaVota2022 https://t.co/nnulib6LcW",
1531040911395799041,#ColombiaDecide y como siempre mal.  Coman mierda.,
1531040002645401600,"“No hay que saber, hay que rodearse de los que saben”: Rodolfo, 2022 @ingrodolfohdez   #ColombiaDecide #EleccionesColombia",
1530917734854320130,Bueno #Colombia por favor conciencia a la hora de votar #ColombiaDecide,
1531029631696003072,A un 9% de ganar en primera vuelta. Si se puede! 🫶🏿 🇨🇴 #ColombiaDecide,
1531047201610383360,Rodolfo desde la cocina de su casa les dió sopa y seco  #RodolfoHernandez  #ColombiaDecide  #caracol,
1531035247525171206,#ColombiaDecide Petro Presidente 🇨🇴 él que le cabe el país en la cabeza https://t.co/XSTB9p15SR,
1531034840283348994,#ULTIMAHORA | Con el 78.52% de mesas informadas  🔴Gustavo Petro: 40.6% 🔵Rodolfo Hernández: 27.9% 🟢Gutiérrez: 23.9% 🟡Fajardo: 4.07%  #ColombiaDecide #Elecciones2022,
1531043016873586688,"#EleccionesColombia  | Boletín #19 de la Registraduría  Mesas informadas: 98,53%  Gustavo Petro: 40,32% (8.432.545votos) Rodolfo Hernández: 28,19% (5.895.751votos) Federico Gutiérrez: 23,87% (4.992.085votos) Sergio Fajardo: 4,20% (879.846votos)  #ColombiaDecide #Elecciones2022",
1531025591364993032,PETRO TE AMO MI REY SIEMPRE CONFIE EN TI SIGAMOS ASII  #ColombiaConPetro  #ColombiaDecide,
1531018316642492416,"Bueno muchachos, estamos en manos de aquellos que decidieron ejercer su voto y dar las riendas del país a la mejor opción que consideraron… #ColombiaDecide",
1531031447934537730,En las regiones donde más reina el hambre y la pobreza no quieren a @FicoGutierrez . Eso es gratificante. Antioquia pues... no me sorprende. Siempre pasa. #CambioEnPrimera #ColombiaDecide #EleccionesColombia https://t.co/Em3KeFylZj,
1531019513566732289,"@MONYRODRIGUEZOF El levantado @IvanDuque ya no sabe que más hacer para llamar la atención y mientras tanto, en otros lugares de la galaxia..todos queremos mandarlo para su p..💩 #ColombiaDecide  #PetroPresidenteEnPrimera  #ColombiaConPetro  #MiVotoEsSecretosky",
1531040086967603202,Hoy Colombia le dijo NO al Uribismo. NO al continuismo. NO más de lo mismo. NO a los partidos Políticos tradicionales. #Elecciones2022 #ColombiaDecide #PrimeraVuelta,
1531025263060041729,"#EleccionesColombia estos son los resultados parciales con el 3,4% de las mesas escrutadas: 🗳️ Federico Gutiérrez 37,74% 🗳️ Gustavo Petro 34,35% 🗳️ Rodolfo Hernández 19,09% #ColombiaDecide",
1531017155063566336,"De acuerdo con el registrador Alexander Vega, antes de las 8 pm se conocerá al ganador de los comicios o si habrá 2da vuelta. Las cartas ya están echadas en unas elecciones presidenciales que son trascendentales para Colombia 🙏 #ColombiaDecide",
1530956539187560450,"#ColombiaConPetro #ColombiaDecide  Ya ejercí mi derecho al voto, no esperen y salgan! El cambio es ahora! https://t.co/THsNx3ssDd",
1531030620679315459,Un me gusta para que Fico no siga ascendiendo #ColombiaConPetro #ColombiaDecide,
1531045872322105347,"Que problema con la gente. Todos tenemos derecho a elegir, y si ya se conocen 2 candidatos a segunda vuelta, por qué no se puede expresar a quién se apoya? Que problema con esa gente que solo busca insultar al que piensa diferente...  #ColombiaDecide #EleccionesColombia2022",
1530938368217034754,"Y mi voto, por sobre todas las cosas, es un voto por la PAZ 🕊  🚫🔫  🎶Los intolerantes no entendieron nada Ellos decían “guerra”, yo decía “no gracias”🎶  (Foto en la exposición El Testigo, de @AbadColorado , Claustro San Agustín, Bogotá). 🇨🇴🗳 #ColombiaDecide https://t.co/0qNY1dXntd",
1531017565597798401,¡Se cierran las urnas en Colombia! ¡El país ha decidido! #ColombiaDecide,
1530954803777609730,"Lo importante es ejercer nuestro deber como ciudadanos, sin importar nuestra inclinación política. Lo importante es ir a votar, que gane la democracia, que gane el que el pueblo escoja.  #ColombiaDecide #UstedElige",
1530894565846265858,"En más de una ocasión, la sombra del fraude desató confrontaciones, pesquisas y controversias históricas. Es INACEPTABLE  que NO tengamos auditoria internacional para estas elecciones presidenciales. #Elecciones2022 #ColombiaDecide#Elecciones2022",
1531034961129635843,Ese viejito nos va complicar la cosa en segunda vuelta.   #ColombiaDecide,
1531047054562283526,"Lo bueno de esta segunda vuelta #ColombiaDecide es que cuando Vargas Llosa salga a declarar su apoyo, ya no me va generar indignación sino solo risa.",
1530745135188918272,Estoy taaan ansiosa por mañana 🗳 #ColombiaDecide,
1531039063322640387,Este país es un chiste de mal gusto #ColombiaDecide,
1530894586352132098,Ustedes se imaginan que el cambio en primera lo de Fajardo!! #ColombiaDecide,
1531043683734368256,"#ColombiaDecide Boletín 18 confirma que habrá segunda vuelta presidencial entre @petrogustavo 40,32 % y Rodolfo Hernández 28,19%. https://t.co/G7i10MEBy7",
1531027477392416768,#ColombiaDecide | Colombianos votan ‘a la malas’ en frontera con Venezuela ¿Por qué?👇 https://t.co/LGKqQfarkh,
1530918228192550913,"Que el día de hoy, se manifieste toda la población colombiana a través del voto!  Lo primero que hay vencer hoy es el abstencionismo  #ColombiaDecide",
1530899046038220802,Filas de 2 a 3 cuadras para votar a las 8 de la mañana. Al menos esto da gusto #ColombiaDecide,
1530704601745346561,"Menos mal me dio sueño ya, me dejaron morir con la cuenta de #netflix toooodo bien! Por suerte mañana estaré muy de primera en la fila dejando más que mi voto el futuro de mi hijo y mi convicción. #ColombiaDecide #colombiaVota",
1530883233445027840,"🗳️ #ColombiaDecide | Comienza la instalación de la jornada electoral en Colombia, El Termostato presente desde la Plaza de Bolívar. https://t.co/YDZYqPem72",
1530961318152482816,"Invitamos a los 811.000 votantes caldenses a ejercer su derecho constitucional en estas #EleccionesPresidenciales2022 con entusiasmo, de forma libre y responsable.  En #Caldas tenemos 2.185 mesas instaladas en 307 puestos de votación.   #PrimeroLaGente  #ColombiaDecide https://t.co/ov4ZDySx1o",
1530959226876710912,"Ni por Gustavo Petro ni Por Federico Gutiérrez, mi voto en por Jhon Alex Castaño que has ahora ha tenido la mejor propuesta: Amigos con derechos y cada quien para su casa. #ColombiaDecide #ColombiaVota",
1531061009242279936,Algo que llama la atención en la elección de Colombia. Es que ya Petro no tiene algo que decir del “continuismo” el Ing Rodolfo es un “outsider” amanecerá y veremos #ColombiaDecide,
1531031414153568256,El error del uribismo en estas elecciones fue haber confundido a sus lacayos al decirle de votar por este y luego por el otro y así repartir votos entre dos candidatos en lugar de uno solo tenerlos todos. #ColombiaConPetro #ColombiaDecide,
1531025539435200513,"Por su parte el candidato Federico ""Fico"" Gutiérrez asegura que de contar con el apoyo de los colombianos y colombianas resolverá el misterio de porque en Bogotá no meten los refrescos en la heladera.   Seguiremos informando.  #ColombiaDecide  #ColombiaVota2022",
1534840735341678592,#ColombiaEspera  sentido  comun para  asumir  los  resultados  electorales.,
1534888026593181697,"No le creo a los medios de comunicación cochinos, mí voto y el de mi familia sigue siendo por @petrogustavo  #ColombiaEspera",
1534886713394442240,Que el uribismo se entierre el 19 con el cambio que es petro #ColombiaEspera,
1534841331872407557,"#ColombiaEspera menos guerra en las campañas y mas propuestas, en especial el @ingrodolfohdez no conozco ni una propuesta suya para Colombia.",
1534872820420857856,#ColombiaEspera reactivar la economía de manera firme y definitiva para continuar con nuestras vidas.,
1534900386888355840,"#ColombiaEspera que sea el 19 de Junio para que todos vean el cambio, el verdadero cambio!! #PetroElCambioSeguro https://t.co/lzDSgwxciI",
1534845218234703873,#ColombiaEspera  educacion  y  oportunidades  para  los  jovenes  y  asi  valoren  el  pais  en  el  cual  viven.,
1534841909037891585,#ColombiaEspera que se acabe rápido está elección presidencial; es una de las más traumáticas y conflictivas de la historia; para calumniar e injuriar no lo pensamos mucho; y pensar que es posible que este ambiente no acabe el domingo 19 de junio...,
1534863074368360449,#ColombiaEspera escoger a cualquiera y acabar con esta pendejada...nooooo tan difícil la elección (no hay nada),
1532436364964286473,"#ColombiaNecesita Leer los programas de gobierno de los candidatos en disputa. Un fragmento del programa d gobierno d RH, sector salud. En pocas ocasiones he podido ver  tanta poesía #castrochavista junta. Q bueno que todos estamos del mismo lado #Rodolfista y #Petrista 😂😂😍 https://t.co/7FOuWlkuSI",
1532347377960554496,"#ColombiaNecesita recordar el propósito del cambio. Hablamos de cambio para agenciar  nuevos sueños, un paso al fin de la manipulación de represiva.",
1532808796996788224,"AMÉN!   #ColombiaNecesita a #RodolfoPresidente2022  #Colombia quiere un estado Austero, NO a los corruptos que nos ROBAN TODO! #PetroNuncaSeraPresidente no nos va a llevar a la miseria nunca! https://t.co/2io4sgcH9Q",
1532359526598549504,#ColombiaNecesita leer y compresión lectora. Fácil y sencillo,
1532522394845323265,#ColombiaNecesita mandar a la mierda el lastre de los que quieren vivir a costillas de otros pudiendo trabajar !,
1532707674005061632,#ColombiaNecesita el cambio por la vida con Petro y Francia,
1532327534746120196,#ColombiaNecesita un candidato que haya luchado efectivamente contra la corrupción y no que este Imputado por corrupción. @petrogustavo denunció el cartel de la Contratación. @fdbedout @JuanPabloCalvas @PaoHerreraC,
1532778290041311232,Enrique Gómez se hace desguebar con tal de que el Corrupto de Rodolfo Hernández gane la presidencia   Semejante ejemplo para la sociedad   #ColombiaNecesita a Francia Urrego en la presidencia  #ColombiaDecide entre un verdadero Cambio y alguien q no sabe q es vichada. https://t.co/H67k9bpz1G,
1532514376342700054,"Quedo en deuda democrática y electoral con Alejandro Gaviria. #ColombiaNecesita Unidad. Señor @JuanManSantos, también te queremos en el lado de la paz. https://t.co/PmTV6DHqNU",
1532339167417491458,"#ColombiaNecesita que se esclarezca el tema del #FraudeElectoral Sigo sin escuchar y ver a los medios hablando del tema, esperando…..",
1532545562448379912,"Ahora los petristas, lo llaman a uno a decirnos  que seamos conscientes... Y que si no queremos  votar por petro, mejor que votemos en blanco o no votemos  ........ COMO LA VEN HAY ??  Jajajaja que risa me dan estos ... lo hacen para que petro gane #ColombiaNecesita",
1532518489977757696,"#ColombiaNecesita tener de presidente a un man que haya luchado contra la corrupción, que haya enviado a la cárcel a políticos y que crea en La Paz y en las libertades de las gentes.",
1532328670332866562,"#ColombiaNecesita Más arte, más cultura y más. conocimiento en todos escenarios y evitar la desinformación.",
1532367121258364928,"Así quedaría el tarjetón para las votaciones de la segunda vuelta presidencial.  Recordemos votar por la vida y propuestas, no por miedo, ni populismo.  #ColombiaNecesita vivir sabroso 🫶🏻 @petrogustavo @FranciaMarquezM https://t.co/LrSpmRiibb",
1532392732659961857,"Esa inconformidad, inseguridad y desempleo son desde hace 20 años que inició a gobernar el uribismo, o esque antes toda Colombia era segura, empleada y conforme? 🤡🤡 #FraudeElectoral #ColombiaNecesita https://t.co/sQlF6p25sn",
1532358313945481216,"#ColombiaNecesita periodismo! Y periodistas! De Verdad,Verdad!muestra de "" periodistas"" con sobredosis de sesgo, la W RADIO!!!",
1532357825258672128,"#ColombiaNecesita Periodismo menos parcializado como el de @DCoronell, se le nota el desespero al ver venir la pérdida de su mentor.   ¿Alguna vez ha investigado a Su mentor con la rigurosidad y la minucia que lo caracteriza?, nunca.",
1532378596085579779,#ColombiaNecesita  más periodista con consciencia como esa chica....💛💙❤️ #periodismolibre,
1532713773764595713,"Cómo dijo yamid amat, #ColombiaNecesita saber q el inge no es tan independiente ¡hagámoslo por Colombia apoyemos a @FranciaMarquezM y @petrogustavo!.   Estamos buscando algo en común, #ElCambioEnSegunda, pero nos necesitamos todos para poder lograrlo. #LosQuieroMucho #SiSePuede",
1532311430913040385,"#ColombiaNecesita || Un Sistema Nacional de Cuidados que reconozca, remunere y redistribuya la carga de cuidados asumida mayoritariamente por las mujeres.  Esta es una de las propuestas de @FranciaMarquezM y @petrogustavo 💜🐝🥑.   #SomosDecisivas https://t.co/caeSl0coEs",
1532499048116244483,"A los que antes defendían la institucionalidad, hoy están contra ella defendiendo a Rodolfo Hernández.  #ColombiaNecesita es un cambio pero responsable. Rodolfo no conoce ni cómo tramitar un decreto.",
1532557038902988800,"#ColombiaNecesita saber por quien va a votar @Eganbernal por que su candidato NO ganó, y hasta hace unos pocos días no le iba en lo más mínimo a @ingrodolfohdez  JAJAJA pobre.",
1532377543738892289,#ColombiaNecesita ver éste análisis del Dr español Juan Ramón Rallo https://t.co/E1pl9tZZkL,
1532385227166851072,#ColombiaNecesita una periodista menos abusiva que  preguntándole a la mamá del ning busca así más confundir. Periodista Julio para aclararle la importancia de la imparcialidad a ella y a Félix,
1532307885258158082,"#ColombiaNecesita saber como va a debatir su futuro presidente, no es lo mínimo que debe saber hacer un político? O también @ingrodolfohdez le va a huir a ellos si es que llega a gobernar?",
1532835307577655296,#ColombiaQuiere que el imputado ROBOlfo no es el cambio..acá no se cumplirá Ladrón que roba a ladrón tiene 100 años de perdón...pues va para la cárcel por CORRUPTO... El que tanto llama a la gente,
1532692914828091393,"@darcyquinnr #ColombiaQuiere alguien que no nos recuerde la violencia que vivió Colombia durante años, alguien que no haya formado parte de esa violencia",
