text,label
@Seargee Pero es que a mi me gusta VLC 😥 pero si ya abri bs player :(,2
Me acaban de dar me gusta a un tweet de hace meses #miedo,1
@___amsyar55 Describe plis ,6
Me da chills pensar en la pelea de mayweather vs. conor,6
"@janapaula_gr Ya se, vlv. 🤦🤦🤦 Por eso pura agua desde entonces. ",6
"Me pongo nerviosa que hace media hora se escuche a la policía, o bomberos, o ambulancia. Agarrame Martaa",1
En 3horas se supone que me tengo que despertar. Que Lunes largo me espera ,2
"@davidpalma77 exactamente, con eso queda claro lo mierda que está todo ahora ",0
A pesar de todo siempre te amaré...,6
me pone re ansiosa estar en el otro tw por que están todos hablando del 21 ojalá estuviera mintiendo,1
Que bronca culiado ,0
Que alguien me diga alguna película de terror bueena (y que este en netflix),6
"Ser feliz no es tener una vida perfecta; ser feliz es reconocer que la vida vale la pena, a pesar de las dificultades.",6
"@DebRyanShow #Rayito muero por que menciones a los ganadores, dentro de dos semanas 😵 estoy súper ansiosa",6
"Necesito esa puerta que me dabas para entrar a tu mundo,  ese trocito de azúcar verde, de redondo alegre.",3
Tremendo estalcaso con mg incluido jaja,3
Que demás estar cansado igual,2
@AmarantaHank Solo buscan tu atencion... yo te invitaria a un cafe ,6
Qué cansancio lpm,2
@Camila_Cabello estoy muy orgullosa lpm,3
Si los ricos y famosos se suicidan que esperan de esta pobre niña llena de amargura,2
Toy tan cansada q muero ya,2
Me cayó re bien toti alvaro mono y Guille ,3
Estoy cansado de siempre dar y no recibir nada a cambio.,2
Yo quiero que @JEYMAMMON sea mi amigo. En serio. Lo quiero ❤️,6
Mi pobre gargantita. ,2
@DavidChoro Y mira que para que te espanten a ti.... 😈 ,0
"@_itsdesconocida Lo se , eso es lo importante jajajaja ",3
Próxima semana al casino $$$$$ #Suerte #Miedo,1
Pero nose si el se enojo o yo,0
Pq no eres mi novio ya??? ,5
Mi cerebro está cansado,2
@LaTardeEnCasa Un gusto estar con ustedes,3
Que dicha como uno va descubriendo la clase de personas con las q se relaciona.. ,2
@Parejasanluis2 Igualmente 😊 ya quedo llenita ella durmiendo. Jajajaja. Un fuerte abrazo y saludos a la morocha 😈.,3
"@Mary_Gmz4 Me conoce bien esa mujer, ¿Qué esperabas? ",6
@GolDNakama Jaja pobre Tatara ,3
@manolomejia20 Típico insulto de pendejo,0
Es la venganza de todos los tacos que comimos en Culiacán,0
@AntonioMaestre En España no hay nacionalistas @AntonioMaestre! #Ironia,6
"@ernestosamperp Triste por ti ""narco"" ,no puedes entrar a los ""yunai estai"" jajajajajajajajajaja forrate de coca!",3
@AgustinTerrazaa Ya lo sé ,6
"@Rubensalazar02 visita villa del cielo bajando por mi vaquita, una pelea de ayer que solo puede ser noticia en cartagena hoy, sin licencia!",0
1 - El hecho de que el presidente Medina se escude detrás de los jefes militares ante esta válida alarma de los buenos y verdaderos...,0
#yo soy el muchacho #alegre 😂 😂 😂: estoy escuchando a Banda Rancho Viejo,3
Estoy preocupada desde ya por mis amigas y yo mañana,1
ufff cuando vaya con luna a capi me llevo el parlantito y a full los red dios que nostalgia,2
¡Sólo no me ignores! —otro pisotón. Ya está con el berrinche—.,0
@FatyPalomares Lloremos juntas ,2
"""Marica caiga que estamos tomando, mañana es festivo"". No sé con qué clase de gente me estoy metiendo.",0
"Todos están metidos en este sorteo y en el de @ElJuanpaZurita y como no we, a ver si la suerte se nos pega a uno de nosotros :v #Rayito",6
Pero igual más adelante puedo hacer otros sondeos jajaja ,3
"¿Sucede algo?  ㅡ se acercó a él, preocupado, pues no lo había visto de aquella manera, así que era extraño.ㅡ",1
estoy a nada de ponerme a llorar en el pasillo de desodorantes y shampoo,2
Que en la calle sea un príncipe pero que en mi cama sea salvaje y peligroso🎵,6
"Que sea lo que dios quiera, que sea 😃",3
"@cidrodriguezd Hasta la música es deprimente, no se como pueden verlas",2
Dile a tu alma que no sea cobarde...🎶🎧,6
"Bienestar perenne @Genrus y ""Que tus ojalás nunca se conviertan en etcéteras.""",6
@CopaInterProvCR @baldes_santiago Q me pongo nervioso xd,1
@StonerFPC @AmericadeCali JAJAJAJAJAJAJAJAJA TREMENDO TUITAZO,3
Si hay algo q me da miedo es equivocarme de grupo y mandarme el moco del año o de la vida ,1
"Por los que siempre Estan,por los que ya no estan y por los que estan por venir. ¡Feliz dia!💖🍻",3
Y pelea de Gloria y Sophia también :o esto es vida #OITNB3x10,3
Ya se va a ir 🙁,2
@ysoniaaparicio_ jajajajj postaa deja ni fiesta vamos directo al civil. Yo me enamoro minimo 2 veces por dia en el subte ,3
No superó la noche  de ayer ,2
Preguntame si vamos a ir con toda la furia este sab,0
@anaismerrick Yo tengo aun pendiente la temporada anterior... a ver si me pongo ,2
"No te dejes llevar por el orgullo, escribele pa q te dejen en visto JAJAJAJJAJA ",3
Me encojona esta mierda de estar a piee odio depender de la gente 😤,0
Me alegro la noche este gil ,3
@NuriGutierrez1D JAJAJAJAJA nosotras en el amor en un tweet ,3
Soy bien pinche Jodon  Apoco No ,0
"@Camila_Cabello @BrunoMars JAJDLZOXKSÑXJA estoy muy emocionada por ti, te lo mereces chica, te quiero",3
Tengo entre ira y bronca que pajero que ess este waso jesussss,0
"Me acordé de una foto, me puse a buscarla, vi todo el álbum y boom. Nostalgia.",2
"Cosquin, Tandil, Tucuman, Jujuy y Salta. Y todavia falta V. Gral Belgrano y Cataratas 😍 Creo que este  fue el año que mas viaje #felicidad",3
Ayer se le perdió el abono a todo el mundo o es mi impresión?,5
Mis amigas ya tomaron sus fotos con humo de colores menos io y las necesito en mi vida. ,2
Me: Only deep and meaningful lyrics get to me Factoria: hay otro en mi vida que curó mis heridas me devolvió la alegría que daba por pérdida,3
Intento hacer sonreír a la gente,3
Arranca el Torneo de Fútbol Sala aquí e Venezuela y yo con los nervios a flor de piel pero ansioso ya que arranque el #FutVe #Clausura2017,1
Tengo mucha depresión en mi corazón😪😪,2
"Miedo es la primera vez que no puedes hechar el segundo; pánico, la segunda vez que no puedes hechar el primero. #miedo",1
Que sujeto agradable mi madre,3
@tomacuaquer @caritocabrera28 Te creo a veces pasan esas cosas #miedo,1
"Debora P Volpin, 50 años, acaba de darse cuenta de la pobreza /conventillos, a pesar de que era conductora, NO PERIODISTA. En A fuego lento",0
Mañana es festivo 😍,3
Me siento enojado con la vida y por muchas razones 😶,0
Y fue en ese momento donde me Di cuenta que perdí lo único que me hacía sonreír día a día :(,2
@robftjimmy Pero jota es legendario 😭,2
Necesito una cama con urgencia 😥,2
Y que tal si mejor estoy de oyente @ilennita ?   ,6
@MR11ok Que tristeza capital no debes irte vos.......🔴⚫🔴⚫🔴⚫,2
@ACMEspanol Pareja?? Montella juega siempre con un solo 9. Uno iria al banco,6
tenía re abandonado twitter literal😂😂,3
@1952md ¡Feliz día!,3
"Lo que hace la soledad, la tristeza del momento y la canción adecuada...",2
@RenaCorrea15 También ,6
"Porque todo lo que hago,  lo hago por y para mí! #satisfacción",3
@ZahiCrazy Encantado we :D,3
La preocupada 🙄🙄,1
@secretgxrden @rcalafell Gracias! ,3
"@_Dannieladc No maaaa, estoy muuuuy emocionada. 🔝 Cadena de oración para que mamá Ara te deje. ❤",3
"@71Marting @FernandoPoyo1 @SilMercado @GekkoLeeson @silvinamarq Gira la cabeza, como la del exorcista #MIEDO 😨",1
Ahora por lo visto los zapatos Oxford o brogues se llaman zapatillas #ironía,4
@ailenmercier55 Ahi vas a poder ahora. ,6
Solo si leo a la velocidad de la luz voy a poder terminar mis trabajos. ,5
"Esta noche entre ligueos, lecturas de Tarot y ensaladas. Vaya que estoy entretenido.",3
Al menos la administración de Roselló tiene gran destrezas para la redes sociales 😎. #MariaPR #femapr #ironia,6
"Si saco la licencia el jueves, no puedo usar el carro el viernes porque tiene restricción, puta sal ",0
"Sinceramente es muy raro de mi, que este enojada, o triste. Siempre me van a ver contenta, y con la re buena onda.",3
@chiagavertino Por suerte nunca entable una conversación dónde tuviera que decirlo,6
Grilletes y cuerdas y señoras que claman por Grey un sus alcobas. Y a mí que me gusta besar y hacer temblar con la lengua.,5
"| Caity: ""Sara siendo intimidada por Supergirl""   —Muere—",4
Upsssss me saque sorry ,6
-Mi amiga de la ibero que siempre me visita cuando estoy triste en León. Te quiero un buen amo la vibra y la alegría que siempre transmites.,3
@AlbaRosaBV Muchas felicidades Rosy!! 😊,3
@Ochejg11 @ManuelBartual tengo ,6
mañana sin verano #felicidad,3
Pobre el pibe que va ser novio mío en el futuro... Será maltratado verbal y físicamente  ,6
"@JamesChords « sin frenos.  —Va...vamos, James. Córrete para mí —musita ella con la voz ahogada del cansancio.",2
"O brujas que cazan. La venganza no sirve para nada, en mi caso.",0
"""En RD la gente cree que es por el escudo en la bandera que no entran los huracanes, más no en la misma provincia La Altagracia"" #Ironía",0
"@MrMisingno @VidaModernaOML A QUIÉN LLAMAS RARO, ESTOY OFENDIDO.",0
"#DeColombiaMeGusta Su alegría y calidad humana, que se identifica en cualquier parte del mundo 🇨🇴🇨🇴🇨🇴",3
"@Mc_Say No importa, puedo hacer una excepción ",6
@MuhammadFuji1 bodoooo~ ,6
@MayrhenMaria Nosotros a pesar de ser invisibles; en.mi caso te amamos por tu autenticidad!! Adelante; la Armada te respalda...je.😉,6
hice mi hermana fan de pll ,3
Si alguien viene a visitarme no me enojo 😋,6
"Esa sensación de alegría interna el estar en casa y aún poder ver las estrellas, no tiene precio 😊",3
"Me contaron que retomó los estudios, al parecer le va bien y que conoció a un nueva persona. Me pone contenta eso le deseo lo mejor SIEMPRE❤",3
@SEONGCTRL ena ena hmm ena 😄,6
"Odio mi actitud de nunca querer hacer nada, que me pregunten ""hay que hacer esto?"", decir ""si"" y seguir sin hacerlo, DALE BOLUDA HACE ALGO",0
"No mames, qué fino. ",4
"Mas allá de como juega, se nos va una amiga, entiendan😐",2
"@Oskhar111099 Con Milito un equipo nefasto, horrible, y los mismos jugadores, con Holan todos rinden, juegan muy bien",0
"Es increíble la ansiedad que tienen estas minas por salir a kta, las quiero un poquito nomas 😂😂😂",3
@Fer__Stl Justo el día que se metió con un camión no estaba él. Es genial.,3
Lo mejor de todo son los memes que se hicieron de la fake 😆,3
"gabriel bola atoa, pavor",1
Jajajaja es muy gracioso pensar toda la situación,3
@Armdocanchola JAJAJAJAJAJAJAJA no me refería a ese tipo de camino aún ,3
Necesito que alguien me consiga un epicrisis 😟,2
¿Alguien aburrido/a?,6
Estas pláticas parecen rounds que divertido👹👹,3
Juro que estoy muy enojado en este momento,0
Si es por mí puedes ir sin temor porque a mí ya no me importa nada,4
Yo mee sientoo orgullosa de ser parte del mejor fan club de mty ! #FusionCncoMty,3
Aprendí que mi felicidad depende mas de mi y que la familia es la única que siempre esta pa' ti.,3
"@SoyPabloMiguel Expedito, porque es de las causas urgentes. Ideal para gente ansiosa, como sho.",1
Acciones para desmitificar la depresión como tarea pendiente.,2
"Eso sí, lo tengo hirviendo, puedo freír perfectamente un huevo en mi brazo.",0
"@AlfonsinaVin Gracias loca! Vení al brindis, estoy con algunos amiguitos. Me pintaron la calle rre nerviosa estaba jeje",3
@novaimperio @ROYALE_ARGENTO @CCRCUP Y para q lo hacen si concuerdan? ,6
los gatos están como llorando y eso me da burda de miedo ok,1
Seguro se le apago el celular ,6
@AskingVic Estoy orgulloso de haber causado esto plox,3
@Camila_Cabello @BrunoMars NO PUEDO ESTAR MAS EMOCIONADA POR TI Y POR LO QUE HAS LOGRADO,3
con estos fríos re juega un novio che,6
"@ephn25 🎶Y llevarte a la cima del cielo, donde existe un silencio total🎶  😭😭😭😭😭😭😭😭 Adolescencia destruida. ",2
Nunca había visto una serie 🙊ya veo lo interesante y entretenido!,3
arroba florencia si me contestas no me enojo eh,0
@guaperro1 Demasiado dulce 😅,3
"@mariobautista_ Nos vemos muy pronto, estoy muy orgullosa de ti gracias por todo🙈❣️",3
@WasabiiGirl @MrVago_ mmmta que es broma ira pues,0
No se puede creer que hayan pasado 4 años de que murió Cory. Qué terrible... Tan joven y con tantos proyectos destruidos por la adicción.,2
Me estoy comiendo tremendo viaje escuchando un recital entero de Luciano Pavarotti y fuaaa,3
@kareennevrez @carolynaat Jajajaja ayer ya no quería sacar cuentas jajaja ,3
Me mantuvo entretenida pero no tanto como quisiera... si lo suficiente para seguirla... siempre y cuando no hagan lo mismo del 1 ep.,6
Amistad nivel: tener fotos de la panza de tu mejor amigo en tu carrete ,3
Jajajajajajajaja se te escapó el corazón jajajajaja mimoso 😂,3
@armymxvotes @BTS_twt En el momento es emocionante pero despues no puedo ni ir al baño sola #BTS #ARMY #KCAMexico,1
@Gabymarr_10 Jajaja chistosa 😂😂😂😂 En nuestro caso no aplica eso jajajaja,3
¿Qué hago con mi pie? 😭,2
"Paciencia. Conozco gente que por no tener paciencia, fe y confianza perdió tanto q hoy podría disfrutar. Hay q ser leal a quien cree en ti.",6
@D99Radio @enjambremx @enjambremx @D99Radio Samantha Sofía Elizondo Gzz 👉👈 😅 😅😅 #SiTePreguntanSoloD99,3
"Me encanta ver a mi crush estudiar y que ella vaya entendiendo solita las cosas, me encanta ver su entusiasmo y como le brillan sus ojitos.",3
@Guarromantico_ Mira amigo @EPN deberiamos hacer una infreschurchur más chingona. Hay que tirar lo que no sirve 😊,3
"🎵 San Cristobal, San Francisco y mi San Andrés Xecul. yo te canto emocionado cuna de Atanasio Tzul.",3
@AxelGarciaDc ya nada bby 😆,3
Que aburrido mi dia del amigo!!!,2
"@brozoxmiswebs Complacencia, negligencia o conveniencia",6
"que no me para ni dios, ya me cuenta que estando serio es como estar enfadado, pero mas bestia, asique nada, ahora me voy+",0
Pido mil aplausos.,3
@nicocarde1 Cuando se ponga de moda y lo hagan todos van a dejar de reírse de mí ,0
Mi sobrino hoy ayer se graduó del kinder y no saben la dicha y el orgullo que me siento de el:'),3
@feelingbluelove 😉😉😉 a poner alarma porque se me cruzan los horarios 😂,6
@KeikoFujimori @Cozumel Felicitaciones keiko ,3
"@btiradotrad Te iba a decir algo de la palabra ""Empoderado"", pero resulta que está admitida por la RAE y ahora estoy enfadado con la RAE :(",0
@vicky_rayada Nambre como crees? Sabes mucho más que los que se dicen periodistas👉 (Víctor Hdz)👈 ,6
@aonrec Unos cuantos cortes nada mas en esa linea de tiempo mas capas de ajuste unas 2 nada mas #Sarcasmo,0
"@teamlibertywalk @forumpandlr Ah, vdd, so de ver a make ja fico cansada de imaginar",2
Que bajón me dio ver eso 😭,2
@fabianmendozav Y juega el @ABucaramanga .....,6
ewe estoy aburrido qui hago,2
Me enfurece la gente que desconoce la importancia de cada delegación en la Cd de México #ira 😠,0
"@findxjoy @draxler_leon NADA QUÉ, ¿POR QUÉ TE HACEN OJITOS? *INDIGNADA*",0
@Alb_315 Para mí? 😊,3
"ya hubiese querido yo que aquí en el meet nos hubieran dejado saludar a todos, qué depresión",2
"Que la depresión no sea solamente un tema de interés cuando muera un famoso. Hablemos y escuchemos al resto, es necesario.",2
@shoopsuey @culoman @Subnorbook @Tabernita Ya lo dijeron los Simpsons: No hay justicia como la impartida por una muchedumbre enfurecida.,0
"@Daniel_ChefMX si la verdad si, cuando dejo sus juguetes fue lo mas triste 😭",2
@YoSoyAlii @Cristian20166 @cachoo01 @DjMaRiiO_90 @MIAREsproject Es que no me gusta faltar pero es que me pone muy nervioso:(,1
"Después de una travesía, he de decir, bastante agradable, llegué a casa.",3
Un amigo calculó que yo medía como 1.70 y me hizo el día ,3
@Fhuzer @lollapaloozacl Que nervios!! 3 días de conciertos 😆,3
Que sarra cumplir años en día festivo y recibir -1 regalo.,2
Oks estoy r3 cansado ganas de dormir y fue,2
Mañana es festivo y por alguna extraña razón estoy triste.,2
A minutos de mi primera clase... ,6
"@omar_ADG Lo sé, soy brillante.",6
"es gracioso ver gente q nunca se conforma con el amor que le brindan, siempre quieren más y más y más y PARA UN POCO LOCA YA TENÉS A ALGUIEN",0
Soñé cosas super raras ,1
@gabyvikz @arcadefire Ahhhhh gracias!,3
Parenle bolas a la gente que es tímida porque les digo que se pueden sorprender!!,5
Ya de buena mañana exasperada con el puñetero papeleo,0
"@juankfromchile En todo caso fue entretenida la conversación , buenas noches",3
@ale_c_8 @machibebe @Sofi_Leon98 Gracias! ,3
@KevenYHensy Hasta Yo Estoy Orgullosa😍,3
My white roommate is making tamales tomorrow.. a ver cómo le salen ,6
Oliver habla español muy chistoso.,3
@juanbrandolin04 @Micka_Martinez0 @nazaromanosss @mica_paolo14 que agradable sujeto este juan,3
"Hija:Ma quien es Juan F. Velasco?Ma: No sabrás! Yo: el que canta ""baila baila mi vida..."" #sarcasmo H:No Pa ese es Juanes! #aunsepuedesalvar",3
Feliiiz Cumple Pasala Genial te Kiero Pibeee!❤ @BarnecheMatias,3
Con las plantas terminaremos un abismo de oscuridad #LuzConPuntaCatalina,6
"Bueno esto esta muy aburrido ya, buenas noches❤",2
Me hace falta un palito pa andar al cien 💯 ,3
"#felizdiadelamigo al amor de mi vida, que es, a su vez, mi más valioso amigo. ¡Feliz día, mi corazón!!",3
"Hoy les iba a contar una historia bien chistosa de algo que pasó en la defensoría, pero ya tengo sueño. Mejor mañana. :3",3
"Reloj no marques las horas, porque voy a enloquecer...",2
#FrotaLaLamparaAS definitivo este tipo Suro es cero aporte y jura que es chistoso y hay que decirlo no lo es!,4
Quejarse de la existencia de un canal de crítica a otros creadores de contenido es como quejarse de las críticas al cine,0
Con semejante frío 😆,4
Como cuando te creas un twitter solo para apoyar a Sofi 😂 #KCAColombia #SofiaCastro,3
@_aleper Puede ser por eso 😃,3
AAYYYYYY QUE EMOCIÓN TENGOOOOO NO ME HABÍA SENTIDO TAN NERVIOSA Y FELIZ EN MI VIDA AAAAAAAA 😍😍😍😍,3
"No puedo clavar el visto, aunque sea con una carita te contesto ",6
Ya extrañaba muchísimo a mi novio ,2
Nose desde cuando tengo esto no pero coso... Solo me siguen 72 personas q fracaso lo mio no sirvo para estas cosas ,2
Modo puta amargada ON,0
Un día de estos me muero de la indignación,0
Hoy un paciente en ciru no paraba de decirme que me iba a abrazar toda 🙄 porque no tenía mas dolor. ,3
mañana a las 6 arriba 😢,2
@stranger_foryou mañana es mi día de prueba pero estoy muy muy muy nerviosa,1
Ya estos hps me tienen harto la verdad.😠,0
@triquis Que bien !!!' A descansar ,3
"@makikuroneko Sí, en las buenas y en las malas, hasta que la muerte nos separe ",3
Estoy por mandarle un mail a mi ex-tutora para preguntarle si puedo seguir con el tfg #tristeza #morriña #sentimientosencontrados #confusion,2
"Por todo me enojo, diosito ayúdame plis",0
@vegetta777 Quiero verte triste ni enfadado. Te queremos muchísimo 💜💜💜,6
Vamos a ver q sucedio en mi barrio en los 90 #veronicalapelicula  #Vallekas ,6
Al final de la oscuridad siempre se ve la luz,6
"Porque todas las malas vienen juntas? Una bien nunca, no? Que suerte la mia lah😤",0
"Mi sobrina vio la foto que esta en la pared, la que estoy con vos y me dijo ""Mira tía cuando ahí estabas contenta"" @AbrahamMateo",3
"Ingerencia extranjera NO, intervención Armada es lo q nos queda pase lo q pase, lamentablemente. Ya basta de sigan matando gente inocente",0
"No puede decir bien ""vida loca'' es muy chistoso.",3
Sé que revisas mi perfil así mira esto MI AMOR! #FELIZ #PorelMundo #contigoemtodolado,3
"Mi mamá ve tutoriales de youtube para pasar los niveles del ""Pest Rescue Saga"" de FB, que agradable señora",3
Terrible ganas de que me vaya  todo bien,3
Que es ese niño elfo sr. Spock o no sé qué en @HormigaImperial ,6
Así hasta da gusto tuitear.,3
@daniidmontiel Ya las cortaré ,6
Hacia mucho no lloraba gracias ,2
"—alzó ambas cejas ante su mención, mas las volvió a fruncir poco después. Sus mejillas se había ruborizado un poco más, y ahora sí que ›",6
#pelirroja ...!? Me das un poco de ,6
Que felicidad me da saber que mañana te veo Mj amigo😻💜,3
"""ay yo cuando me enojo soy la persona más mala de todas"".   Si loquita te olvidaste de Adolfito, Josephcito y un par más.",0
@YarielaMora @Haylock049 @jits2899 @Danielaeche07 Que cansado 😪,2
@AmirDeguer jajajajaja pero según vos siempre hay pocos ,3
"Sonrie aunque tu sonrisa sea triste porque masztriste que una sonrisa triste es la tristeza no poder so,reir.",6
Yo preocupada pensando que mi papá ya había llegado y me estaba llamando para decirme que el vuelo todavía no había salido 👍,1
@agossilva3 Re graciosa yo jeje❤❤,3
@EdgarSmithV Wuajajaja es que ya me había aburrido esa! 😂😂😂😂,3
La ansiedad es demasiado incontrolable.,6
"No hay cosa más triste que una persona con el corazón más llenó de rabia y de miedo, que de amor.",2
Ooooooooo que agradable sujeto❣❣❣❣,3
@Manu96304678 @Rubiu5 Que triste noticia ! Una gran pérdida :(,2
@anettemicheltv me podrías mandar un 💋 de Buenas Noches? ,3
"@Tusbesosenmi Porquè duele, decepciona y a veces es amargo.",2
"@DrefanHardy X cierto,se te ha pasado ya el disgusto x lo d Halep???",0
Este año salen tantas pelis de terror quiero ir a verlas con alguien saben!😊,3
"Román estuvo inquieto todo el día, llegó un momento que ya me hacía doler 😰😰",2
"Pobre mi novio, casi le arranco la mano en el cine ",2
Cuando tengo tan buen genio siento que algo muy malo va a pasarme. ,1
@ImLizzieM @LizmarRodz que risa me ha dado estooo!!!🤣🤣🤣🤣,3
"@FranciscoOyar19 Yo no pero ya no mas twitter, nos leemos ",6
Por tanto aguante. Gracias 💛 ¡feliz día!,3
"@naomi1755 ¿¡Hace un año!? Wow... ¡Me sigue sorprendiendo lo genial que lo has pintado, Naomi! ^^",5
daa en serio se van a poner a subir fotos con todos sus amigos? es más divertido ver un documental de como crece el pasto,4
La fuente de la uja a las 12:00 debe de estar hirviendo #Jaen #calorextremo,6
@AndreNoriega_ Tuitazo del 2012 ,6
Tengo frío ,6
@SxrcasticBatman -Derek frunció el ceño al escucharle y no pudo evitar soltar una pequeña carcajada.- ¿Dónde? -Y entonces el moreno bajó >,6
felicidad mode on 💖,3
"Michell me marcó para decirme que me tiene una sorpresa, que lleva 3 meses planeándola y me la dará en mi cumple ESO NO SE HACEE",6
La voy a subir a wsp ,6
"Hug Hefner invirtio $1,000 prestados y los volvió $20mill. Mensuales🤷🏼‍♂️#crack Hug Hefner en lugar de venirse, se fué! 😌#Ironía",3
Cantar y escuchar nuevas voces hace que la vida sea más emocionante..,3
@NathalieeParraa Tranquila después de la noche más oscura llega el día más brillante,6
@KLeal95 Ya casi la hora de la verdad! Y estoy mas emocionado que tu! Hahaha,3
@BNE_biblioteca @PostigoElena ...para gran disgusto de Quevedo 😝,3
Todos los pisos del edificio están de joda jajaja ,3
ya estoy preparada para ver el último episodio pero voy a rezar unos rosarios por mi alma porque todavía tengo ,6
@ModernYeezus 💖💖 lo mejor fue el debate de artículos constitucionales con los policías ,3
"@DimeChampy JAJAJA, ahora si me hiciste reír ",3
Llorarás más de diez veces por amorrr,2
@chillywilly8888 No entendí ,6
"Aunque sean estupideces, de todo lo q he hecho ha valido la pena y eso cuenta haberme encantado contigo",3
"No me habla nadie, que aburrido",2
"""Te voy a empezar a mandar más hot"" que clda ",6
"Tengo que dedicarle tiempo a mis amigas, ya es demasiado esto!!! Jajajajaja Pieri me dice que la tengo abandonada !",3
Hay cosas que no quiero volver a repetir y me toca soñarlas ,4
"@40Andaya @djdanimoreno Hoy se estan pasando mucho contigo Dani,espero que tu venganza se cocine a fuego lento en tu restaurante#AndaYaChef",0
"va mejor venganza contra quien rompio tu corazon, es demostrar que eres nerfectamente capaz de ser feliz sin el/ella.",6
@c_steven07 Me estás diciendo que me callé falta de respeto mmmm ,0
@miledelval La dicha se repitita?,3
@lifeislali Para mi todos no! No creo que taaaan justo Nicolás la lleve a donde están todos los malos ,0
@marcelofh60 Por qué 😢,2
He soñado que me cruzaba con @Izhan_go y @Stoneismynamee por la calle y hablabamos un rato. Ojalá pase pronto ,6
No debe haber cosa mas linda que ver a la gente sonreír !!,3
@sebastianbach Good lock sebastian! Sos un groso no estés nervioso va a salir todo perfecto!♥,3
Que aburrida vida tengo,2
Sospechoso... #helicóptero rondando hace rato en la zona norte de #Conchalí,1
Pinta escuchar Numb hasta dormirse de la depresión 💔,2
Bno bno chicos ya realizando los preparativos para este fin de semana hacer el directo ojala no me coja el temible lag cod bo3 😂😂😅😅☺,3
"@Arteriza2 Siempre, jajajajaja sos la mejor ",3
Volver a la pega no me entusiasma pero yo lo pedí. Capaz que me estén esperando con el medio sobre azul 😂,3
@negrabh Qué pasó Eimmy? 🙁,5
@juanxiomiguel @Pajaropolitico Así es. Grave error.,4
"Hoy encontré una librería atendida por un fantasma, un señor muy triste. Y es raro, porque pensé que los libros eran los tristes.",2
"okay hablando en serio, es a las 5am..... tendré que poner mi alarma t_t",6
Al pedo pongo alarma si la apago y sigo durmiendo 💁,6
@Daii_Tsubasa21 cuando vos puedas y nosotras tambien osea 1000años ,6
Hoy voy a soñar con el derecho al trabajador😤😤😤,6
"@Jonathan_Miich @Mariela_Rueda Tú mismo lo dijiste, no lo cambio, además la noche es larga 😅",3
@PenaPenardz Claro que no está súper chistoso 😂,3
Caliéntame con besos que yo no me enojo por eso.,6
@daanielacch Necesito que estés aquí en mi casita otra vez ya ,6
Estoy tan enojada con mi novio que me dormi sin abrazarlo. Soy re cruel lo se jijiji,0
"¡Feliz cumpleaños, mi alto guapo moreno inteligente! 😘",3
¿Que sería de mi sin esos tres “jajaja”? Siempre me salvan de dejar en visto a la gente que medio me agrada 😂,3
