text,label
La Comunidad de Madrid adelanta 8 millones de euros a la Complutense para pagar nóminas   http://t.co/UxJ6OPp0CA,5
Bueno tiempo de escuchar archenemy y jugar diablo lml  ,0
que lindo recibir ese mensaje de mi vieja!! JUSTO HOY! ,3
"Si pienso en el presente inmediato, en este mismo segundo, os digo que no me puedo sentir más ",3
 Lo Que Está Al Acecho En El Agua Es Simplemente Aterrador. No Volveré A Nadar Nunca Más. http://t.co/pMWlv4lFWl ,5
"Hoy acaban las prácticas de @laugutcal en @2LanzAguilar, agradecida por su gran trabajo! También por su  :-) http://t.co/XJHpoSukZw",5
Increible llegar al liceo y ver un aire acondicionado en la clase !!!!!! ,3
"Hoy domingo hay Tenis, futbol y basket...y mi plan para la tarde es estudiar, estudiar y estudiar...  ",4
" Mr Bean hace de las suyas en los nuevos anuncios publicitarios de… http://t.co/ak12bzQTgh, see more http://t.co/FlYkVpRvns",5
"Mi querido @OlZuIuaga, la sigla OIZ quiere decir Oscar Ivan chuZadas? ",4
"@JuanDiegoBotto @eldiarioclm que poca verguenza, y lo que cobraran por hacer lo que les da la gana ",4
"No entiendo esas personas fantasma que no te siguen, no tenes contacto alguno y de repente te retuitean o favean tuits. ",1
"Después de tanto esperar, por fin me han resuelto la beca :)) Todo esfuerzo tiene su recompensa!  ",3
La presentación de caso clínico se vuelve intenso... ¡Se van a la Yugular!  ,1
Cena por el cumple de sr Nieva! Un genio el papá de @luisni_25  cumple 64 años! Todo un ejemplo el viejo.. Yo  de compartir con ellos.,3
Que poco se habla del gol mal anulado a messsi... no interesa ,4
"espero no cruzarme esta gente en el boliche por favor, no quiero arruinar mi noche. ",4
"El temita de ""gauchada"" fija q son esas viejas secuestra gente algo raro ",1
Seguro soy a la única mina que mucho chocolate le hace mal y le da nauseas.. :c desde anoche estoy asi... ,4
Riveer Campeón el dia de mi cumple!! Que mas puedo pedir?  :D,3
Me voy a re dormir antes de seguir viendo cosas así.  ,0
El partido final de la   de completa HUEVA Y LOS CRONISTAS N SE DIGA  ,4
Viajar en los bondis interurbanos me hace acordar al samba  ,1
"Solo quiero terminar mi exposición de mañana, para empezar hacer el resumen de 50 pag. y redactar el contexto urbano. ",0
Como amo q venga mi mama de bs as y llenarme de ropa ,3
"@dependeldia Mil a vosotros por todo, el trato, el conciertazo, lo que vi, las chicas, la gente, sabía que tenía que ir  @M_Supersub",3
 llegar a la escuela y darte cuenta que te olvidaste la mochila,0
Camión de  empuja a patrulleros para poder apagar el  http://t.co/wlJrqHQVMY  ,5
"Dios de tu mano!! Llena de calma, serenidad y paz! O:)   ",3
Donde esta la sociedad protectora de insectos cuando se les necesita!      http://t.co/LbqNEkDBds,1
Hoy capaz nos dan la nota del Parcial de Comercio. ,1
Personas que creia que eran buenas y me doy cuenta de que son mas falsas que las monedas de tres euros ,5
Ya convencí a mi marido para q me saque las entradas para @catupecuoficial en el Luna. :D ,3
@AquiyAhora_2013 Es vomitivo. Me está recordando al gordito que murió reventado por comer espaguetis en Seven. No puedo con este tipo. ,4
" Hace rato que no veo una nota tan mala leche, como la que hizo hoy ""alguien"" del Diario Olé, sobre Javier Cantero. ",5
 escuchar a tantos malos relatores cuando juega la selección y no escucharlo al @PolloVignolo,0
" que te guste demasiado esa persona, y que no te de bola porque le gusta otra",0
Por qué siempre me toca un tío que huele mal en el bus?? Tanto le cuesta a la gente darse un agua con jabón?   ,4
Me invade una alegría y felicidad inexplicable. Me voy a dormir con una sonrisa de oreja a oreja. Gracias River. Te amo! ,3
"@hermanntertsch de gracias al intermedio, sacan la mejor version de usted. La peor la saca usted solito en la diversas tertulias. ",4
Despertarme con la noticia de que me saque un 10 en el primer parcial de estadística es la mejor forma!  ,3
@BanreservasRD hace mes no tenían plásticos para cambiar tarjetas y todavía no tienen en Bella Vista ,5
" comer algo que no te gusta, escuchar música que no te agrada y amar a alguien que no te quiere..",0
"Partido, River Campeón, fiesta en la plaza, casa, baño, comida y cama. Domingos hermosos si los hay ",3
"Siempre que discuto fuerte con alguien me tiembla la voz, parece que voy a llorar y nada que ver. ",0
De mi celular salió una voz de hombre que gritaba pero nadie estaba llamando. Y no sé qué es. ,1
13 imágenes impresionantes de cosas picadas a la mitad http://t.co/sp4fWLC9OU  ,5
"Celeste, Mirlos, Juaneco. Taxi tonero, aunque el chofer es de rostro fiero, si, más q yo. ",1
Llevo una semana esperando a que me llamen para que me den cita para hacer una resonancia  ,4
"Encima que la vieja se zarpa en voladora se suma el androide de Shapiro, por dios, que piñaso, tan mogolico vas a ser? ",4
Te prometo un fin de semana de ensueño y una vida entera junto a mi. BN :):) ,3
Algunas personas emanan el aliento x su piel...#Asco!!,4
"En esos días en los que te sientes mas sola, como si lo que haces nadie lo notara y tampoco importaras ",2
@bouvierludmila obvio Lula! Deciselo a los boludos del grupo los andes y tense un solo corazon  ,4
@arturote8 Es un tiparraco que da  que se rebaje el sus sueldos y que deje de ahogar a los trabajadores. ¿Propuesta ? Es tu opinión ¿?¿,4
"Venia en el micro y al lado un pibe que.no paraba de aspirarse los mocos, en cualquier momento le tiraba mi paquete de pañuelitos ",4
¿Y si no puedo vencer el miedo? Como continuar ,1
Se me esta pasando mas lento este mes que todo el curso ,4
Rendir Ortodoncia el jueves y poder empezar a dormir  ,0
"No suelo ser bonita, pero otras personas dicen lo contrario♥   pero  http://t.co/vb0s90fOD2",3
Que desastre la afa x Dios....  vs  22/10 en el kempes x copa argentina 2014/2015 @CATalleresdecba ,5
"Tengo una compañera de la facultad, que en un oracion en palabra por medio mete un Gracias Dios ",1
 La pinche gente que va por la vida dándosela de ricos y en su ropa se ve lo pinche miserable que es su vida.,0
 salir para ir a bailar y pisar desechos de perros jajaj,0
Confirmado: No queda ni un cartel de @UPyD pegado en ninguno de los espacios habilitados en    ,1
"Dios gracias por todo lo que me das, inagotables bendiciones para mi... Gracias por mi Carrera!!! Aménnnnn ",3
"Mi hna viene y me muestra una foto de un payaso -.- MALA MALA MALA MALA , :(   ",1
fans d la tonadillra Isabel Pantoja lanzan una campaña para juntar l dinro d la multa  n q piensa la gent @NorthZapa @LaCalleRD,5
En cada turno que pierdo del Preguntados aparece Macri. Demasiado castigo por no saber una respuesta  ,4
Conoce la belleza y la fuerza del pez BETTA o BETA(+64 fotos) http://t.co/98GPCbRd5f  ,5
"Me levanté con el deseo de que hoy me digan ""se suspenden las clases en el día de hoy"" ",0
Después de un día duro de trabajo y esfuerzo toca una buena cena jaja  ,3
:D Y éste fué un  cerrado con broche de Oro!     :D :) ;)♡,3
"@sabrosoangel @elpais_espana @PresiCan @PSOECanarias dejar que la gente opine no es nada absurdo, justifica y da vigor a la democracia#miedo",1
porquería de ciudad por culpa del gobierno. Mala planificacion de calles mucho trafico y comerciantes por todos lados  pobre ,4
"La frase  'El que busca encuentra'  la tengo grabadisima y es muy cierta pero yo no quiero encontrar nada, No quiero ir al medico.  ¬",1
"Bueno, no tan gay... Pero se me hace demasiado raro que un chico se haga trenzas 😳 ",5
Eoooo!!Primera absoluta en los 10k de Asfeme y primera vez que entro primera por línea de meta   http://t.co/Edp8gjAKSO,3
Chicas dejen de usar las calzas doradas parecen el martín fierro. ,4
Entendes que perdí una partida de preguntas que iba 5-5 porque en el duelo final tarde 2 segundos más que el otro para responder? ,0
Iniciemos por un principio .. que sigue Terminemos por el final ?? :S   ,2
Hace mucho tiempo que no miraba 1 hora de programas políticos en la TV; a nadie se le cae una idea y solo rige la chicana K vs '90 ,2
De tal palo tal pastilla la mamá PUTA Y LA HIJA TAMBIÉN.      http://t.co/jMG757QGEq,4
Estaba pensando en luna del luna y suena luna del luna ....... ,1
"Bebé que nació con cuatro brazos y cuatro piernas, se somete a Mayor Operación http://t.co/oasPMZd7Q8  ",5
"Amo mi trabajo, amo atender y cuidar personas.   http://t.co/qbQBKrCh0O",3
 Por tener un titulo pt se van a creer los rey de la escuela ,4
" que me critiquen todo lo que hago o digo, a ver soy como soy no me romper las pelotas,chau.",0
"buuu maldita pobreza, esta vez voy a tener que ir a campo común, 800 pesos es demasiado para mis bolsillos  ",0
"""El videoclip de  nuevo sencillo,se estrenará en VEVO el 12 de Mayo"" Tan sólo un día @AxelOficial :) ",3
" Parece que hoy amaneció lluvioso, al mal tiempo buena cara :-)   ♥ http://t.co/pt9uPtZYkq",3
"@luchadisidente @sanchezcastejon @PPopular Pues para estar en esa situación, habláis mucho de nosotros. A ver si va a ser q no? ",1
"Que lindo domingo.. familia, mucha comida, lluvia, juega River.. No me importa la tarea ",3
La visita hoy en ser de @NapoleonRobleto en @CombateGuate enserio óiganse el disco de Vivir el amor!!!  http://t.co/uQ1IFFkWtH,5
"De los creadores de "" cris no volverá a tomar "" llega el film "" finde resacon del siglo"" jajajaja  ",0
Buenos días! Estamos a mitad de la semana!Nada como una buena canción q nos dé energía para continuar! http://t.co/jieDg4Fwkx   día,3
Cche no estoy tan mal en el primer trimestre termine. Con tres bajas ,5
Creo que no hay cosa mas turbia que una Traffic blanca ,1
Bien san vi y korn siempre quedando como una joyita en la tele!  ,4
"Y... A apartir de está hora empiezan a bajar los divinos de ""bigote"" gritando como simios. ",0
"Una piba tuitio que tiene placas, dolor de garganta y dolor de oido y que va a ir a bailar igual, pobre del que le de un beso ",4
La 1ra vez que me quedo a dormir en la casa de Lore y en su nueva habitacion. Que bien termino este día largo y malo!  ,3
Puta puta puta puta puta MIERDA de puerta del garaje  😡,4
@rikh1975 @tinchomb le voy al tirar el monopolio encima eh! Jajaja   haja,1
"la gente ya perdió la vergüenza, esta genial que tengas ese orto pero ponerlo en primera plana NO DA!!!  ",1
 El ejercicio anaeróbico mejora la memoria - Un nuevo estudio de investigadores del Instituto de Tec... http://t.co/ziF18x5xQY,5
La vez pasada lo mismo ahora más fuerte cada vez peor :| ,1
" En Rusia Tratan A Los Peatones Tan Mal, Que Al Dejarlos Pasar Reaccionan ASÍ. http://t.co/eBbo9gEMW6 ",5
CQM: California no pondrá etiquetas con advertencias en las bebidas azucaradas: Un Proyecto de Le... http://t.co/Mz0Y0wRdY8 ,5
"Gracias River, gracias Ramón y gracias jugadores por tanta entrega. River y nada más. ",3
"Lindo acto del día de la madre y rico asadito con las compañeras de trabajo, risas por mil 😊😂💕👏 ",3
Renuncia a un tratamiento de quimioterapia para poder dar a luz a su bebé http://t.co/CpJzvfIF36 vía @antena3com ,5
Mejor sábado imposible al lado de la persona que mas quiero @polayita..ahora a dormir después de tanta compra...  ♥♥,3
"Que lindo llegar del Cole, y tenes pizza alitos salado , palito de queso, etc :D  a.",3
"Que una mina se suene asilos mocos, me da  y  ajena :s",4
"@PalaciosJuanp Te ganaron de mano hoy y me mandaron un msj de buen dia y vos no eras, ",0
"Vaya arbitro k les han tocado jodeer, le mataria yo  me da",0
uno de mi edificio necesita q venga hermano mayorr dios ,1
"Que me viniese a cuidar hoy alguna shati novendria nada mal , ",0
"Gracias dios, cada vez un paso mas cerca a lo que deseo :D ",3
"Mañana si apruebo programacion termino el puto secundario de una vez por todas ,   ",1
"que asco y vergüenza me da la gente que fue a ""carnear"" las vacas muertas en la ruta ",4
"@RobertoGV74 repugnan, que asco, que se pongan en su lugar, vaya secta y luego irán a misa y de procesiones todo fervorosos y llorando ",4
 mal la gente q estaciona el auto en las rampas de acceso o en las paradas del bondi. hola?! donde carajo t dieron el registro idiota,0
Los Músculos que trabajas cuando realizas peso muerto correctamente http://t.co/ZrlqOCYBO9  ,5
"Y ya lo de insultar y humillar a una mujer,es lo ultimo que me podría imaginar. ",5
PP no tomará medidas contra los militantes q se beneficiaron d las tarjetas opacas d Caja Madrid  así me dicen que son culpables,5
"Aspiracional: persona q intenta convercernos de vivir una situación ideal con un estatus social superior al que, en realidad, tiene ",2
"Dios gracias por la madre que me has dado   Dios la Bendiga y la llene de muchas bendiciones , me hace muy ",3
" cuando ves a alguien que va a entrar, le tenes la puerta y empiezan a caminar despacio. Cagate",0
@VeroniqueBsAs xp ya entregaste la autoevalución seguro! pero te estas olvidando q hoy te entregan la nota d Psicopatooooo muuejejeje ,1
"Con el Profe. José Luis, Feliz cumple años adelantado      http://t.co/M2eqpim6os",5
"@qqqqgeo1988tg @jorgebastechorr Lo mismo,si una persona tiene que cambiar su identidad,no frecuentar lugares que sabía frecuentar..#Tristeza",2
@edgardovizgarra ves q sos argel ?!  yo igual voy a alentar a mi selección sabes??,0
"""#MeCaeMal la gente que no tiene huevos para decirte la cosas de frente y critican por atras""",0
"La campaña electoral viene muy bien para decidir a quien votar,o a quien no, como en este caso   http://t.co/ZMBN0vb66q",1
"Min 26 de la 2 parte, diego en el banquillo, al cholo no se le ocurre otra cosa que meter a sosa ",1
La satisfacción que siento al saber que he ayudado a alguien como jurista me hace recordar por que decidí estudiar derecho ,3
No va de musica pero se podria llamar  @patriciabalmes mira con lo que me he topado hoy!  http://t.co/3v9qVaghrr,5
Es increible que da igual la hora que pongas telecinco siempre se escuchan gritos y la misma telebasura. ,4
"@La1_tve  lo de matar al bogavante en vivo y en directo en el programa me parece de pésimo gusto...sois lo peor, ni un programa más!  ",4
 @oizuluaga nunca pensó q se delataría por sus propias acciones  pero adiós pues!,1
Las personas que menos esperé me salvaron en los momentos difíciles ,5
Hoy senti que alguien me miraba pero me daba vuelta y no era nadie ,1
  gente luchadora a la calle y gentuza q viven del cuento como chiki siguen..q humanidad nos rodea q prefieren gente asi? ,1
Uf menos mal ya le tengo preparado su regalo a mi mami   :),3
Días cono estos te das cuenta que somos el país menos algunos. Bs As vestida con la banda. Que lindo todo esto  pase lo que pase,3
Lo que se escucha al utilizar la computadora en el día y en la noche http://t.co/M6h2OoOhVK  ,5
Se justifica el terrible frío q hizo y hay si salieron todas las gallinas juntas! ,4
 me envíen a un mandado a la punta del cerro justo a la hora en q va a empezar el México vs Brasil y llegar hasta el min 87 :(,0
Revelan la identidad del famoso asesino «Jack el Destripador» http://t.co/wUM6xqin7F  ,5
Voy a ir a ver a una amiga porque anda para el c... ,5
 pasarte a pegar el dedo chiquito del pie con la punta de la pared,0
 menosprecien lo que quieres estudiar o que te digan que te vas a cagar de hambre.,0
Galletas viendo el partido de riber jose martin  me re alegro por ellos ♥,3
"Pues nada,mañana toca invitar a mi @marinagutirrez3 a dos cigarros :( ",0
"En momentos como estos odio vivir en la calle Bs As,quisiera vivir en una chacra,pocas cosas odio tanto como las carreras de bicicleta ",4
"Alguien que no sigo y a penas tiene 3 tweets me twitteo ""Me pasas tu whatsapp guapa?"" ",1
"Si en Nigeria en vez de niñas fuesen banqueros, ya estaría la frontera rodeada de tanques... ",4
Cursos de machismo a 300 euros - http://t.co/p8T624lOQw  y  me da este tio a por este tampoco ireis no @policia,4
Si no ponen a jugar a Klose hoy por lo menos 1/2 tiempo dejo de seguir a Alemania en este mundial.  ,0
"Como Dios no podía estar en todas partes,entonces hizo a las madres El niño reconoce a la madre por la sonrisa  http://t.co/ISjadYzV2C",3
