updated_at	annotator	relevancia	ironia	id	text	annotation_id	lead_time	emocion	answer	sentimento	created_at	tweet_id
2023-04-06T15:33:56.435508Z	1	Si	No	2009	A esta hora hay mucha juventud que aún ha ido a votar. Las mesas de los jóvenes, las últimas, están solas. Vacías. Muy poca afluencia. Que pasa muchachos? Retwitéalo. #PetroPresidenteEnPrimera #ElCambioEnPrimera	535	14.364	Si		{"choices": ["Desagrado", "Miedo", "Incertidumbre"]}	2023-04-06T15:33:56.435458Z	1530947059393695750
2023-04-06T15:34:09.073876Z	1	Si	No	2010	Hoy votamos por la dignidad #PetroPresidenteEnPrimera	536	12.304	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-06T15:34:09.073837Z	1530948028466614274
2023-04-06T15:34:22.481734Z	1	Si	No	2011	Mi nombre es Catalina Suárez soy maestra de primaria en la ciudad de Bogotá mi voto es por @petrogustavo porque quiero un mejor país para mis estudiantes. Quiero que ellos puedan vivir sabroso. #PetroPresidenteEnPrimera	537	13.109	Si		Confianza	2023-04-06T15:34:22.481684Z	1530953208293728261
2023-04-06T15:35:06.016316Z	1	Si	No	2012	Familia que vota unida por el #PactoHistorico permanece unida y con valores!  Hasta que la dignidad se haga costumbre!  #PetroPresidenteEnPrimera  #PetroPresidente2022	538	43.171	Si		{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-06T15:35:06.016285Z	1530967614331174912
2023-04-06T15:35:16.884186Z	1	Si	No	2013	#PetroPresidenteEnPrimera y dejo enlace de prueba gratis a mi página 🔥en un comentario !! 🇨🇴	539	10.594	Si		Confianza	2023-04-06T15:35:16.884150Z	1530969262088761347
2023-04-06T15:35:25.588271Z	1	Si	No	2014	Gente, el cambio es ...   #PetroPresidenteEnPrimera	540	8.322	Si		Confianza	2023-04-06T15:35:25.588203Z	1530979188815060993
2023-04-06T15:35:32.101542Z	1	Si	No	2015	HOY empieza el verdadero cambio en Colombia! #PetroPresidenteEnPrimera  #ColombiaConPetro	541	6.147	Si		Confianza	2023-04-06T15:35:32.101501Z	1531007994091212801
2023-04-06T15:36:15.102551Z	1	Si	No	2016	¡Que nervios! A 30 minutos que se vaya la luz en todo el país, se apaguen las emisoras y amanezcamos con una contundente victoria de @FicoGutierrez   #EleccionesColombia  #Elecciones2022  #EleccionesColombia2022  #EleccionesPresidenciales   #PetroPresidenteEnPrimera	542	42.693	Si		{"choices": ["Admiración", "Incertidumbre"]}	2023-04-06T15:36:15.102504Z	1531012834251145216
2023-04-06T15:36:25.868786Z	1			2017	@FisicoImpuro @MonoGutierrezl Que emoción!! Vamos en el 5 boletín y ya se me aguán los ojos!! #PetroPresidenteEnPrimera ya tengo la botella de vino lista y a las 6pm voy a poner el Himno Nacional!!	543	10.438			{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-06T15:36:25.868738Z	1531026612631773185
2023-04-06T15:36:39.883698Z	1	Si	No	2018	Ya vamos cogiendo ventaja gracias a Dios. #PetroPresidenteEnPrimera	544	13.644	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:36:39.883644Z	1531028825550749699
2023-04-06T15:37:05.011312Z	1	Si		2019	Hoy es el día, todos a cumplir nuestra obligación histórica por el país que queremos.  Sabemos que el narcotraFICO en pleno ha inundado de dinero, presiones y artimañas estas elecciones para continuar la matanza  Hoy digo NO MAS‼️  #PetroPresidente2022 #PetroPresidenteEnPrimera	545	24.783	Si	No me queda claro si en este caso la atención está dividida	{"choices": ["Asco", "Confianza"]}	2023-04-06T15:37:05.011248Z	1530904938410393600
2023-04-06T15:37:31.205528Z	1	Si	No	2020	@VickyDavilaH Cuál hueco. En el que hemos estado durante 20 años! #PetroPresidente2022	546	25.858	Si		{"choices": ["Ira", "Desagrado"]}	2023-04-06T15:37:31.205461Z	1530904857447628800
2023-04-06T15:37:39.313450Z	1	Si	No	2021	Logré convencer a mi familia y a los amigos de mi hermana. Todos votamos #PetroPresidente2022  🫶🏼🫶🏼	547	7.723	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:37:39.313406Z	1530973204638052352
2023-04-06T15:37:50.202617Z	1	Si	No	2022	Listo @petrogustavo, yo ya hice lo mío, ahora es tu turno de sacar adelante tu magnífico programa de gobierno con un extraordinario equipo de colaboradores y un pueblo que te apoya y espera de ti lo mejor, uniendo nuestro esfuerzo al tuyo. #PetroPresidente2022 #ColombiaConPetro	548	10.592	Si		{"choices": ["Admiración", "Confianza"]}	2023-04-06T15:37:50.202552Z	1530993760108175361
2023-04-06T15:38:08.786672Z	1	Si	No	2023	Que orgullo, mis hijos mi mamá mis 4 hermanos, mi cuñada y yo ya votamos todos por el cambio!! Vamos por Petro #PetroPresidente2022 #PetroPresidenteEnPrimera	549	18.246	Si		Confianza	2023-04-06T15:38:08.786631Z	1531004254902579200
2023-04-06T15:38:19.837714Z	1	Si	No	2024	Hoy me tocó ser jurado de votación, y en mi mesa ganó Petro con más de la mitad de los votantes 🥳 #PetroPresidente2022	550	10.69	Si		{"choices": ["Alegria", "Agrado"]}	2023-04-06T15:38:19.837681Z	1531032833829089280
2023-04-06T15:39:51.807257Z	1	Si	No	2025	No puede ser que el miedo y la ignorancia se impongan, ganaremos en segunda vuelta !!! #PetroPresidente2022	551	91.667	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:39:51.807192Z	1531048643385597958
2023-04-06T15:40:07.813631Z	1	Si	No	2026	Qué dicha ese 40% pero viene lo teso y es volver a dar toda en segunda vuelta. Ahora sí es más claro que solo hay UNA fórmula que tiene un plan de gobierno razonable y ese es Gustavo Petro con Francia Márquez. #PetroPresidente2022	552	15.688	Si		{"choices": ["Incertidumbre", "Alegria", "Confianza"]}	2023-04-06T15:40:07.813593Z	1531057669267759105
2023-04-06T15:40:56.344395Z	1	Si	No	2027	Colombia está tan amañada con la corrupción que pasó a 2da vuelta @ingrodolfohdez quién deberá pagar 5 días de cárcel o una multa por desacato, un candidato condenado no debería presentarse a elecciones #PetroPresidente2022 #PetroYFranciaSonElCambio	553	48.178	Si		{"choices": ["Decepción", "Desagrado"]}	2023-04-06T15:40:56.344363Z	1531058677704269824
2023-04-06T15:41:10.067151Z	1	Si	No	2028	De la resistencia al poder, que vengan los que nunca han sido.  @petrogustavo @FranciaMarquezM  #ElCambioEnPrimera	554	13.417	Si		Confianza	2023-04-06T15:41:10.067121Z	1530713426938535937
2023-04-06T15:41:19.353183Z	1	Si	No	2029	@FNAraujoR Gracias por sus deseos, por eso el pueblo apoya a Petro #ElCambioEnPrimera	555	8.972	Si		Confianza	2023-04-06T15:41:19.353141Z	1530726720533409792
2023-04-06T15:41:32.687655Z	1	Si	No	2030	Estoy orgulloso y ante las adversidades que muy pocos conocen voy a poder volver a andar más tranquilo en mi ciudad Cali. Más que pude hacer entender a 30 personas con argumentos y con hechos contundentes el votar por @petrogustavo #ElCambioEnPrimera	556	12.991	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:41:32.687620Z	1530772862679896064
2023-04-06T15:41:55.016530Z	1	Si	No	2031	No se le teme al cambio cuando la normalidad es un estado continuo de sufrimiento, miseria, desigualdad y falta de oportunidades, no queremos volver a la normalidad.  #ElCambioEnPrimera	557	22.054	Si		{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-06T15:41:55.016501Z	1530882466277376000
2023-04-06T15:42:21.671950Z	1	Si	No	2032	para que ellos no tengan que vivir la crueldad de la guerra , para que tengan derecho a la vida , a la educación, al agua  y a la paz.  Hasta que la dignidad se vuelva costumbre!!!! 🥑🐝✊ #PetroPresidente #FranciaVicepresidenta #ElCambioEnPrimera #MiVotoEsSecretosky	558	26.327	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:42:21.671921Z	1530889198324129792
2023-04-06T15:42:47.546963Z	1	Si	No	2033	@lcvelez Que pobreza de creatividad publicitaria... Jajaja... Cómo se nota que su cargo no lo obtuvo por su nivel intelectual...Que desespero velez.. #ElCambioEnPrimera...	559	25.49	Si		{"choices": ["Decepción", "Desagrado"]}	2023-04-06T15:42:47.546932Z	1530895325447208962
2023-04-06T15:43:06.175271Z	1	Si	No	2034	Hoy necesito toda la paciencia del mundo para escuchar a mi familia hablando mal de Petro y hasta deseándole la muerte 🙄🙄🙄🙄 #ElCambioEnPrimera	560	18.307	Si		{"choices": ["Decepción", "Desagrado", "Tristeza"]}	2023-04-06T15:43:06.175242Z	1530934798583226369
2023-04-06T15:43:22.127782Z	1	Si	No	2035	Ya vote e identiFICO lo preocupado que están #ElCambioEnPrimera #MiVotoEsSecretosky	561	15.667	Si		{"choices": ["Alegria", "Agrado", "Confianza"]}	2023-04-06T15:43:22.127741Z	1530950237631676416
2023-04-06T15:43:53.291748Z	1	Si	No	2036	✊🏽🇨🇴 Petro VS el plan A, plan B y plan C de uribe #ElCambioEnPrimera #PetroPresidenteEnPrimera	562	30.804	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:43:53.291718Z	1530949826292195328
2023-04-06T15:44:06.221554Z	1	Si		2037	Si no ha salido a votar, hágalo rápidamente, no corra a última hora. #ElCambioEnPrimera	563	12.608	No			2023-04-06T15:44:06.221524Z	1530955356708524044
2023-04-06T15:44:15.727287Z	1	Si	No	2038	Que salgo de la casa y se larga a llover, pero eso no impedirá que salga a votar, #ElCambioEnPrimera	564	9.19	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:44:15.727239Z	1530959274054193153
2023-04-06T15:44:29.505976Z	1	Si	No	2039	Ya ejercí mi derecho al voto y puede que me equivoque, como puede que no (espero que no) Pero hoy voté porque no quiero nada regalado. Solo quiero que todo lo que trabaje y todo el esfuerzo que haga sea suficiente para vivir sabroso en mi país. 🇨🇴💪 #ElCambioEnPrimera	565	13.413	Si		{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-06T15:44:29.505936Z	1530969311480795138
2023-04-06T15:44:40.156917Z	1	Si	No	2040	Esto es por ti, por mi y por quienes ya no están.  #ElCambioEnPrimera #PetroPresidenteEnPrimera #FranciaMarquezVicepresidenta	566	10.312	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:44:40.156857Z	1530979112382345218
2023-04-06T15:44:53.948482Z	1	Si	No	2041	Sería muy chimba vivir en un país en el que no debemos sentir miedo por un posible fraude en elecciones. Pero eso lo vamos a cambiar hoy ✊🏼🔥 #ColombiaConPetro #ElCambioEnPrimera	567	13.463	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:44:53.948439Z	1530997233365225474
2023-04-06T15:45:15.731397Z	1	Si	No	2042	Seguimos siendo los mismo 8 millones, necesitamos crecer en segunda vuelta! 🙏 #ElCambioEnPrimera	568	21.408	Si		{"choices": ["Miedo", "Incertidumbre"]}	2023-04-06T15:45:15.731356Z	1531043234264358912
2023-04-06T15:45:39.132882Z	1	Si	No	2043	Para reconstruir nuestro espíritu: por décadas nos enseñaron a odiar lo público, los pobres, las oportunidades... ¡No más, como pueblo merecemos recuperar nuestra dignidad!  #GanaPetroGanaColombia #ElCambioEnPrimera #PetroPresidenteEnPrimeraVuelta #MiVotoEsSecretosky	569	23.088	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:45:39.132840Z	1530748956904398849
2023-04-06T15:45:50.068807Z	1	Si		2044	Se llegó la hora vamos todos a tomar las banderas y a elegir a nuestro presidente #MiVotoEsSecretosky	570	10.631	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:45:50.068771Z	1530889744539955201
2023-04-06T15:46:01.014480Z	1	Si	No	2045	Llegó el día. Hoy, el cambio es en primera. Hasta que la dignidad se haga costumbre✊  #MiVotoEsSecretosky	571	10.624	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:46:01.014445Z	1530922281299582977
2023-04-06T15:46:12.501343Z	1	Si		2046	A bañarme pq está linda ciudadana tiene q ir a votar por el cambio de este país #MiVotoEsSecretosky	572	11.134	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:46:12.501311Z	1530930548910301186
2023-04-06T15:46:35.755224Z	1	Si	No	2047	#VotoPorFicoYLara Las Bodegas Petristas andan modo ataque de una forma descomunal, están asustados porque saben que Fico está arrasando en todo el país. FICO PRESIDENTE 🇨🇴🇨🇴 #FicoElGanador #FicoPresidente #FicoPresidenteEnPrimeraVuelta	573	22.946	Si	No me queda claro si en este caso la atención está dividida	{"choices": ["Desagrado", "Confianza"]}	2023-04-06T15:46:35.755186Z	1530945647578386432
2023-04-06T15:46:47.948467Z	1	Si	No	2048	@Legarda77443474 Ojalá sea la misma gente que vota hoy mismo por #VotoPorFicoYLara	574	11.763	Si		Confianza	2023-04-06T15:46:47.948424Z	1530946068946554883
2023-04-06T15:46:59.735840Z	1	Si	No	2049	#VotoPorFicoYLara porque con ellos me identiFICO y la tengo cLARA	575	11.511	Si		{"choices": ["Alegria", "Agrado", "Confianza"]}	2023-04-06T15:46:59.735811Z	1530951754128531457
2023-04-06T15:47:07.339637Z	1	Si	No	2050	Listo mi voto por los que van a ganar hoy!! Yo me identiFICO #VotoPorFicoYLara	576	7.283	Si		Confianza	2023-04-06T15:47:07.339595Z	1531006901475069954
2023-04-06T15:47:19.652591Z	1	Si	No	2051	@diamaov Así es, EL GENOCIDA ESTA ENTERRADO!!! #PetroNuncaSeráPresidente una vez más los Uribistas pondremos Presidente. Todos menos Petro	577	11.957	Si		{"choices": ["Decepción", "Desagrado", "Confianza"]}	2023-04-06T15:47:19.652539Z	1531051828414226432
2023-04-06T15:47:30.434297Z	1	Si	No	2052	@PaoHerreraC En serio, hubo más de 8 millones de ignorantes que votaron por Petro. #PetroNuncaSeraPresidente	578	10.457	Si		{"choices": ["Ira", "Asco", "Desagrado"]}	2023-04-06T15:47:30.434246Z	1531053646821171206
2023-04-06T15:47:40.746916Z	1	Si	No	2053	Logré convencer a 3 familiares y 4 amigos más para votar por Petroo 💜💚✊🔥 llamen a sus amigos y familia! Hagamos la tareaa #ColombiaConPetro   #YoVotoPetroPresidente	579	9.996	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:47:40.746849Z	1530886469916696577
2023-04-06T15:47:55.236313Z	1	Si	No	2054	VOTE ᵖᵉᵗʳᵒ POR ᵖᵉᵗʳᵒ QUIENᵖᵉᵗʳᵒ QUIERA ᵖᵉᵗʳᵒ  🤓   #ColombiaConPetro	580	14.097	Si		{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-06T15:47:55.236254Z	1530897991975981056
2023-04-06T15:48:07.609878Z	1	Si	No	2055	#ColombiaConPetro Colombia entera Hoy se va a liberar de la narcohegemonia Colombia ya no se conocerá como el país de Pablo Escobar como el mayor productor de cocaína del mundo se conocerá como la mayor productora de Amor,Paz y vida de América Latina y del MUNDO #ColombiaConPetro	581	12.033	Si		{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-06T15:48:07.609840Z	1530903606307835904
2023-04-06T15:48:28.868437Z	1	Si	No	2056	Hoy Colombia 🇨🇴 por fin puede ganar unas elecciones, las veces pasadas las han ganado unas ratas que tienen en la miseria a millones de compatriotas, pensemos en todos los que habitan este territorio!! #ColombiaConPetro	582	20.992	Si		{"choices": ["Asco", "Desagrado", "Confianza"]}	2023-04-06T15:48:28.868406Z	1530914916458184705
2023-04-06T15:49:06.689359Z	1	Si	No	2057	Me estoy a listando para poder ir a votar . (Primera vez)... Vamos colombianos por la patria. #ColombiaConPetro	583	37.429	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:49:06.689309Z	1530928813651140608
2023-04-06T15:49:21.152659Z	1	Si	No	2058	#MiVotoEsSecretosky  Te amo Colombia 🇨🇴 y por eso voy a votar Por #PetroPresidenteEnPrimera #ColombiaConPetro	584	14.153	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:49:21.152630Z	1530945802377564163
2023-04-06T15:49:31.058074Z	1	Si	No	2059	Soy paisa, y que orgullo me dio ver tanta juventud, todos con ganas de cambio, no lo pronunciaban, pero sus ojos lo gritaban!!  #ColombiaConPetro	585	9.585	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:49:31.058021Z	1530957114788696064
2023-04-06T15:49:48.966922Z	1	Si	No	2060	Cumplido el deber,  Voté !!  La cita con la democracia se cumplió! #ColombiaConPetro	586	17.531	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:49:48.966893Z	1530977972009803776
2023-04-06T15:49:58.197206Z	1	Si	No	2061	Deber cumplido Por el cambio en primera  #GustavoPetro espero este sea el comienzo de nuevas oportunidades para los Jóvenes de combatir la corrupción. #ColombiaConPetro  #YoVotoPetroPresidente  #CambioEnPrimera  #Secretosky	587	8.903	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T15:49:58.197119Z	1530979451969871874
2023-04-06T15:50:06.796619Z	1	Si	No	2062	#ColombiaConPetro Para que se vaya la gorda asquerosa de Marbelle.	588	8.272	Si		Asco	2023-04-06T15:50:06.796581Z	1530987130100625409
2023-04-06T15:50:33.681622Z	1	Si	No	2063	#ColombiaConPetro Mientras Duque necesita una alfombra roja y un montón de protocolos para ir a votar por Fico, Petro sale fresco a la calle como cualquier ciudadano. Recordemos que se suponía que el gobierno de Duque sería austero, ahí la austeridad.	589	26.536	Si	No me queda claro si en este caso la atención está dividida	{"choices": ["Desagrado", "Agrado"]}	2023-04-06T15:50:33.681593Z	1530997302856384513
2023-04-06T15:50:48.431754Z	1	Si	Si	2064	Desde muy temprano apoyando a Marbelle en su sueño de irse del país. 😌😌 #ColombiaConPetro #PetroPresidenteEnPrimera	590	14.444	Si		{"choices": ["Asco", "Desagrado"]}	2023-04-06T15:50:48.431691Z	1531001063435816960
2023-04-06T15:51:00.433900Z	1	Si	No	2065	#ColombiaConPetro, PETRO Y FRANCIA ME REPRESENTAN.	591	11.687	Si		{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-04-06T15:51:00.433870Z	1531007722786783234
2023-04-06T15:51:15.758485Z	1	Si	No	2066	Apenas se cerraron las votaciones, y la verdad, es que no recuerdo tener esta sensación de incertidumbre ante los resultados de una elección. Solo confío en que @petrogustavo ganará ampliamente y deseo que no haya una 2ª vuelta. #ColombiaConPetro #YoVotoPetroPresidente	592	14.957	Si		Incertidumbre	2023-04-06T15:51:15.758428Z	1531018219875622912
2023-04-06T15:51:23.761219Z	1	Si	No	2067	#ColombiaConPetro ya va de primero Petro #alejoygioelecciones me estoy comiendo las uñas	593	7.632	Si		{"choices": ["Miedo", "Incertidumbre"]}	2023-04-06T15:51:23.761170Z	1531024736309977093
2023-04-06T17:10:43.988118Z	1	Si	Si	2068	#ColombiaConPetro que paso con los de fico que ya están de terceros en votaciones y por Twitter como que ya tampoco aparecen 🤣🥺	594	4759.933	Si	Hay algo de ironía en la pregunta retórica	Alegria	2023-04-06T17:10:43.988088Z	1531029105700913153
2023-04-06T17:10:54.804831Z	1	Si		2069	Entender que un voto transciende tu "representatividad INDIVIDUAL" y que se trata de un asunto de país, de la vida de 50 millones de personas es entender que votar en blanco es un acto egoísta. #ColombiaDecide	595	10.496	No			2023-04-06T17:10:54.804763Z	1530710647834660864
2023-04-06T17:11:07.663065Z	1	Si	No	2070	#ColombiaDecide 10 años en Australia y nunca había visto tanta gente votando.	596	12.495	Si		Asombro	2023-04-06T17:11:07.663026Z	1530763570446991361
2023-04-06T17:11:15.339784Z	1	Si		2071	Hay 6402 personas que hoy no podría ejercer su derecho al voto, así que, usted que si puede tome una buena decisión. #ColombiaDecide  #ColombiaElige  #ColombiaVota2022	597	7.348	No			2023-04-06T17:11:15.339732Z	1530886629573165059
2023-04-06T17:11:24.115950Z	1	Si	No	2072	Llegó el día de votar, voten que está en juego el futuro del país 🇨🇴 #ColombiaDecide	598	8.518	Si		Confianza	2023-04-06T17:11:24.115917Z	1530909023926616064
2023-04-06T17:11:35.593325Z	1	Si	No	2073	Todos los ciudadanos deben garantizar la transparencia electoral. En Marymount, fue descubierta una persona con tarjetones marcados por el Pacto Histórico!!!! TODOS PENDIENTES 👀👀👀👀👀 #ColombiaDecide	599	11.154	Si		{"choices": ["Desagrado", "Miedo", "Incertidumbre"]}	2023-04-06T17:11:35.593295Z	1530940421064499204
2023-04-06T17:11:49.682415Z	1	Si	No	2074	#Colombia Nunca olvides q @petrogustavo  fue asesor de Chávez quien llevó a la ruina a Venezuela  Dios los bendiga y no caigan en brazos de la miseria y muerte q es el socialismo  #ColombiaDecide  #EleccionesColombia2022  #ColombiaVota	600	13.809	Si		{"choices": ["Asco", "Desagrado", "Odio"]}	2023-04-06T17:11:49.682385Z	1530951425987325952
2023-04-06T17:12:00.230327Z	1	Si	No	2075	Muchos analistas políticos de Colombia, no aceptan que Petro sea el próximo presidente.   #ColombiaDecide	601	10.206	Si		{"choices": ["Desagrado", "Confianza"]}	2023-04-06T17:12:00.230260Z	1530951317736374273
2023-04-06T17:12:20.601269Z	1	Si	No	2076	Señores de #Barranquilla el sol no derrite, necesitamos que salgan de manera masiva y demuestren en las urnas el acompañamiento que vi hacia @petrogustavo  #ColombiaDecide #PetroPresidenteEnPrimera	602	19.97	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T17:12:20.601203Z	1530957375364120579
2023-04-06T17:12:39.345851Z	1	Si	No	2077	Los que salgan a votar, salgan ya, por lo menos en el puesto d Niza, localidad Suba, hay filas larguísimas!!! #ColombiaDecide	603	18.48	Si		{"choices": ["Miedo", "Incertidumbre"]}	2023-04-06T17:12:39.345816Z	1530959855967776771
2023-04-06T17:12:49.057783Z	1	Si	No	2078	¡Esta es mi primera vez votando en elecciones presidencialeeeees, AHHHHHHH! #ColombiaVota2022 #ColombiaDecide	604	9.402	Si		Alegria	2023-04-06T17:12:49.057753Z	1530994544887705600
2023-04-06T17:12:55.946406Z	1	Si	No	2079	A votar por Colombia, por la paz y la justicia social, #ColombiaDecide	605	6.516	Si		Confianza	2023-04-06T17:12:55.946364Z	1530997162196205569
2023-04-06T17:13:05.033748Z	1	Si	No	2080	Primer reporte y va ganando maleFICO, hijueputa, hijueputa y mil veces HIJUEPUTA #votacionescolombia2022 #ColombiaDecide #Colombia	606	8.786	Si		{"choices": ["Ira", "Asco", "Desagrado"]}	2023-04-06T17:13:05.033681Z	1531021794576146433
2023-04-06T17:13:17.043382Z	1	Si	No	2081	Ya se puede decir que sacaron a Fico de la 2 vuelta? #ColombiaDecide	607	11.68	Si		{"choices": ["Incertidumbre", "Alegria"]}	2023-04-06T17:13:17.043341Z	1531028318975295488
2023-04-06T17:13:26.828291Z	1	Si	No	2082	Lo que realmente me emociona es, que Marbelle esta más cerca de irse del país 🤩  #EleccionesColombia #alejoygioelecciones #ColombiaDecide #Elecciones2022 es	608	9.421	Si		{"choices": ["Alegria", "Agrado"]}	2023-04-06T17:13:26.828256Z	1531039476360806402
2023-04-06T17:13:48.491924Z	1	Si	No	2083	Lo que hizo fue tener 2 opciones y mientras atacaban al de derecha, Rodolfo Hernandez calladito fue llegando. Lo ha hecho otra vez el uribismo no ha muerto. Puede que hoy no tengan un candidato abiertamente uribista pero solo Petro puede enterrarlos. #ColombiaDecide	609	21.319	Si		{"choices": ["Alegria", "Confianza"]}	2023-04-06T17:13:48.491861Z	1531039918612434946
2023-04-06T17:13:57.081866Z	1	Si	No	2084	Me declaro en tusa electoral 😔 #ColombiaDecide	610	8.273	Si		Desagrado	2023-04-06T17:13:57.081835Z	1531045157231017984
2023-04-06T17:14:03.624371Z	1	Si		2085	Quién votó por Ingrid y Luis Pérez ombeeeee #EleccionesColombia2022 #ColombiaDecide	611	6.21	No			2023-04-06T17:14:03.624325Z	1531045846321618948
2023-04-06T17:14:15.401131Z	1	Si	No	2086	Q tristeza los q llevaron a Rodolfo. Segunda vuelta q pueblo tan ignorante #ASegundaPasan #ColombiaDecide	612	11.443	Si		{"choices": ["Asco", "Desagrado", "Tristeza"]}	2023-04-06T17:14:15.401077Z	1531051155341680642
2023-04-06T17:14:39.771719Z	1	Si		2087	Una vez más el electorado en América Latina se pronuncia en las comicios #ColombiaDecide:castigo a los partidos tradicionales especialmente los de centro,los propios políticos critican a los políticos como recurso de campaña y,se polariza la segunda vuelta con #Hernández y #Petro	613	24.067	No			2023-04-06T17:14:39.771650Z	1531053942473474049
2023-04-06T17:14:51.472280Z	1	Si		2088	#ColombiaDecide que se le note lo Petrista a @juanrobertovarg jajajajjaja	614	11.344	No			2023-04-06T17:14:51.472235Z	1531055327298347011
