created_at	updated_at	id	emocion	lead_time	text	ironia	tweet_id	sentimento	relevancia	annotator	annotation_id
2023-03-03T14:56:54.579295Z	2023-03-03T14:56:54.579367Z	13	Si	31.903	A 7 días de las elecciones presidenciales en Colombia, Gustavo Petro está asustado y Federico Gutiérrez luce seguro #FedericoEsColombia	No	1528417994732339203	Confianza	Si	1	17
2023-03-03T14:57:16.132245Z	2023-03-03T14:57:16.132330Z	14	Si	21.183	Cuente con los votos de toda mi familia aquí en Manrique Medellín A.#FedericoEsColombia	No	1528464727726252032	Confianza	Si	1	18
2023-03-03T14:58:34.206160Z	2023-03-03T14:58:34.206228Z	15	Si	77.702	#FedericoEsColombia  Ganaremos y uniremos a Colombia.   Tu voto, el mío, el d todos es importante y decisivo.  Defendamos nuestra Democracia, nuestras libertades, no podemos caer en un abismo sin salida q nos empobrece mucho +.   Votemos bien, votemos FICO.  #FicoPresidente2022	No	1528473254616252417	{"choices": ["Miedo", "Confianza"]}	Si	1	19
2023-03-03T14:59:09.625502Z	2023-03-03T14:59:09.625539Z	16	Si	35.063	@DanielSamperO #LoPeorDeEstasElecciones La falta de ética de periodistas y firmas encuestadoras que manipularon a lo largo de la misma la opinión pública.  El tercer poder es la Periodictadura.  Lo peor además son los extremos políticos disfrazados de ideologías por *cogerse el poder.	No	1528373108197019648	{"choices": ["Decepción", "Asco"]}	Si	1	20
2023-03-03T15:06:52.819615Z	2023-03-03T15:06:52.819676Z	17	Si	462.858	#LoPeorDeEstasElecciones  el kakas como palo e gallinero asustado por q le suspendan al registrador comprado y la rancia asustada por los láser q ellos mismos usan en las protestas, todas las semanas se inventan un golpe de estado payasos saben q no van a ganar #PetroEsUnPeligro	No	1528395704334528512	Asco	Si	1	21
2023-03-03T15:07:08.079055Z	2023-03-03T15:07:08.079137Z	18	Si	14.829	#LoPeorDeEstasElecciones “Cada colombiano es un país enemigo”: Gabriel García Márquez en #ElGeneralEnSuLaberinto	No	1528450896501346306	Decepción	Si	1	22
2023-03-03T15:07:24.161610Z	2023-03-03T15:07:24.161643Z	19	Si	15.706	#LoPeorDeEstasElecciones es la división de la gente  de este país esta gente y cosas ya que pasan	No	1528464578564304897	Decepción	Si	1	23
2023-03-03T15:08:53.536714Z	2023-03-03T15:08:53.536750Z	20	Si	89.047	#MiVotoEsPetroYFrancia por la paz de este país	No	1528448790646104069	Confianza	Si	1	24
2023-03-03T15:09:26.834590Z	2023-03-03T15:09:26.834666Z	21	Si	32.937	#MiVotoEsPetroYFrancia estoy seguro que será el comienzo para escribir el futuro en una patria más justa y de oportunidades para todos.	No	1528454091382333441	Confianza	Si	1	25
2023-03-03T15:09:38.332008Z	2023-03-03T15:09:38.332070Z	22	Si	11.142	También logré seducir dos votos más #MiVotoEsPetroYFrancia	No	1528457486159724545	Alegria	Si	1	26
2023-03-03T15:09:50.363247Z	2023-03-03T15:09:50.363326Z	23	Si	11.651	#MiVotoEsPetroYFrancia Hasta que la dignidad se haga costumbre 💪🏻💪🏻💪🏻🇨🇴🇨🇴🇨🇴🇨🇴	No	1528465857218748423	Alegria	Si	1	27
2023-03-03T15:10:01.511542Z	2023-03-03T15:10:01.511608Z	24	Si	10.795	Pueden decir toda la mentira que quieran, apelar al miedo si quieren, perooo👉 #MiVotoEsPetroYFrancia	No	1528470007285432321	Confianza	Si	1	28
2023-03-03T15:10:53.469056Z	2023-03-03T15:10:53.469090Z	25	Si	51.619	#MiVotoEsPetroYFrancia  el pacto es una sumar de fuerzas que quiere comenzar un cambio. Años de esfuerzo de muchas personas de verá reflejado el próximo domingo.	No	1528478218814164992	Confianza	Si	1	29
2023-03-03T15:11:14.637257Z	2023-03-03T15:11:14.637336Z	26	Si	20.82	#MiVotoEsPetroYFrancia en primera vuelta vamos a ganar	No	1528475813280096256	Confianza	Si	1	30
2023-03-03T15:11:28.709104Z	2023-03-03T15:11:28.709184Z	27	Si	13.687	#MiVotoEsPetroYFrancia, así tendremos autonomía de poderes, ellos respetan las cortes y toda la justicia.	No	1528483611061719041	Agrado	Si	1	31
2023-03-03T15:11:40.964354Z	2023-03-03T15:11:40.964421Z	28	Si	11.915	Hermoso ver el festival por el Cambio en total lleno la Plaza de Bolívar en Bogotá. #MiVotoEsPetroYFrancia 💛💙❤️💚💜	No	1528486101031215104	Alegria	Si	1	32
2023-03-03T15:12:19.816023Z	2023-03-03T15:12:19.816087Z	29	Si	38.527	@Uriasv @Noti_Space #MiVotoEsPetroYFrancia  #MiVotoEsPetroYFrancia   Para nunca más los padres tengan que enterrar a sus hijos  Para que la humanidad difnifique a todos sin estratos sociales  Para terminar el servicio Militar obligatorio   Para que la Salud Educación vivienda sea para todos	No	1528496806346334209	Confianza	Si	1	33
2023-03-03T15:12:41.256378Z	2023-03-03T15:12:41.256461Z	30	Si	21.059	si no es ahora no es nunca por eso #MiVotoEsPetroYFrancia	No	1528518344894291968	{"choices": ["Incertidumbre", "Confianza"]}	Si	1	34
2023-03-03T15:13:07.931355Z	2023-03-03T15:13:07.931423Z	31	No	26.333	#MiVotoEsPetroYFrancia En primera vuelta, el cambio en primera .	No	1528556739259514881		Si	1	35
2023-03-03T15:13:29.964880Z	2023-03-03T15:13:29.964936Z	32	Si	21.617	Entonces, ya no es "amor eficaz", sino "amor político". Bueno, al fin y al cabo amor es amor.  #MiVotoEsPetroYFrancia	Si	1528567752721674241	Otra	Si	1	36
2023-03-02T17:53:11.629910Z	2023-03-02T17:53:11.629970Z	33	Si	42.791	@alexapo74206987 @GustavoBolivar En esto se fue la plata que se robaron cuando tumbaron la ley de garantías. #MiVotoEsPetroYFrancia	No	1528573411873767424	{"choices": ["Ira", "Asco"]}	Si	1	5
2023-03-03T15:19:33.701499Z	2023-03-03T15:19:33.701533Z	34	Si	315.445	#MiVotoEsPetroYFrancia siiiiiii llegó el momento de hacer Historia, Colombia va a cambiar!! Seremos potencia mundial de la Vida y el progreso!! Salud, estudio, trabajo digno. #ElCambioEnPrimera #PetroPresidenteEnPrimeraVuelta	No	1528600820840898561	Alegria	Si	1	37
2023-03-03T15:20:17.131079Z	2023-03-03T15:20:17.131159Z	35	Si	43.078	#MiVotoEsPetroYFrancia mi voto es por la vida, por la libertad,por la paz🕊️ Mi voto es por el cambio.Dios permita llegue @petrogustavo y @FranciaMarquezM a la presidencia y vicepresidencia.Ansiosa de que llegue 29 de mayo para salir a votar #elcambioesenprimera #PetroPresidente	No	1528736735999451137	{"choices": ["Incertidumbre", "Alegria"]}	Si	1	38
2023-03-03T15:20:32.602587Z	2023-03-03T15:20:32.602626Z	36	Si	15.141	@darcyquinnr Esta desesperada. Jajajajaj que no se le note tanto el miedo. #MiVotoEsPetroYFrancia	Si	1528738793003573248	Desagrado	Si	1	39
2023-03-03T15:21:16.924983Z	2023-03-03T15:21:16.925061Z	37	Si	43.965	#MiVotoEsPetroYFrancia   Son los únicos que demuestran las competncias para gobernar este país; estan lejos de la corrupción, luchan por nuestros derechos y tienen propuestas claras.	No	1528750006269882368	Confianza	Si	1	40
2023-03-03T15:21:36.057506Z	2023-03-03T15:21:36.057540Z	38	Si	18.774	#MiVotoEsPetroYFrancia porque son los únicos que encarnan el verdadero cambio que necesitamos la mayoría de los colombianos.	No	1528763021769703424	Confianza	Si	1	41
2023-03-03T15:22:07.010203Z	2023-03-03T15:22:07.010237Z	39	Si	30.608	#MiVotoEsPetroYFrancia Colombia 🇨🇴 adolorida, quiere un cambio. Hoy esta imagen lo evidencia.	No	1528839517926457346	Tristeza	Si	1	42
2023-03-03T15:23:43.351286Z	2023-03-03T15:23:43.351323Z	40	Si	96.011	Ya me coloque al día con todos los progresistas que me siguen, y vamos todos con #CambioEnPrimera #ProgresistaSigueProgresista #MiVotoEsPetroYFrancia	No	1528874251331448832	Confianza	Si	1	43
2023-03-03T15:24:05.439474Z	2023-03-03T15:24:05.439554Z	41	Si	21.727	#MiVotoEsPetroYFrancia y el de la mayoría de mi familia también. El cambio en primera.	No	1528879175779635200	Agrado	Si	1	44
2023-03-03T15:24:31.984125Z	2023-03-03T15:24:31.984206Z	42	Si	26.201	#UnTramposoEs todos los que juntas en un Pacto para apoderarsen de un país próspero y que Lucha día a día por salir adelante #PetroNuncaSeráPresidente	No	1528709193053749248	{"choices": ["Desagrado", "Miedo"]}	Si	1	45
2023-03-03T15:24:49.975999Z	2023-03-03T15:24:49.976064Z	43	Si	17.61	@lcvelez #UnTramposoEs un periodista que manipula sus preguntas a favor de su candidato preferido.	No	1528728384674713601	Desagrado	Si	1	46
2023-03-03T15:25:32.994426Z	2023-03-03T15:25:32.994461Z	44	Si	42.65	@ELTIEMPO @IvanDuque @bbcmundo El pobre infeliz creció escuchando que todo lo que hacía, lo hacía bien. Hasta las cagadas se las aplaudieron. Y miren, hicieron de él un idiota empoderado, sin un atisbo de sensatez ni vergüenza. Definitivamente, la mediocridad y el conformismo imperan.  #UnTramposoEs	No	1528753300392263680	Asco	Si	1	47
2023-03-03T15:25:52.656420Z	2023-03-03T15:25:52.656507Z	45	Si	19.292	#UnTramposoEs    Rodolfo  Hernández    disque a luchar contra la corrupción   y el es  un  corrupto	No	1528756358622982144	Asco	Si	1	48
2023-03-03T15:26:06.641432Z	2023-03-03T15:26:06.641492Z	46	No	13.613	Si duque se pudiera reelegir ud como votaría si fueran las elecciones #UnTramposoEs		1528798890744504327		Si	1	49
2023-03-03T15:26:18.556030Z	2023-03-03T15:26:18.556065Z	47	Si	11.549	#UnTramposoEs El que se hace llamar anticorrupción y espera juicio por corrupto Vitalogic @ingrodolfohdez	No	1528813507847901188	Asco	Si	1	50
2023-03-03T15:27:34.468469Z	2023-03-03T15:27:34.468502Z	48		75.561	@GatoMota @Compensar_info @Audifarma_SA @Supersalud Y si uno pide las cajas completas @Audifarma_SA dice: que por ser a mano la fórmula no se puede y @Compensar_info que no se puede porque así está estipulado MENTIROSOS! MAÑOSOS! #UnTramposoEs		1528828477813792772		No	1	51
2023-03-03T15:27:52.393008Z	2023-03-03T15:27:52.393075Z	49		17.567	#UnTramposoEs quien uno menos imagina! ☹️		1528838295043690499		No	1	52
2023-03-03T15:28:01.276211Z	2023-03-03T15:28:01.276243Z	50	Si	8.552	#FedericoEsColombia y el pueblo lo sabe.	No	1528548733973143552	Confianza	Si	1	53
2023-03-03T15:28:34.306943Z	2023-03-03T15:28:34.306984Z	51	Si	32.704	@andresguerraho @Saramilena69 @AlvaroUribeVel Uribe No está Presente fisicam/ pero esta en Nuestros Corazones, lo demostramos cuando #FedericoEsColombia Agradeció el Apoyo y Acompañamiento del @CeDemocratico la Ovación fue ensordecedora. NO tenemos como Agradecerle al Presi Uribe todo lo que hace y sigue haciendo por C/bia.	No	1528560498639241221	Alegria	Si	1	54
2023-03-03T15:28:46.916191Z	2023-03-03T15:28:46.916230Z	52	Si	12.254	Gran manifestación en Medellín.  #FedericoEsColombia	No	1528571715667648513	{"choices": ["Asombro", "Agrado"]}	Si	1	55
2023-03-03T15:29:24.074460Z	2023-03-03T15:29:24.074542Z	53	No	36.812	#FedericoEsColombia Me uno Federico Gutiérrez es Colombia.		1528575115541217280		Si	1	56
2023-03-03T15:29:39.208696Z	2023-03-03T15:29:39.208865Z	54	Si	14.757	#FedericoEsColombia Patán ignorante, es el continuismo del narco uribismo, Duque 2.0,Uribe 3.0. Narcotra-FICO.	No	1528673828582350850	{"choices": ["Ira", "Asco"]}	Si	1	57
2023-03-03T16:02:34.006674Z	2023-03-03T16:02:34.006707Z	55	Si	1974.437	He leído el plan de gobierno de FICO y no existen dudas que será el mejor presidente en la historia de este país 🇨🇴 #FedericoEsColombia #SantandereanosConFico @FicoGutierrez	No	1528807640217882624	{"choices": ["Admiración", "Confianza"]}	Si	1	58
2023-03-03T16:02:56.205664Z	2023-03-03T16:02:56.205740Z	56	Si	21.854	#MeInquieta que la w no crea en la cancelación de elecciones, les recuerdo que tampoco creímos la jugadita con la ley de garantías. En este país todo puede pasar.	No	1528682326233952257	Miedo	Si	1	59
2023-03-03T16:03:09.299484Z	2023-03-03T16:03:09.299519Z	57	Si	12.594	Que Duque haga una jugadita con Notarios, proc uraduria, fiscalia y vicepresidente para robar elecciones #MeInquieta	No	1528685416567693313	Miedo	Si	1	60
2023-03-03T16:03:37.593667Z	2023-03-03T16:03:37.593699Z	58	Si	27.93	#MeInquieta Que la w no pueda advertir la probabilidad de aplazamiento de elecciones en un gobierno tan corrupto y lleno de jugaditas.	No	1528696091981631490	Miedo	Si	1	61
2023-03-03T16:03:50.011101Z	2023-03-03T16:03:50.011190Z	59	Si	12.048	#MeInquieta Andres Pastrana.  EL  EX   MAS TOXICO	No	1528706337315725312	Desagrado	Si	1	62
2023-03-03T16:04:03.928876Z	2023-03-03T16:04:03.928942Z	60	Si	13.589	#MeInquieta la polarización y la miseria profesional que demuestran muchos representantes  del cuarto poder..se perdió la imparcialidad..la objetividad..la dignidad y el respeto por dejar actuar a los que exponwn intereses personales por encima de la etica...	No	1528718181308809216	Decepción	Si	1	63
2023-03-03T16:04:14.591528Z	2023-03-03T16:04:14.591568Z	61		10.328	#MeInquieta la historia de kathleen en Australia, felicitaciones por esa entrevista, estoy enganchado con ustedes desde la entrevista de Charles Manson		1528750889967800320		No	1	64
2023-03-03T16:04:22.821507Z	2023-03-03T16:04:22.821545Z	62		7.909	@Vida_Senior_ #MeInquieta que sepan que tambien mantiene activo nuestro sistema nervioso y la mente, muy importante		1528808141797957632		No	1	65
2023-03-03T16:05:01.003608Z	2023-03-03T16:05:01.003681Z	63	No	37.823	#ElDebateDefinitivo Para Petro: es inviable comprar paneles solares para tres millones de hogares. No existe suficiente oferta de estos en Colombia. Importarlos sale más caro. Igualmente su instalación Fabricarlos requiere minería para silicio No producen suficiente electricidad		1528888946440085504		Si	1	66
2023-03-03T16:05:26.016397Z	2023-03-03T16:05:26.016482Z	64	Si	24.654	#ElDebateDefinitivo Compadre PETRO, ¿Ira usted al debate? En caso de ser positivo: Alerta Máxima con los rayos láser de Vicky Dávila.  Que Dios le acompañe con su espalda e ilumine, para enfrentar esa jauría de Lobos.	No	1528894030704443392	Miedo	Si	1	67
2023-03-03T16:05:48.105661Z	2023-03-03T16:05:48.105693Z	65	Si	21.725	En #ElDebateDefinitivo todos los candidatos metiendoles los dedos en la boca, diciendo que acabarán con la corrupción. Señores, es más fácil acabar con las drogas que con la corrupción. Maduren. 🤦🏻🤡	No	1528905984453787649	{"choices": ["Decepción", "Asco"]}	Si	1	68
2023-03-03T16:06:11.728032Z	2023-03-03T16:06:11.728120Z	66	Si	23.27	Me perdonan pero a @petrogustavo nadie le gana en conocimiento de este país.   Pum, Pam! Toma! Cepillo! Petro a todos.   #ElDebateDefinitivo	No	1528907109320036356	Admiración	Si	1	69
2023-03-03T16:08:09.567097Z	2023-03-03T16:08:09.567130Z	67	Si	117.468	JAKALSHSKAKALS se re mato pensando la pregunta y el Petro fue re   Siks 👍🏻  #ElDebateDefinitivo  #DebateElTiempoSemana	Si	1528907867344060422	{"choices": ["Asombro", "Alegria"]}	Si	1	70
2023-03-03T16:10:07.304250Z	2023-03-03T16:10:07.304327Z	68	Si	117.38	Petro :”Uribe Uribe Uribe”  criticando el proceso de paz con los paramilitares que por debían ir a la justicia y no negociación con el gobierno…. Curioso que con los crimínales de lesa humanidad como son las FARC si es condescendiente #EldebateDefinitivo #PetroGanaDebate	No	1528907950743597056	Asco	Si	1	71
2023-03-03T16:10:26.976097Z	2023-03-03T16:10:26.976145Z	69	Si	19.306	#ElDebateDefinitivo El modelo petrista ha sido probado en muchos países y, en todos ellos, ha aumentado la miseria y el sufrimiento de la gente. Fracasó en la Unión Soviética, en la China de MAO, en Cuba y VeneZuela, entre otros	No	1528911106865041411	{"choices": ["Ira", "Miedo"]}	Si	1	72
2023-03-03T16:10:42.041034Z	2023-03-03T16:10:42.041104Z	70	Si	14.749	Alguien que le diga a @sergio_fajardo qué el debate es con datos, cifras y tanto calificativo y adjetivo de su propuesta. ¡Ya la sabemos! Que cuente algo novedoso #ElDebateDefinitivo	No	1528909547569659906	Desagrado	Si	1	73
2023-03-03T16:16:48.646348Z	2023-03-03T16:16:48.646395Z	71	Si	366.28	En #ElDebateDefinitivo queda claro que @sergio_fajardo es el que puede unir a Colombia.	No	1528909634634924033	Confianza	Si	1	74
2023-03-03T16:17:24.149953Z	2023-03-03T16:17:24.150038Z	72	Si	35.142	Super gracioso que entre Petro y Fajardo se hacen preguntas de nivel técnico y ambos entienden lo que proponen, pero Petro como Fajardo cuando se dirigen a Fico tienen que explicarle las cosas como si fuese un niño...  ¿En serio ese señor es así de tonto?. #ElDebateDefinitivo	Si	1528908981628022786	Decepción	Si	1	75
2023-03-03T16:17:46.552823Z	2023-03-03T16:17:46.552881Z	73	Si	22.039	Cómo putas llegó fico a una candidatura presidencial? Ese man no dice nada ! #ElDebateDefinitivo	No	1528910000416079872	Desagrado	Si	1	76
2023-03-03T16:18:07.613505Z	2023-03-03T16:18:07.613581Z	74	Si	20.693	#ElDebateDefinitivo El guerrillero Petro NO tiene nada que ver con la Constitución del 91. Se quiere ganar indulgencias con Avemarías ajenas	No	1528910277126803457	Ira	Si	1	77
2023-03-03T16:18:14.034282Z	2023-03-03T16:18:14.034316Z	75	No	6.062	Hay que leer  Hay que leer   #ElDebateDefinitivo		1528911538102353920		Si	1	78
2023-03-03T16:18:34.277386Z	2023-03-03T16:18:34.277469Z	76	Si	19.876	Parce ese Fico es muy nea, que pena con las neas que son todo bien todo copas, pero este se da garra. #ElDebateDefinitivo	No	1528913179488681985	Asco	Si	1	79
2023-03-03T16:18:56.196501Z	2023-03-03T16:18:56.196547Z	77	Si	21.561	Dice @sergio_fajardo: "No está definida aún esta campaña, hay que trabajar hasta el último minuto. No al llamado voto útil movido por medios de comunicación" #YoVotoPorFajardo #ElDebateDefinitivo	No	1528915125964529665	Admiración	Si	1	80
2023-03-03T16:19:02.684256Z	2023-03-03T16:19:02.684291Z	78	No	6.15	#ElDebateDefinitivo : creo en propuestas, no encuestas		1528913878016573441		Si	1	81
2023-03-03T16:19:25.283602Z	2023-03-03T16:19:25.283641Z	79	Si	22.236	Haremos un Pacto Histórico Nacional alrededor de las reformas fundamentales que necesita la sociedad para convivir en paz, para que esté unida en la diversidad y la diferencia.    #ElDebateDefinitivo  #PetroGanaDebate	No	1528917567254974465	Admiración	Si	1	82
2023-03-03T16:19:41.964969Z	2023-03-03T16:19:41.965012Z	80	Si	16.347	Fico: ¿puedo rematar? Petro: terminar, puede terminar.  La costumbre 😜  #ElDebateDefinitivo	Si	1528918255418626052	Otra	Si	1	83
2023-03-03T16:19:56.364974Z	2023-03-03T16:19:56.365138Z	81	No	14.05	#ElDebateDefinitivo el dialogo es definitivo: Petro		1528917494458683392		Si	1	84
2023-03-03T16:20:11.155239Z	2023-03-03T16:20:11.155319Z	82	Si	14.387	El debate de hoy: flojo, flojo. El único que trató de ir más allá de la confrontación fue Sergio Fajardo. ¿En serio van a regalarle su voto a los mismos de siempre?   #ElDebateDefinitivo	No	1528919281618001921	Decepción	Si	1	85
2023-03-03T16:20:36.924447Z	2023-03-03T16:20:36.924482Z	83	Si	25.408	#ElDebateDefinitivo   Fajardo dice: voy donde me convoquen...  Lo convocó @riosvivoscol... ¡NO FUE!  Lo convocaron las madres de Soacha... ¡NO FUE!  Eres un #Falsardo	No	1528920379376410629	{"choices": ["Decepción", "Asco"]}	Si	1	86
2023-03-03T16:23:43.794668Z	2023-03-03T16:23:43.794700Z	84	Si	186.505	Vicky hizo esa pregunta a Rodolfo solo porque sabe que le está respirando en la nuca a alias "Fico" #EldebateDefinitivo	No	1528920296773804032	Desagrado	Si	1	87
2023-03-03T16:24:04.168719Z	2023-03-03T16:24:04.168808Z	85	Si	19.996	En #ElDebateDefinitivo noté algo muy diciente:  Sólo cuando hablaba un candidato (no diré quién) aproveché para ir a hacer pipí, acomodar papeles, llevar la loza a la cocina y vainas así...	Si	1528922981694676992	Desagrado	Si	1	88
2023-03-03T16:24:12.427022Z	2023-03-03T16:24:12.427060Z	86	Si	7.88	Lo mejor del #ElDebateDefinitivo ha sidoo #RodolfoPresidente. Que intervenciones tan magistrales.	No	1528923555882311685	Admiración	Si	1	89
2023-03-03T16:24:30.482338Z	2023-03-03T16:24:30.482371Z	87	Si	17.691	#ElDebateDefinitivo si cada cuatro años es lo mismo, prometen llegan y todo es peor ¿Cuál es la garantía de las personas que en estas elecciones está la esperanza de Colombia?	No	1528921758610468866	Decepción	Si	1	90
2023-03-03T16:24:44.017846Z	2023-03-03T16:24:44.017931Z	88	Si	13.175	el debate sin propuestas y de alimento para el morbo, moderadores flojos y acomodados, como si eso sorprendiera... #EldebateDefinitivo	No	1528922202908811264	{"choices": ["Decepción", "Asco"]}	Si	1	91
2023-03-03T16:24:56.377866Z	2023-03-03T16:24:56.377961Z	89	Si	11.988	#ElDebateDefinitivo Y qué...  ¿ya les van a poner a hacer cabecitas?	Si	1528921243918925826	Desagrado	Si	1	92
2023-03-03T16:25:15.487573Z	2023-03-03T16:25:15.487634Z	90	Si	18.731	La pregunta:  ¿Colombia es un país machista? Fico: No  Fajardo: Si Petro: Si  Rodolfo: En el baño   #ElDebateDefinitivo	Si	1528925076606881792	Desagrado	Si	1	93
2023-03-03T16:25:34.673186Z	2023-03-03T16:25:34.673221Z	91	Si	18.838	#ElDebateDefinitivo @sergio_fajardo  fue a vender ilusiones y convencer no a debatir no propone sólo dice redundancias, me sorprende profe sera que de proyectos no sabe tanto como de licenciatura...	No	1528926058141171713	{"choices": ["Asombro", "Decepción"]}	Si	1	94
2023-03-03T16:25:57.048111Z	2023-03-03T16:25:57.048181Z	92	No	21.962	#ElDebateDefinitivo Candidatos, ¿Cuál es el aporte con sus propuestas a los sectores más fuertes de comercio a nivel nacional?  Ejemplo en Bogotá, sector San Victorino y los San Andresitos que luchamos todos los días por dar empleo, cumplir impuestos, etc.		1528923808316497920		Si	1	95
2023-03-03T16:26:16.570668Z	2023-03-03T16:26:16.570701Z	93	Si	19.186	#ElDebateDefinitivo Se ve la clase y la decencia de Federico, mientras los otros cada uno habla por su lado buscando el bien individual, Federico sin odio, envidia y ningún resentimiento. Los otros candidatos repitiendo y siguen en las mismas, no han aprendido nada.	No	1528925778922070016	{"choices": ["Decepción", "Confianza"]}	Si	1	96
2023-03-03T16:26:58.899006Z	2023-03-03T16:26:58.899039Z	94	Si	41.964	Otro poema en #ElDebateDefinitivo  Va a invitar a Nicolás Maduro a la posesión si gana? Y contesta Petro: No... el que invita es Duque. Luego, restablecería relaciones diplomáticas y comerciales   Guauuu...!!!	No	1528925095359655936	Asombro	Si	1	97
2023-03-03T16:27:31.389907Z	2023-03-03T16:27:31.390023Z	95	Si	32.119	"TE DARE GARANTIAS EN LA OPOSICIÓN OME GUSTAVO" EXPRESA EL CANDIDATO @FicoGutierrez  QUE ACEPTA QUE YA PERDIO, GRANDE.  #ElDebateDefinitivo #PetroGanaDebate	Si	1528923965921558534	Alegria	Si	1	98
2023-03-03T16:27:42.300373Z	2023-03-03T16:27:42.300407Z	96	Si	10.588	Si este debate hablara, diría, como @sergio_fajardo: "Yo no inspiro nada" #ElDebateDefinitivo	Si	1528926554662883336	Decepción	Si	1	99
2023-03-03T16:27:56.581432Z	2023-03-03T16:27:56.581510Z	97	Si	13.909	El profesor es Fajardo, pero el que educa cada vez que habla es Petro #ElDebateDefinitivo My president ❤️	No	1528926429097906178	{"choices": ["Admiración", "Sorpresa"]}	Si	1	100
2023-03-03T16:28:14.401808Z	2023-03-03T16:28:14.401843Z	98	Si	17.443	Se le bajaron los Uribistas a Fico. Por eso se van con el @ingrodolfohdez Fico dice dizque no al glifosato, siii como no. #ElDebateDefinitivo	No	1528928604058529793	Desagrado	Si	1	101
2023-03-03T16:28:47.759005Z	2023-03-03T16:28:47.759088Z	99	Si	32.988	Hasta clase de matemáticas le terminó dando Petro a Fajardo jajajajajajajajajaj mk ese fajardo está que llora muero  #ElDebateDefinitivo	Si	1528930507752448000	Desagrado	Si	1	102
2023-03-03T16:29:02.053632Z	2023-03-03T16:29:02.053703Z	100	Si	13.931	Lo mejor que hizo @petrogustavo fue volver a los debates.   Da cátedra en este momento.   #ElDebateDefinitivo  #DebateElTiempoSemana	No	1528930779346178048	Alegria	Si	1	103
2023-03-03T16:29:19.387439Z	2023-03-03T16:29:19.387476Z	101	Si	16.951	Y Rodolfo? En casa, no tiene con qué debatir. Pa' el todas las respuestas es combatir la corrupción a punta de madrazos.  #ElDebateDefinitivo	No	1528929897175035905	{"choices": ["Decepción", "Asco"]}	Si	1	104
