updated_at	relevancia	created_at	lead_time	answer	emocion	ironia	sentimento	annotation_id	id	tweet_id	annotator	text
2023-03-13T18:41:04.579572Z	Si	2023-03-13T18:41:04.579473Z	9.85		Si	No	{"choices": ["Decepción", "Confianza"]}	540	2026	1531057669267759105	1	Qué dicha ese 40% pero viene lo teso y es volver a dar toda en segunda vuelta. Ahora sí es más claro que solo hay UNA fórmula que tiene un plan de gobierno razonable y ese es Gustavo Petro con Francia Márquez. #PetroPresidente2022
2023-03-13T18:41:11.429669Z	Si	2023-03-13T18:41:11.429563Z	6.373		Si	No	Decepción	541	2027	1531058677704269824	1	Colombia está tan amañada con la corrupción que pasó a 2da vuelta @ingrodolfohdez quién deberá pagar 5 días de cárcel o una multa por desacato, un candidato condenado no debería presentarse a elecciones #PetroPresidente2022 #PetroYFranciaSonElCambio
2023-03-13T18:41:15.749948Z	Si	2023-03-13T18:41:15.749868Z	3.833		Si	No	Confianza	542	2028	1530713426938535937	1	De la resistencia al poder, que vengan los que nunca han sido.  @petrogustavo @FranciaMarquezM  #ElCambioEnPrimera
2023-03-13T18:41:19.946107Z	Si	2023-03-13T18:41:19.946055Z	3.759		Si	No	Confianza	543	2029	1530726720533409792	1	@FNAraujoR Gracias por sus deseos, por eso el pueblo apoya a Petro #ElCambioEnPrimera
2023-03-13T18:41:27.481623Z	Si	2023-03-13T18:41:27.481576Z	7.055		Si	No	{"choices": ["Alegria", "Confianza"]}	544	2030	1530772862679896064	1	Estoy orgulloso y ante las adversidades que muy pocos conocen voy a poder volver a andar más tranquilo en mi ciudad Cali. Más que pude hacer entender a 30 personas con argumentos y con hechos contundentes el votar por @petrogustavo #ElCambioEnPrimera
2023-03-13T18:41:36.770499Z	Si	2023-03-13T18:41:36.770457Z	8.879		Si	No	Confianza	545	2031	1530882466277376000	1	No se le teme al cambio cuando la normalidad es un estado continuo de sufrimiento, miseria, desigualdad y falta de oportunidades, no queremos volver a la normalidad.  #ElCambioEnPrimera
2023-03-13T18:41:50.426001Z	Si	2023-03-13T18:41:50.425922Z	13.2		Si	No	Confianza	546	2032	1530889198324129792	1	para que ellos no tengan que vivir la crueldad de la guerra , para que tengan derecho a la vida , a la educación, al agua  y a la paz.  Hasta que la dignidad se vuelva costumbre!!!! 🥑🐝✊ #PetroPresidente #FranciaVicepresidenta #ElCambioEnPrimera #MiVotoEsSecretosky
2023-03-13T18:44:12.874477Z	Si	2023-03-13T18:44:12.874396Z	142.069		Si	No	Desagrado	547	2033	1530895325447208962	1	@lcvelez Que pobreza de creatividad publicitaria... Jajaja... Cómo se nota que su cargo no lo obtuvo por su nivel intelectual...Que desespero velez.. #ElCambioEnPrimera...
2023-03-13T18:44:32.098975Z	Si	2023-03-13T18:44:32.098895Z	18.859		Si	No	Otra	548	2034	1530934798583226369	1	Hoy necesito toda la paciencia del mundo para escuchar a mi familia hablando mal de Petro y hasta deseándole la muerte 🙄🙄🙄🙄 #ElCambioEnPrimera
2023-03-13T18:44:44.736197Z	Si	2023-03-13T18:44:44.736117Z	12.292		Si	No	Confianza	549	2035	1530950237631676416	1	Ya vote e identiFICO lo preocupado que están #ElCambioEnPrimera #MiVotoEsSecretosky
2023-03-13T18:44:49.549610Z	Si	2023-03-13T18:44:49.549491Z	4.473		Si	No	Confianza	550	2036	1530949826292195328	1	✊🏽🇨🇴 Petro VS el plan A, plan B y plan C de uribe #ElCambioEnPrimera #PetroPresidenteEnPrimera
2023-03-13T18:45:00.749928Z	Si	2023-03-13T18:45:00.749882Z	10.875		No			551	2037	1530955356708524044	1	Si no ha salido a votar, hágalo rápidamente, no corra a última hora. #ElCambioEnPrimera
2023-03-13T18:45:06.238078Z	Si	2023-03-13T18:45:06.237989Z	5.164		No			552	2038	1530959274054193153	1	Que salgo de la casa y se larga a llover, pero eso no impedirá que salga a votar, #ElCambioEnPrimera
2023-03-13T18:45:13.305130Z	Si	2023-03-13T18:45:13.305082Z	6.712		Si	No	Confianza	553	2039	1530969311480795138	1	Ya ejercí mi derecho al voto y puede que me equivoque, como puede que no (espero que no) Pero hoy voté porque no quiero nada regalado. Solo quiero que todo lo que trabaje y todo el esfuerzo que haga sea suficiente para vivir sabroso en mi país. 🇨🇴💪 #ElCambioEnPrimera
2023-03-13T18:45:16.381030Z	Si	2023-03-13T18:45:16.380937Z	2.715		Si	No	Confianza	554	2040	1530979112382345218	1	Esto es por ti, por mi y por quienes ya no están.  #ElCambioEnPrimera #PetroPresidenteEnPrimera #FranciaMarquezVicepresidenta
2023-03-13T18:45:21.094533Z	Si	2023-03-13T18:45:21.094453Z	4.377		Si	No	Confianza	555	2041	1530997233365225474	1	Sería muy chimba vivir en un país en el que no debemos sentir miedo por un posible fraude en elecciones. Pero eso lo vamos a cambiar hoy ✊🏼🔥 #ColombiaConPetro #ElCambioEnPrimera
2023-03-13T18:45:26.527125Z	Si	2023-03-13T18:45:26.527086Z	5.154		Si	No	Confianza	556	2042	1531043234264358912	1	Seguimos siendo los mismo 8 millones, necesitamos crecer en segunda vuelta! 🙏 #ElCambioEnPrimera
2023-03-13T18:48:01.801657Z	Si	2023-03-13T18:48:01.801596Z	154.947		Si	No	Confianza	557	2043	1530748956904398849	1	Para reconstruir nuestro espíritu: por décadas nos enseñaron a odiar lo público, los pobres, las oportunidades... ¡No más, como pueblo merecemos recuperar nuestra dignidad!  #GanaPetroGanaColombia #ElCambioEnPrimera #PetroPresidenteEnPrimeraVuelta #MiVotoEsSecretosky
2023-03-13T18:48:06.064007Z	Si	2023-03-13T18:48:06.063927Z	3.953		Si	No	Confianza	558	2044	1530889744539955201	1	Se llegó la hora vamos todos a tomar las banderas y a elegir a nuestro presidente #MiVotoEsSecretosky
2023-03-13T18:48:08.703164Z	Si	2023-03-13T18:48:08.703121Z	2.301		Si	No	Confianza	559	2045	1530922281299582977	1	Llegó el día. Hoy, el cambio es en primera. Hasta que la dignidad se haga costumbre✊  #MiVotoEsSecretosky
2023-03-13T18:48:21.967573Z	Si	2023-03-13T18:48:21.967453Z	12.896		Si	No	{"choices": ["Alegria", "Confianza"]}	560	2046	1530930548910301186	1	A bañarme pq está linda ciudadana tiene q ir a votar por el cambio de este país #MiVotoEsSecretosky
2023-03-13T18:48:26.776601Z	Si	2023-03-13T18:48:26.776558Z	4.485		Si	No	Desagrado	561	2047	1530945647578386432	1	#VotoPorFicoYLara Las Bodegas Petristas andan modo ataque de una forma descomunal, están asustados porque saben que Fico está arrasando en todo el país. FICO PRESIDENTE 🇨🇴🇨🇴 #FicoElGanador #FicoPresidente #FicoPresidenteEnPrimeraVuelta
2023-03-13T18:48:36.143107Z	Si	2023-03-13T18:48:36.143003Z	9.041		Si	No	Confianza	562	2048	1530946068946554883	1	@Legarda77443474 Ojalá sea la misma gente que vota hoy mismo por #VotoPorFicoYLara
2023-03-13T18:48:38.377859Z	Si	2023-03-13T18:48:38.377771Z	1.859		Si	No	Confianza	563	2049	1530951754128531457	1	#VotoPorFicoYLara porque con ellos me identiFICO y la tengo cLARA
2023-03-13T18:48:41.672913Z	Si	2023-03-13T18:48:41.672794Z	2.953		Si	No	Confianza	564	2050	1531006901475069954	1	Listo mi voto por los que van a ganar hoy!! Yo me identiFICO #VotoPorFicoYLara
2023-03-13T18:48:51.715354Z	Si	2023-03-13T18:48:51.715311Z	9.718		Si	No	{"choices": ["Asco", "Odio"]}	565	2051	1531051828414226432	1	@diamaov Así es, EL GENOCIDA ESTA ENTERRADO!!! #PetroNuncaSeráPresidente una vez más los Uribistas pondremos Presidente. Todos menos Petro
2023-03-13T18:48:58.036508Z	Si	2023-03-13T18:48:58.036443Z	5.996		Si	No	{"choices": ["Decepción", "Desagrado"]}	566	2052	1531053646821171206	1	@PaoHerreraC En serio, hubo más de 8 millones de ignorantes que votaron por Petro. #PetroNuncaSeraPresidente
2023-03-13T18:49:01.232072Z	Si	2023-03-13T18:49:01.231988Z	2.87		Si	No	Confianza	567	2053	1530886469916696577	1	Logré convencer a 3 familiares y 4 amigos más para votar por Petroo 💜💚✊🔥 llamen a sus amigos y familia! Hagamos la tareaa #ColombiaConPetro   #YoVotoPetroPresidente
2023-03-13T18:49:05.977864Z	Si	2023-03-13T18:49:05.977774Z	4.386		Si	No	Confianza	568	2054	1530897991975981056	1	VOTE ᵖᵉᵗʳᵒ POR ᵖᵉᵗʳᵒ QUIENᵖᵉᵗʳᵒ QUIERA ᵖᵉᵗʳᵒ  🤓   #ColombiaConPetro
2023-03-13T18:49:12.047831Z	Si	2023-03-13T18:49:12.047744Z	5.691		Si	No	{"choices": ["Desagrado", "Confianza"]}	569	2055	1530903606307835904	1	#ColombiaConPetro Colombia entera Hoy se va a liberar de la narcohegemonia Colombia ya no se conocerá como el país de Pablo Escobar como el mayor productor de cocaína del mundo se conocerá como la mayor productora de Amor,Paz y vida de América Latina y del MUNDO #ColombiaConPetro
2023-03-13T18:49:17.932139Z	Si	2023-03-13T18:49:17.932058Z	5.541		Si	No	{"choices": ["Desagrado", "Confianza"]}	570	2056	1530914916458184705	1	Hoy Colombia 🇨🇴 por fin puede ganar unas elecciones, las veces pasadas las han ganado unas ratas que tienen en la miseria a millones de compatriotas, pensemos en todos los que habitan este territorio!! #ColombiaConPetro
2023-03-13T18:49:21.351922Z	Si	2023-03-13T18:49:21.351883Z	3.124		Si	No	Confianza	571	2057	1530928813651140608	1	Me estoy a listando para poder ir a votar . (Primera vez)... Vamos colombianos por la patria. #ColombiaConPetro
2023-03-17T14:09:37.357728Z	Si	2023-03-17T14:09:37.357684Z	17.76		Si	No	Confianza	572	2058	1530945802377564163	1	#MiVotoEsSecretosky  Te amo Colombia 🇨🇴 y por eso voy a votar Por #PetroPresidenteEnPrimera #ColombiaConPetro
2023-03-17T14:09:42.002402Z	Si	2023-03-17T14:09:42.002359Z	4.134		Si	No	{"choices": ["Alegria", "Confianza"]}	573	2059	1530957114788696064	1	Soy paisa, y que orgullo me dio ver tanta juventud, todos con ganas de cambio, no lo pronunciaban, pero sus ojos lo gritaban!!  #ColombiaConPetro
2023-03-17T14:10:32.550539Z	Si	2023-03-17T14:10:32.550499Z	7.821		Si	No	Confianza	574	2060	1530977972009803776	1	Cumplido el deber,  Voté !!  La cita con la democracia se cumplió! #ColombiaConPetro
2023-03-17T14:10:36.810320Z	Si	2023-03-17T14:10:36.810236Z	3.787		Si	No	Confianza	575	2061	1530979451969871874	1	Deber cumplido Por el cambio en primera  #GustavoPetro espero este sea el comienzo de nuevas oportunidades para los Jóvenes de combatir la corrupción. #ColombiaConPetro  #YoVotoPetroPresidente  #CambioEnPrimera  #Secretosky
2023-03-17T14:10:44.530303Z	Si	2023-03-17T14:10:44.530265Z	7.248		Si	No	{"choices": ["Asco", "Desagrado", "Odio"]}	576	2062	1530987130100625409	1	#ColombiaConPetro Para que se vaya la gorda asquerosa de Marbelle.
2023-03-17T14:11:02.121441Z	Si	2023-03-17T14:11:02.121359Z	17.143		Si	No	Desagrado	577	2063	1530997302856384513	1	#ColombiaConPetro Mientras Duque necesita una alfombra roja y un montón de protocolos para ir a votar por Fico, Petro sale fresco a la calle como cualquier ciudadano. Recordemos que se suponía que el gobierno de Duque sería austero, ahí la austeridad.
2023-03-17T14:11:10.142433Z	Si	2023-03-17T14:11:10.142392Z	7.537		Si	Si		578	2064	1531001063435816960	1	Desde muy temprano apoyando a Marbelle en su sueño de irse del país. 😌😌 #ColombiaConPetro #PetroPresidenteEnPrimera
2023-03-17T14:11:13.477137Z	Si	2023-03-17T14:11:13.477085Z	2.887		Si	No	Confianza	579	2065	1531007722786783234	1	#ColombiaConPetro, PETRO Y FRANCIA ME REPRESENTAN.
2023-03-17T14:12:22.978414Z	Si	2023-03-17T14:12:22.978359Z	69.092		Si	No	{"choices": ["Admiración", "Incertidumbre", "Confianza"]}	580	2066	1531018219875622912	1	Apenas se cerraron las votaciones, y la verdad, es que no recuerdo tener esta sensación de incertidumbre ante los resultados de una elección. Solo confío en que @petrogustavo ganará ampliamente y deseo que no haya una 2ª vuelta. #ColombiaConPetro #YoVotoPetroPresidente
2023-03-17T14:12:29.805006Z	Si	2023-03-17T14:12:29.804924Z	6.369		Si	No	Incertidumbre	581	2067	1531024736309977093	1	#ColombiaConPetro ya va de primero Petro #alejoygioelecciones me estoy comiendo las uñas
2023-03-17T14:12:41.031428Z	Si	2023-03-17T14:12:41.031381Z	10.749		Si	No	Desagrado	582	2068	1531029105700913153	1	#ColombiaConPetro que paso con los de fico que ya están de terceros en votaciones y por Twitter como que ya tampoco aparecen 🤣🥺
2023-03-17T14:13:01.028345Z	Si	2023-03-17T14:13:01.028248Z	19.527		No			583	2069	1530710647834660864	1	Entender que un voto transciende tu "representatividad INDIVIDUAL" y que se trata de un asunto de país, de la vida de 50 millones de personas es entender que votar en blanco es un acto egoísta. #ColombiaDecide
2023-03-17T14:13:11.311369Z	Si	2023-03-17T14:13:11.311289Z	9.751		Si	No	Sorpresa	584	2070	1530763570446991361	1	#ColombiaDecide 10 años en Australia y nunca había visto tanta gente votando.
2023-03-17T14:15:20.705285Z	Si	2023-03-17T14:15:20.705203Z	128.924		Si	No	Otra	585	2071	1530886629573165059	1	Hay 6402 personas que hoy no podría ejercer su derecho al voto, así que, usted que si puede tome una buena decisión. #ColombiaDecide  #ColombiaElige  #ColombiaVota2022
2023-03-17T14:15:28.449892Z	Si	2023-03-17T14:15:28.449814Z	7.222		Si	No	Confianza	586	2072	1530909023926616064	1	Llegó el día de votar, voten que está en juego el futuro del país 🇨🇴 #ColombiaDecide
2023-03-17T14:15:37.707996Z	Si	2023-03-17T14:15:37.707940Z	8.796		Si	No	Incertidumbre	587	2073	1530940421064499204	1	Todos los ciudadanos deben garantizar la transparencia electoral. En Marymount, fue descubierta una persona con tarjetones marcados por el Pacto Histórico!!!! TODOS PENDIENTES 👀👀👀👀👀 #ColombiaDecide
2023-03-17T14:15:47.573647Z	Si	2023-03-17T14:15:47.573564Z	9.368		Si	No	{"choices": ["Desagrado", "Miedo"]}	588	2074	1530951425987325952	1	#Colombia Nunca olvides q @petrogustavo  fue asesor de Chávez quien llevó a la ruina a Venezuela  Dios los bendiga y no caigan en brazos de la miseria y muerte q es el socialismo  #ColombiaDecide  #EleccionesColombia2022  #ColombiaVota
2023-03-17T14:18:50.520462Z	Si	2023-03-17T14:18:50.520417Z	182.448		Si	No	Desagrado	589	2075	1530951317736374273	1	Muchos analistas políticos de Colombia, no aceptan que Petro sea el próximo presidente.   #ColombiaDecide
2023-03-17T14:18:59.553088Z	Si	2023-03-17T14:18:59.553007Z	8.583		Si	No	Confianza	590	2076	1530957375364120579	1	Señores de #Barranquilla el sol no derrite, necesitamos que salgan de manera masiva y demuestren en las urnas el acompañamiento que vi hacia @petrogustavo  #ColombiaDecide #PetroPresidenteEnPrimera
2023-03-17T14:19:15.089276Z	Si	2023-03-17T14:19:15.089194Z	15.02		Si	No	Incertidumbre	591	2077	1530959855967776771	1	Los que salgan a votar, salgan ya, por lo menos en el puesto d Niza, localidad Suba, hay filas larguísimas!!! #ColombiaDecide
2023-03-17T14:19:22.509812Z	Si	2023-03-17T14:19:22.509766Z	6.958		Si	No	Incertidumbre	592	2078	1530994544887705600	1	¡Esta es mi primera vez votando en elecciones presidencialeeeees, AHHHHHHH! #ColombiaVota2022 #ColombiaDecide
2023-03-17T14:19:25.833309Z	Si	2023-03-17T14:19:25.833227Z	2.901		Si	No	Confianza	593	2079	1530997162196205569	1	A votar por Colombia, por la paz y la justicia social, #ColombiaDecide
2023-03-17T14:19:32.605940Z	Si	2023-03-17T14:19:32.605900Z	6.337		Si	No	Decepción	594	2080	1531021794576146433	1	Primer reporte y va ganando maleFICO, hijueputa, hijueputa y mil veces HIJUEPUTA #votacionescolombia2022 #ColombiaDecide #Colombia
2023-03-17T14:19:45.815827Z	Si	2023-03-17T14:19:45.815744Z	12.759		No			595	2081	1531028318975295488	1	Ya se puede decir que sacaron a Fico de la 2 vuelta? #ColombiaDecide
2023-03-17T14:19:50.944643Z	Si	2023-03-17T14:19:50.944502Z	4.664		Si	Si		596	2082	1531039476360806402	1	Lo que realmente me emociona es, que Marbelle esta más cerca de irse del país 🤩  #EleccionesColombia #alejoygioelecciones #ColombiaDecide #Elecciones2022 es
2023-03-17T14:20:05.637996Z	Si	2023-03-17T14:20:05.637906Z	14.188		Si	No	Desagrado	597	2083	1531039918612434946	1	Lo que hizo fue tener 2 opciones y mientras atacaban al de derecha, Rodolfo Hernandez calladito fue llegando. Lo ha hecho otra vez el uribismo no ha muerto. Puede que hoy no tengan un candidato abiertamente uribista pero solo Petro puede enterrarlos. #ColombiaDecide
2023-03-17T14:21:38.539310Z	Si	2023-03-17T14:21:38.539229Z	92.418		Si	No	Tristeza	598	2084	1531045157231017984	1	Me declaro en tusa electoral 😔 #ColombiaDecide
2023-03-17T14:21:44.649290Z	Si	2023-03-17T14:21:44.649245Z	5.622		Si	No	Decepción	599	2085	1531045846321618948	1	Quién votó por Ingrid y Luis Pérez ombeeeee #EleccionesColombia2022 #ColombiaDecide
2023-03-17T14:21:54.876918Z	Si	2023-03-17T14:21:54.876839Z	9.631		Si	No	{"choices": ["Decepción", "Tristeza"]}	600	2086	1531051155341680642	1	Q tristeza los q llevaron a Rodolfo. Segunda vuelta q pueblo tan ignorante #ASegundaPasan #ColombiaDecide
2023-03-17T14:22:10.401962Z	Si	2023-03-17T14:22:10.401871Z	15.023		No			601	2087	1531053942473474049	1	Una vez más el electorado en América Latina se pronuncia en las comicios #ColombiaDecide:castigo a los partidos tradicionales especialmente los de centro,los propios políticos critican a los políticos como recurso de campaña y,se polariza la segunda vuelta con #Hernández y #Petro
2023-03-17T14:22:18.652108Z	Si	2023-03-17T14:22:18.652023Z	7.742		Si	No	Desagrado	602	2088	1531055327298347011	1	#ColombiaDecide que se le note lo Petrista a @juanrobertovarg jajajajjaja
2023-03-17T14:22:30.515662Z	Si	2023-03-17T14:22:30.515612Z	11.395		Si	No	{"choices": ["Desagrado", "Miedo"]}	603	2089	1530936148821958659	1	@JulietaUribeMar @AvilaJoul @luispradaq @CholoValderrama Claro, fue una valiente prócer q murio por la libertad, pero eso pertenece a otra situacion histórica.    Hoy nos jugamos una estabilidad economica, un fragil equilibrio entre progresar o un estancamiento que traiga hambre a nuestras casas!  #HoyGana la union! #PetroEsUnPeligro
2023-03-17T14:22:35.547411Z	Si	2023-03-17T14:22:35.547371Z	4.534		Si	No	Confianza	604	2090	1531014742743072769	1	#hoygana las madres de soacha, los soñadores, los trabajadores, hoy gana colombia
2023-03-17T15:00:10.146784Z	Si	2023-03-17T14:48:24.577850Z	1559.637		Si	No	{"choices": ["Admiración", "Decepción"]}	605	2091	1531051774207004673	1	@vanedelatorre @CastilloMarelen Habla de su orgullo por la representación de la mujer, pero de @FranciaMarquezM ni una mención hace. acaso ella no merece más mérito por su trabajo y tenacidad real #hoyganapetro #HoyGana #EleccionesColombia2022 #FranciaMarquezVicepresidenta
2023-03-17T14:49:06.949039Z	Si	2023-03-17T14:49:06.948998Z	9.583		Si	No	{"choices": ["Desagrado", "Confianza"]}	606	2092	1530858754832572416	1	@ser_irreverente Estamos igual #PetroYFranciaSonElCambio  no podemos dejar que la mafia nos gobierne más
2023-03-17T15:00:30.620998Z	Si	2023-03-17T15:00:30.620920Z	12.986		Si	No	Decepción	607	2093	1530970424217059329	1	Muchas personas se inscribieron para ser testigos electorales, hoy llegamos pocos y estamos escasos para cubrir el escrutinio, falta más compromiso de la gente. #ElCambioEnPrimera #PetroPresidenteEnPrimera #PetroYFranciaSonElCambio, el cambio también nos toca hacerlo a nosotros.
2023-03-17T15:00:39.345263Z	Si	2023-03-17T15:00:39.345180Z	8.174		Si	No	{"choices": ["Decepción", "Incertidumbre"]}	608	2094	1531044072432992256	1	Esto me está doliendo más que cuando mi ex me puso los cuernos 😥😭💔 #PetroYFranciaSonElCambio
