text,tweet_id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
"Me da miedo que el gamín de Fico le de un puño a Petro en la cara. Dios mío, es que lo tiene al lado. #ElDebateDefinitivo",1528907645544972288,Miedo,,,2023-01-10T18:12:54.980197Z,2023-01-10T18:12:54.980201Z,8.534
#ElDebateDefinitivo fico es aguevado...creia que petro iba a caer en la trampa. Es obvio que tiene que extraditar jajajaj,1528908094675333124,"{""choices"": [""Sorpresa"", ""Asco""]}",,,2023-01-10T18:12:45.328619Z,2023-01-10T18:12:45.328624Z,216.11
#ElDebateDefinitivo  ¿Ya están diciendo que el cafre Petro los peinó a todos?,1528903851981553666,"{""choices"": [""Sorpresa"", ""Asco""]}",,,2023-01-10T18:09:07.966785Z,2023-01-10T18:09:07.966789Z,15.718
"Fajardo comienza el debate mostrando como las agresiones y señalamientos entre Fico y Petro generan una afectación a la población colombiana, afectación en la cual él no quiere participar #YoVotoPorFajardo  #ElDebateDefinitivo #DebateElTiempoSemana",1528905779373391872,Otra,,,2023-01-10T18:08:50.936582Z,2023-01-10T18:08:50.936587Z,13.523
#ElDebateDefinitivo viendo a Fico sin una palabra significativa. #YoVotoPorFajardo por sus palabras sensatas y posturas claras. El único sin lugares comunes!,1528903235209150465,Otra,,,2023-01-10T18:08:36.084701Z,2023-01-10T18:08:36.084705Z,379.689
"#ElDebateDefinitivo mi voto es por @FicoGutierrez. Jamás votaré por el que intento asesinar a mi padre, un guerrillero que sólo quiere el poder para perpetuarse. Ciegos los que piensan que @petrogustavo es el mesías.",1528898629708169217,"{""choices"": [""Ira"", ""Miedo""]}",,,2023-01-10T18:02:04.762445Z,2023-01-10T18:02:04.762450Z,15.492
Para quienes han migrado de internet fijo de @Tigo_Colombia a @MovistarCo en Medellín en los últimos días/meses... ¿Qué tal les ha ido? #MeInquieta,1528806026643968002,Otra,,,2023-01-10T18:01:48.071592Z,2023-01-10T18:01:48.071595Z,8.77
#MeInquieta que @AndresPastrana_ esté generando miedo e inquietud y... posible violencia el día de elecciones si no queda el candidato que cada uno quiere. Y @FiscaliaCol @PoliciaColombia @PGN_COL no dicen nada.  Estos últimos son corresponsables de lo que pueda pasar el donimgo,1528704766028697601,Miedo,,,2023-01-10T18:01:38.000461Z,2023-01-10T18:01:38.000466Z,11.094
"#MeInquieta ver como en Colombia solo se recuerdan los campesinos en las regiones apartadas, cuando sucede algo que genera morbo violencia o tristeza.",1528679668345360385,Tristeza,,,2023-01-10T18:01:25.564620Z,2023-01-10T18:01:25.564626Z,15.189
"#FedericoEsColombia pero no será presidente, el país se mamo de estos falsos profetas paisas disfrazados de buena gente que tuvieron la oportunidad de dejar huella pero que solo han dejando desolación, hambre, pobreza y sangre por donde caminan",1528701830447960064,Ira,,,2023-01-10T18:01:09.124478Z,2023-01-10T18:01:09.124484Z,24.963
#FedericoEsColombia corrupta y llena de clanes,1528545198409662468,Asco,,,2023-01-10T18:00:42.821896Z,2023-01-10T18:00:42.821901Z,30.261
@darcyquinnr #UnTramposoEs los periodistas que tiene una posición imparcial y utiliza el periodismo para hacer propaganda política.,1528857198503284736,Asco,,,2023-01-10T18:00:11.271069Z,2023-01-10T18:00:11.271074Z,111.159
#UnTramposoEs el uribismo en todas sus presentaciones,1528812189678972928,Asco,,,2023-01-10T17:58:18.151286Z,2023-01-10T17:58:18.151295Z,64.36
"#UnTramposoEs el ExPresidiario con sus múltiples Cartas bajo la manga, por eso  #MiVotoEsPetroYFrancia Ojo con el Voto. https://t.co/U8VgRz8VuR",1528787526718201860,"{""choices"": [""Miedo"", ""Asco""]}",,,2023-01-10T17:57:12.380774Z,2023-01-10T17:57:12.380778Z,28.963
#UnTramposoEs quien con noticias falsas se queire tomar el poder @darcyquinnr,1528695959907180547,Miedo,,,2023-01-10T17:56:42.178653Z,2023-01-10T17:56:42.178657Z,17.569
"@darcyquinnr #UnTramposoEs el que se vale de su posición como ""periodista"" para servir como lavaperros, terminan haciendo cochinadas con los socios del esposo mientras lo de ”periodista"" ni siquiera lo había terminado. Bandidos finalmente.",1528687395423629312,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T17:56:22.976429Z,2023-01-10T17:56:22.976434Z,69.267
#UnTramposoEs el que inventa aplazar las elecciones para incendiar el País El pánico en la campaña del @PactoHistorico y @petrogustavo  es evidente Cortinas de humo pues #PetroNuncaSeráPresidente,1528688067267149824,Ira,,,2023-01-10T17:55:09.819509Z,2023-01-10T17:55:09.819514Z,302.873
"@emiliolagos1 #MiVotoEsPetroYFrancia Quiero llegar a los 1.000 seguidores. Estamos a puertas de un cambio histórico #ProgresistaSigueProgresista Devolveré el follow a cada uno, vamos a crecer en comunidad, así le hacemos frente a la desinformación entre todos.  ME AYUDAN!! 🔄",1528849330932695040,Sorpresa,,,2023-01-10T17:49:05.560963Z,2023-01-10T17:49:05.560967Z,37.935
Por que Colombia necesita cambio #MiVotoEsPetroYFrancia,1528584113933934593,Otra,,,2023-01-10T17:48:26.177255Z,2023-01-10T17:48:26.177260Z,17.059
Ya no quieroas de los mismo #MiVotoEsPetroYFrancia,1528557117858357249,"{""choices"": [""Asco"", ""Tristeza""]}",,,2023-01-10T17:48:07.504722Z,2023-01-10T17:48:07.504726Z,41.879
#MiVotoEsPetroYFrancia y nadie lo puede negar,1528552249265467394,Otra,,,2023-01-10T17:47:24.248784Z,2023-01-10T17:47:24.248789Z,4.727
"Isssss @petrogustavo llamará a la ONU para que investigue la corrupción, se va a caer toda la estantería de la corrupción en Colombia. #MiVotoEsPetroYFrancia",1528543164067459072,Otra,,,2023-01-10T17:47:18.257772Z,2023-01-10T17:47:18.257777Z,77.333
"Papi, Fiquito, en tu tierra somos muchos lo que no te comemos cuento. Antioquia no es de Uribe, Antioquia se respeta.   #MiVotoEsPetroYFrancia",1528511395746152449,Asco,,,2023-01-10T17:45:59.364200Z,2023-01-10T17:45:59.364205Z,36.544
"AVANZA EL PLAN GOLPE A LA DEMOCRACIA, EL NARCOESTADO PARAMILITAR Y SU MAFIA CORRUPTA NO DESEAN PERDER EL PODER #MiVotoEsPetroYFrancia https://t.co/riWZi2IP4G",1528510805007900672,"{""choices"": [""Ira"", ""Miedo""]}",,,2023-01-10T17:45:21.571786Z,2023-01-10T17:45:21.571789Z,28.738
"Hay que parar la guerra que desangra nuestra Nación y garantizar la materialización de los derechos fundamentales para todos los colombianos con el fin de vivir dignamente, vivir sabroso. #MiVotoEsPetroYFrancia",1528508445569306628,Tristeza,,,2023-01-10T17:44:51.502958Z,2023-01-10T17:44:51.502964Z,600.628
Admiro mucho el trabajo y talento de @sergiobarbosach en la campaña de Petro. Gracias por hacer parte del cambio y estar del lado correcto de la historia. #MiVotoEsPetroYFrancia,1528501595012534273,Alegría,,,2023-01-10T17:34:49.520997Z,2023-01-10T17:34:49.521002Z,13.419
"Los únicos que deben de tener miedo a un cambio de Gustavo Petro son los corruptos, narcotraFICO, paramilitares y los vividores del estado que perderán sus privilegios!! #MiVotoEsPetroYFrancia",1528497422695030786,Ira,,,2023-01-10T17:34:34.614786Z,2023-01-10T17:34:34.614791Z,31.129
"Por un cambio, por la esperanza de un mejor país, por la vida de líderes jóvenes y líderes sociales, #MiVotoEsPetroYFrancia",1528473443271835653,Alegría,,,2023-01-10T17:34:02.216964Z,2023-01-10T17:34:02.216968Z,25.619
#LoPeorDeEstasElecciones que no vayan a los debates,1528379195545501696,Tristeza,,,2023-01-10T17:33:35.267885Z,2023-01-10T17:33:35.267889Z,544.239
"#LoPeorDeEstasElecciones la falta de ética del periodismo, todos haciendo campaña por Petro 🤥 o por Fico Trataron de invisibilizar al Profesor y la gente del común indignada, va a terminar eligiendo al ingeniero. Chupen de su cocinado medios mediocres de comunicación de Colombia",1528362842734436352,Ira,,,2023-01-10T17:24:29.810989Z,2023-01-10T17:24:29.810993Z,36.762
"#FedericoEsColombia  ¡Gracias Medellin! 🙏🏻  Gracias por tanto apoyo, por ratificar  que Fico Gutiérrez es el cambio, pero el cambio para mejorar, para lograr que las regiones crezcan y sean centro de desarrollo.   #FicoUneAcolombia #FicoPresidente https://t.co/QMpqttqWXO",1528517416652873728,Alegría,,,2023-01-10T17:23:51.870196Z,2023-01-10T17:23:51.870201Z,14.464
Patria Honor lealtad !!  #FedericoEsColombia,1528503220875714560,Otra,,,2023-01-10T17:23:36.117699Z,2023-01-10T17:23:36.117705Z,13.719
#FedericoEsColombia este 29 de Mayo salgamos todos a votar por la democracia y la libertad de colombia unidos por nuestro país #FedericoImparable #FedericoEsColombia #FicoPresidente2022,1528415123450343432,Otra,,,2023-01-10T17:23:21.265644Z,2023-01-10T17:23:21.265650Z,90.911
"@RollingStoneCol @FranciaMarquezM Que va,  es la candidata  de Las Farc ,  del Eln.  Comunismo puro .   #FedericoEsColombia",1528401859635040256,Asco,,,2023-01-10T17:21:48.981008Z,2023-01-10T17:21:48.981014Z,59.62
Fico va a hacer énfasis en la educación! Mi voto es por él este 29 de mayo #FedericoEsColombia https://t.co/uBK5QwhXx2,1528376868986044416,Alegría,,,2023-01-10T17:20:48.123988Z,2023-01-10T17:20:48.123994Z,24.668
"#FedericoEsColombia Todos vamos a defender la democracia con FEDERICO.  Vota sí a la democracia, vota FEDERICO GUTIÉRREZ.",1528366244113547264,Otra,,,2023-01-10T17:20:22.142576Z,2023-01-10T17:20:22.142580Z,33.005
@Ximena62005874 Con FICO me identifico   Con LARA la tengo clara.  #FedericoEsColombia,1528363136348262403,Otra,,,2023-01-10T17:19:47.476316Z,2023-01-10T17:19:47.476320Z,12.233
"Karma. Es un aviso. Pero es tan descarado el KKs que culpará de esto a las Black Eagles, al continuismo, la oligarquía, a Uribe.  Se le desmorona su campaña, levantada a punta de mentiras, fake news, promesas falsas e incumplibles.  #FedericoEsColombia  #PetroNuncaSeráPresidente https://t.co/JKPFmgaGwU",1528360303347515393,Asco,,,2023-01-10T17:19:33.923131Z,2023-01-10T17:19:33.923135Z,61.515
"@FicoGutierrez #FicoPropone @FicoGutierrez #FedericoEsColombia así es,nada nos detiene,ni el agua,ni el granizo impidió que Medellín se volcara para para acompañár y escuchár al escogído por los paisas y millones de Colombianos ¡Domingo apoteósico!  #NosUnimosONosJodemos  #FicoPresidente 🇨🇴 https://t.co/2tL7Af8hys",1528513296575434752,"{""choices"": [""Alegría"", ""Sorpresa""]}",,,2023-01-10T17:18:31.170544Z,2023-01-10T17:18:31.170548Z,60.811
"#NosUnimosONosJodemos SIMPLE COINCIDENCIA? El CULEBRERO figura pinturesca de la fauna nacional se caracterizaba por su grotesca VERBORREA y quien con su CHACHARA embaucaba a despistados y desocupados,solo BLA,BLA,BLA y de HACER poco Le recuerda a algún candidato? PIENSE SU VOTO!",1528410307651043333,"{""choices"": [""Miedo"", ""Asco""]}",,,2023-01-10T17:17:29.176376Z,2023-01-10T17:17:29.176381Z,208.426
