text,tweet_id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
"Me da miedo que el gamín de Fico le de un puño a Petro en la cara. Dios mío, es que lo tiene al lado. #ElDebateDefinitivo",1528907645544972288,Miedo,,,2023-01-10T18:38:42.611511Z,2023-01-10T18:38:42.611515Z,5.429
#ElDebateDefinitivo fico es aguevado...creia que petro iba a caer en la trampa. Es obvio que tiene que extraditar jajajaj,1528908094675333124,Otra,,,2023-01-10T18:38:30.078442Z,2023-01-10T18:38:30.078446Z,10.07
#ElDebateDefinitivo  ¿Ya están diciendo que el cafre Petro los peinó a todos?,1528903851981553666,Otra,,,2023-01-10T18:38:06.494959Z,2023-01-10T18:38:06.494963Z,22.434
"Fajardo comienza el debate mostrando como las agresiones y señalamientos entre Fico y Petro generan una afectación a la población colombiana, afectación en la cual él no quiere participar #YoVotoPorFajardo  #ElDebateDefinitivo #DebateElTiempoSemana",1528905779373391872,Otra,,,2023-01-10T18:37:41.653119Z,2023-01-10T18:37:41.653123Z,20.177
#ElDebateDefinitivo viendo a Fico sin una palabra significativa. #YoVotoPorFajardo por sus palabras sensatas y posturas claras. El único sin lugares comunes!,1528903235209150465,Otra,,,2023-01-10T18:37:18.465226Z,2023-01-10T18:37:18.465230Z,51.466
"#ElDebateDefinitivo mi voto es por @FicoGutierrez. Jamás votaré por el que intento asesinar a mi padre, un guerrillero que sólo quiere el poder para perpetuarse. Ciegos los que piensan que @petrogustavo es el mesías.",1528898629708169217,Ira,,,2023-01-10T18:36:23.680155Z,2023-01-10T18:36:23.680160Z,9.868
Para quienes han migrado de internet fijo de @Tigo_Colombia a @MovistarCo en Medellín en los últimos días/meses... ¿Qué tal les ha ido? #MeInquieta,1528806026643968002,Otra,,,2023-01-10T18:36:11.349664Z,2023-01-10T18:36:11.349668Z,6.655
#MeInquieta que @AndresPastrana_ esté generando miedo e inquietud y... posible violencia el día de elecciones si no queda el candidato que cada uno quiere. Y @FiscaliaCol @PoliciaColombia @PGN_COL no dicen nada.  Estos últimos son corresponsables de lo que pueda pasar el donimgo,1528704766028697601,"{""choices"": [""Ira"", ""Miedo""]}",,,2023-01-10T18:35:53.452873Z,2023-01-10T18:35:53.452877Z,11.144
"#MeInquieta ver como en Colombia solo se recuerdan los campesinos en las regiones apartadas, cuando sucede algo que genera morbo violencia o tristeza.",1528679668345360385,"{""choices"": [""Ira"", ""Tristeza""]}",,,2023-01-10T18:35:39.449319Z,2023-01-10T18:35:39.449323Z,11.722
"#FedericoEsColombia pero no será presidente, el país se mamo de estos falsos profetas paisas disfrazados de buena gente que tuvieron la oportunidad de dejar huella pero que solo han dejando desolación, hambre, pobreza y sangre por donde caminan",1528701830447960064,Ira,,,2023-01-10T18:35:25.009946Z,2023-01-10T18:35:25.009949Z,9.216
#FedericoEsColombia corrupta y llena de clanes,1528545198409662468,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:35:12.178547Z,2023-01-10T18:35:12.178552Z,10.414
@darcyquinnr #UnTramposoEs los periodistas que tiene una posición imparcial y utiliza el periodismo para hacer propaganda política.,1528857198503284736,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:34:58.267080Z,2023-01-10T18:34:58.267084Z,13.76
#UnTramposoEs el uribismo en todas sus presentaciones,1528812189678972928,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:34:32.166150Z,2023-01-10T18:34:32.166154Z,9.65
"#UnTramposoEs el ExPresidiario con sus múltiples Cartas bajo la manga, por eso  #MiVotoEsPetroYFrancia Ojo con el Voto. https://t.co/U8VgRz8VuR",1528787526718201860,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:33:57.712154Z,2023-01-10T18:33:57.712158Z,5.16
#UnTramposoEs quien con noticias falsas se queire tomar el poder @darcyquinnr,1528695959907180547,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:33:48.354040Z,2023-01-10T18:33:48.354045Z,5.84
"@darcyquinnr #UnTramposoEs el que se vale de su posición como ""periodista"" para servir como lavaperros, terminan haciendo cochinadas con los socios del esposo mientras lo de ”periodista"" ni siquiera lo había terminado. Bandidos finalmente.",1528687395423629312,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:33:40.067053Z,2023-01-10T18:33:40.067057Z,8.703
#UnTramposoEs el que inventa aplazar las elecciones para incendiar el País El pánico en la campaña del @PactoHistorico y @petrogustavo  es evidente Cortinas de humo pues #PetroNuncaSeráPresidente,1528688067267149824,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:33:27.013544Z,2023-01-10T18:33:27.013548Z,9.752
"@emiliolagos1 #MiVotoEsPetroYFrancia Quiero llegar a los 1.000 seguidores. Estamos a puertas de un cambio histórico #ProgresistaSigueProgresista Devolveré el follow a cada uno, vamos a crecer en comunidad, así le hacemos frente a la desinformación entre todos.  ME AYUDAN!! 🔄",1528849330932695040,Otra,,,2023-01-10T18:33:13.601395Z,2023-01-10T18:33:13.601399Z,5.719
Por que Colombia necesita cambio #MiVotoEsPetroYFrancia,1528584113933934593,Otra,,,2023-01-10T18:32:53.833180Z,2023-01-10T18:32:53.833183Z,8.337
Ya no quieroas de los mismo #MiVotoEsPetroYFrancia,1528557117858357249,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-10T18:32:42.692537Z,2023-01-10T18:32:42.692541Z,9.664
#MiVotoEsPetroYFrancia y nadie lo puede negar,1528552249265467394,Otra,,,2023-01-10T18:32:29.799621Z,2023-01-10T18:32:29.799626Z,4.772
"Isssss @petrogustavo llamará a la ONU para que investigue la corrupción, se va a caer toda la estantería de la corrupción en Colombia. #MiVotoEsPetroYFrancia",1528543164067459072,Ira,,,2023-01-10T18:32:19.664766Z,2023-01-10T18:32:19.664770Z,7.764
"Papi, Fiquito, en tu tierra somos muchos lo que no te comemos cuento. Antioquia no es de Uribe, Antioquia se respeta.   #MiVotoEsPetroYFrancia",1528511395746152449,Ira,,,2023-01-10T18:32:07.914156Z,2023-01-10T18:32:07.914159Z,9.849
"AVANZA EL PLAN GOLPE A LA DEMOCRACIA, EL NARCOESTADO PARAMILITAR Y SU MAFIA CORRUPTA NO DESEAN PERDER EL PODER #MiVotoEsPetroYFrancia https://t.co/riWZi2IP4G",1528510805007900672,Otra,,,2023-01-10T18:31:55.091601Z,2023-01-10T18:31:55.091605Z,11.02
"Hay que parar la guerra que desangra nuestra Nación y garantizar la materialización de los derechos fundamentales para todos los colombianos con el fin de vivir dignamente, vivir sabroso. #MiVotoEsPetroYFrancia",1528508445569306628,Otra,,,2023-01-10T18:31:40.647952Z,2023-01-10T18:31:40.647956Z,27.382
Admiro mucho el trabajo y talento de @sergiobarbosach en la campaña de Petro. Gracias por hacer parte del cambio y estar del lado correcto de la historia. #MiVotoEsPetroYFrancia,1528501595012534273,Alegría,,,2023-01-10T18:31:09.794776Z,2023-01-10T18:31:09.794780Z,8.844
"Los únicos que deben de tener miedo a un cambio de Gustavo Petro son los corruptos, narcotraFICO, paramilitares y los vividores del estado que perderán sus privilegios!! #MiVotoEsPetroYFrancia",1528497422695030786,Ira,,,2023-01-10T18:30:56.073171Z,2023-01-10T18:30:56.073175Z,15.027
"Por un cambio, por la esperanza de un mejor país, por la vida de líderes jóvenes y líderes sociales, #MiVotoEsPetroYFrancia",1528473443271835653,Otra,,,2023-01-10T18:30:35.256819Z,2023-01-10T18:30:35.256825Z,57.188
#LoPeorDeEstasElecciones que no vayan a los debates,1528379195545501696,Otra,,,2023-01-10T18:29:35.423539Z,2023-01-10T18:29:35.423543Z,79.897
"#LoPeorDeEstasElecciones la falta de ética del periodismo, todos haciendo campaña por Petro 🤥 o por Fico Trataron de invisibilizar al Profesor y la gente del común indignada, va a terminar eligiendo al ingeniero. Chupen de su cocinado medios mediocres de comunicación de Colombia",1528362842734436352,Ira,,,2023-01-10T18:28:11.820107Z,2023-01-10T18:28:11.820112Z,42.978
"#FedericoEsColombia  ¡Gracias Medellin! 🙏🏻  Gracias por tanto apoyo, por ratificar  que Fico Gutiérrez es el cambio, pero el cambio para mejorar, para lograr que las regiones crezcan y sean centro de desarrollo.   #FicoUneAcolombia #FicoPresidente https://t.co/QMpqttqWXO",1528517416652873728,"{""choices"": [""Alegría"", ""Otra""]}",,,2023-01-10T18:27:21.150793Z,2023-01-10T18:27:21.150796Z,18.555
Patria Honor lealtad !!  #FedericoEsColombia,1528503220875714560,Otra,,,2023-01-09T18:48:06.486754Z,2023-01-09T18:48:06.486759Z,34.748
#FedericoEsColombia este 29 de Mayo salgamos todos a votar por la democracia y la libertad de colombia unidos por nuestro país #FedericoImparable #FedericoEsColombia #FicoPresidente2022,1528415123450343432,Otra,,,2023-01-09T18:47:27.193716Z,2023-01-09T18:47:27.193721Z,93.716
"@RollingStoneCol @FranciaMarquezM Que va,  es la candidata  de Las Farc ,  del Eln.  Comunismo puro .   #FedericoEsColombia",1528401859635040256,"{""choices"": [""Asco"", ""Otra""]}",,,2023-01-09T18:45:11.626998Z,2023-01-09T18:45:11.627003Z,61.754
Fico va a hacer énfasis en la educación! Mi voto es por él este 29 de mayo #FedericoEsColombia https://t.co/uBK5QwhXx2,1528376868986044416,Otra,,,2023-01-09T18:43:49.500296Z,2023-01-09T18:43:49.500303Z,9.253
"#FedericoEsColombia Todos vamos a defender la democracia con FEDERICO.  Vota sí a la democracia, vota FEDERICO GUTIÉRREZ.",1528366244113547264,Otra,,,2023-01-09T18:43:36.861824Z,2023-01-09T18:43:36.861829Z,27.643
@Ximena62005874 Con FICO me identifico   Con LARA la tengo clara.  #FedericoEsColombia,1528363136348262403,Otra,,,2023-01-09T18:43:02.016520Z,2023-01-09T18:43:02.016525Z,27.78
"Karma. Es un aviso. Pero es tan descarado el KKs que culpará de esto a las Black Eagles, al continuismo, la oligarquía, a Uribe.  Se le desmorona su campaña, levantada a punta de mentiras, fake news, promesas falsas e incumplibles.  #FedericoEsColombia  #PetroNuncaSeráPresidente https://t.co/JKPFmgaGwU",1528360303347515393,Ira,,,2023-01-09T18:41:35.637279Z,2023-01-09T18:41:35.637284Z,24.914
