created_at	emocion	annotation_id	annotator	lead_time	tweet_id	ironia	answer	relevancia	text	id	sentimento	updated_at
2023-03-01T13:42:38.566090Z	Si	53	1	5.212	1528364760273657860	No		Si	Mi voto en primera es por Federico Gutiérrez #FedericoEsColombia  #FicoPresidente2022 .	11	Admiración	2023-03-01T13:42:38.566121Z
2023-03-01T13:23:17.539210Z	Si	12	1	17.055	1528368299632910336	No		Si	Federico es el presidente que Colombia necesita😍🙏 #FedericoEsColombia	12	{"choices": ["Admiración", "Agrado"]}	2023-03-01T13:23:17.539239Z
2023-03-01T13:23:52.770375Z	Si	13	1	34.854	1528417994732339203	No		Si	A 7 días de las elecciones presidenciales en Colombia, Gustavo Petro está asustado y Federico Gutiérrez luce seguro #FedericoEsColombia	13	{"choices": ["Admiración", "Asco", "Desagrado", "Tristeza"]}	2023-03-01T13:23:52.770415Z
2023-03-01T13:42:46.750483Z	Si	54	1	3.847	1528464727726252032	No		Si	Cuente con los votos de toda mi familia aquí en Manrique Medellín A.#FedericoEsColombia	14	Admiración	2023-03-01T13:42:46.750516Z
2023-03-01T13:44:15.695961Z	Si	55	1	11.53	1528473254616252417	No		Si	#FedericoEsColombia  Ganaremos y uniremos a Colombia.   Tu voto, el mío, el d todos es importante y decisivo.  Defendamos nuestra Democracia, nuestras libertades, no podemos caer en un abismo sin salida q nos empobrece mucho +.   Votemos bien, votemos FICO.  #FicoPresidente2022	15	{"choices": ["Admiración", "Alegria", "Confianza"]}	2023-03-01T13:44:15.695991Z
2023-03-01T13:25:21.116165Z	Si	16	1	31.235	1528373108197019648	No		Si	@DanielSamperO #LoPeorDeEstasElecciones La falta de ética de periodistas y firmas encuestadoras que manipularon a lo largo de la misma la opinión pública.  El tercer poder es la Periodictadura.  Lo peor además son los extremos políticos disfrazados de ideologías por *cogerse el poder.	16	{"choices": ["Ira", "Asco", "Desagrado"]}	2023-03-01T13:25:21.116194Z
2023-03-01T13:28:12.565898Z	Si	17	1	171.109	1528395704334528512	No		Si	#LoPeorDeEstasElecciones  el kakas como palo e gallinero asustado por q le suspendan al registrador comprado y la rancia asustada por los láser q ellos mismos usan en las protestas, todas las semanas se inventan un golpe de estado payasos saben q no van a ganar #PetroEsUnPeligro	17	{"choices": ["Ira", "Desagrado"]}	2023-03-01T13:28:12.565932Z
2023-03-01T13:28:56.455495Z	Si	18	1	43.6	1528450896501346306	No		Si	#LoPeorDeEstasElecciones “Cada colombiano es un país enemigo”: Gabriel García Márquez en #ElGeneralEnSuLaberinto	18	Miedo	2023-03-01T13:28:56.455524Z
2023-03-01T13:29:01.092321Z	Si	19	1	27.338	1528464578564304897	No		Si	#LoPeorDeEstasElecciones es la división de la gente  de este país esta gente y cosas ya que pasan	19	Desagrado	2023-03-01T13:29:33.175562Z
2023-03-01T13:44:28.058068Z	Si	56	1	7.391	1528448790646104069	No		Si	#MiVotoEsPetroYFrancia por la paz de este país	20	Admiración	2023-03-01T13:44:28.058097Z
2023-03-01T13:44:47.682455Z	Si	57	1	10.856	1528454091382333441	No		Si	#MiVotoEsPetroYFrancia estoy seguro que será el comienzo para escribir el futuro en una patria más justa y de oportunidades para todos.	21	{"choices": ["Admiración", "Confianza"]}	2023-03-01T13:44:47.682485Z
2023-03-01T13:45:00.898730Z	No	58	1	3.238	1528457486159724545			Si	También logré seducir dos votos más #MiVotoEsPetroYFrancia	22		2023-03-01T13:45:00.898763Z
2023-03-01T13:45:19.665204Z	Si	59	1	10.726	1528465857218748423	No		Si	#MiVotoEsPetroYFrancia Hasta que la dignidad se haga costumbre 💪🏻💪🏻💪🏻🇨🇴🇨🇴🇨🇴🇨🇴	23	{"choices": ["Admiración", "Confianza"]}	2023-03-01T13:45:19.665236Z
2023-03-02T17:13:05.312027Z	Si	72	1	1.616	1528470007285432321	No		Si	Pueden decir toda la mentira que quieran, apelar al miedo si quieren, perooo👉 #MiVotoEsPetroYFrancia	24	Desagrado	2023-03-02T17:13:05.312058Z
2023-03-01T13:47:04.122752Z	Si	61	1	18.05	1528478218814164992	No		Si	#MiVotoEsPetroYFrancia  el pacto es una sumar de fuerzas que quiere comenzar un cambio. Años de esfuerzo de muchas personas de verá reflejado el próximo domingo.	25	{"choices": ["Admiración", "Confianza"]}	2023-03-01T13:47:04.122784Z
2023-03-01T13:47:15.629135Z	Si	62	1	7.356	1528475813280096256	No		Si	#MiVotoEsPetroYFrancia en primera vuelta vamos a ganar	26	{"choices": ["Admiración", "Confianza"]}	2023-03-01T13:47:15.629169Z
2023-03-01T13:31:00.085962Z	Si	27	1	20.086	1528483611061719041	No		Si	#MiVotoEsPetroYFrancia, así tendremos autonomía de poderes, ellos respetan las cortes y toda la justicia.	27	{"choices": ["Admiración", "Alegria", "Agrado"]}	2023-03-01T13:31:00.085992Z
2023-03-01T13:31:15.514771Z	Si	28	1	15.071	1528486101031215104	No		Si	Hermoso ver el festival por el Cambio en total lleno la Plaza de Bolívar en Bogotá. #MiVotoEsPetroYFrancia 💛💙❤️💚💜	28	Agrado	2023-03-01T13:31:15.514801Z
2023-03-01T13:47:28.975193Z	Si	63	1	3.916	1528496806346334209	No		Si	@Uriasv @Noti_Space #MiVotoEsPetroYFrancia  #MiVotoEsPetroYFrancia   Para nunca más los padres tengan que enterrar a sus hijos  Para que la humanidad difnifique a todos sin estratos sociales  Para terminar el servicio Militar obligatorio   Para que la Salud Educación vivienda sea para todos	29	{"choices": ["Admiración", "Confianza"]}	2023-03-01T13:47:28.975230Z
2023-03-01T13:47:41.064397Z	Si	64	1	7.022	1528518344894291968	No		Si	si no es ahora no es nunca por eso #MiVotoEsPetroYFrancia	30	{"choices": ["Admiración", "Confianza"]}	2023-03-01T13:47:41.064426Z
2023-03-01T13:46:33.500148Z	Si	60	1	13.988	1528556739259514881			Si	#MiVotoEsPetroYFrancia En primera vuelta, el cambio en primera .	31	Admiración	2023-03-01T13:46:33.500181Z
2023-03-01T13:31:53.170020Z	Si	32	1	21.006	1528567752721674241	No		Si	Entonces, ya no es "amor eficaz", sino "amor político". Bueno, al fin y al cabo amor es amor.  #MiVotoEsPetroYFrancia	32	{"choices": ["Alegria", "Agrado"]}	2023-03-01T13:31:53.170049Z
2023-03-01T13:32:10.090731Z	Si	33	1	16.611	1528573411873767424	No		Si	@alexapo74206987 @GustavoBolivar En esto se fue la plata que se robaron cuando tumbaron la ley de garantías. #MiVotoEsPetroYFrancia	33	{"choices": ["Asco", "Desagrado"]}	2023-03-01T13:32:10.090765Z
2023-03-01T13:48:02.103348Z	Si	65	1	8.625	1528600820840898561	No		Si	#MiVotoEsPetroYFrancia siiiiiii llegó el momento de hacer Historia, Colombia va a cambiar!! Seremos potencia mundial de la Vida y el progreso!! Salud, estudio, trabajo digno. #ElCambioEnPrimera #PetroPresidenteEnPrimeraVuelta	34	Confianza	2023-03-01T13:48:02.103390Z
2023-03-01T13:48:13.689818Z	Si	66	1	4.743	1528736735999451137	No		Si	#MiVotoEsPetroYFrancia mi voto es por la vida, por la libertad,por la paz🕊️ Mi voto es por el cambio.Dios permita llegue @petrogustavo y @FranciaMarquezM a la presidencia y vicepresidencia.Ansiosa de que llegue 29 de mayo para salir a votar #elcambioesenprimera #PetroPresidente	35	Confianza	2023-03-01T13:48:13.689854Z
2023-03-01T13:32:48.036579Z	Si	36	1	25.302	1528738793003573248	No		Si	@darcyquinnr Esta desesperada. Jajajajaj que no se le note tanto el miedo. #MiVotoEsPetroYFrancia	36	Desagrado	2023-03-01T13:32:48.036669Z
2023-03-01T13:33:05.972367Z	Si	37	1	17.553	1528750006269882368	No		Si	#MiVotoEsPetroYFrancia   Son los únicos que demuestran las competncias para gobernar este país; estan lejos de la corrupción, luchan por nuestros derechos y tienen propuestas claras.	37	{"choices": ["Admiración", "Agrado", "Confianza"]}	2023-03-01T13:33:05.972410Z
2023-03-01T13:33:22.243264Z	Si	38	1	15.942	1528763021769703424	No		Si	#MiVotoEsPetroYFrancia porque son los únicos que encarnan el verdadero cambio que necesitamos la mayoría de los colombianos.	38	{"choices": ["Admiración", "Agrado"]}	2023-03-01T13:33:22.243330Z
2023-03-01T13:48:38.104091Z	Si	67	1	11.644	1528839517926457346	No		Si	#MiVotoEsPetroYFrancia Colombia 🇨🇴 adolorida, quiere un cambio. Hoy esta imagen lo evidencia.	39	{"choices": ["Alegria", "Confianza"]}	2023-03-01T13:48:38.104135Z
2023-03-01T13:48:57.102818Z	Si	68	1	10.491	1528874251331448832	No		Si	Ya me coloque al día con todos los progresistas que me siguen, y vamos todos con #CambioEnPrimera #ProgresistaSigueProgresista #MiVotoEsPetroYFrancia	40	{"choices": ["Admiración", "Confianza"]}	2023-03-01T13:48:57.102855Z
2023-03-01T13:49:12.755325Z	Si	69	1	5.255	1528879175779635200	No		Si	#MiVotoEsPetroYFrancia y el de la mayoría de mi familia también. El cambio en primera.	41	Confianza	2023-03-01T13:49:12.755354Z
2023-03-01T13:49:32.421924Z	Si	70	1	14.002	1528709193053749248	No		Si	#UnTramposoEs todos los que juntas en un Pacto para apoderarsen de un país próspero y que Lucha día a día por salir adelante #PetroNuncaSeráPresidente	42	{"choices": ["Ira", "Asco"]}	2023-03-01T13:49:32.421961Z
2023-03-01T13:34:02.839971Z	Si	43	1	17.606	1528728384674713601	No		Si	@lcvelez #UnTramposoEs un periodista que manipula sus preguntas a favor de su candidato preferido.	43	{"choices": ["Asco", "Desagrado"]}	2023-03-01T13:34:02.840006Z
2023-03-01T13:34:26.583381Z	Si	44	1	23.429	1528753300392263680	No		Si	@ELTIEMPO @IvanDuque @bbcmundo El pobre infeliz creció escuchando que todo lo que hacía, lo hacía bien. Hasta las cagadas se las aplaudieron. Y miren, hicieron de él un idiota empoderado, sin un atisbo de sensatez ni vergüenza. Definitivamente, la mediocridad y el conformismo imperan.  #UnTramposoEs	44	{"choices": ["Ira", "Asco"]}	2023-03-01T13:34:26.583420Z
2023-03-01T13:35:09.992454Z	No	45	1	43.1	1528756358622982144	Si		Si	#UnTramposoEs    Rodolfo  Hernández    disque a luchar contra la corrupción   y el es  un  corrupto	45	{"choices": ["Ira", "Asco"]}	2023-03-01T13:35:09.992484Z
2023-03-02T17:13:29.731315Z	Si	73	1	9.988	1528798890744504327	No		Si	Si duque se pudiera reelegir ud como votaría si fueran las elecciones #UnTramposoEs	46	{"choices": ["Ira", "Asco"]}	2023-03-02T17:13:34.021817Z
2023-03-01T13:35:24.772213Z	Si	47	1	7.892	1528813507847901188	No		Si	#UnTramposoEs El que se hace llamar anticorrupción y espera juicio por corrupto Vitalogic @ingrodolfohdez	47	Ira	2023-03-01T13:35:24.772256Z
2023-03-01T13:49:54.517763Z	Si	71	1	12.622	1528828477813792772	No		Si	@GatoMota @Compensar_info @Audifarma_SA @Supersalud Y si uno pide las cajas completas @Audifarma_SA dice: que por ser a mano la fórmula no se puede y @Compensar_info que no se puede porque así está estipulado MENTIROSOS! MAÑOSOS! #UnTramposoEs	48	{"choices": ["Ira", "Asco"]}	2023-03-01T13:49:54.517792Z
2023-03-02T17:38:22.454251Z	Si	134	1	14.307	1528838295043690499	No		Si	#UnTramposoEs quien uno menos imagina! ☹️	49	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:38:22.454283Z
2023-03-01T13:39:18.244276Z	Si	48	1	50.937	1528548733973143552	No		Si	#FedericoEsColombia y el pueblo lo sabe.	50	Admiración	2023-03-01T13:39:18.244344Z
2023-03-02T17:14:05.154975Z	Si	74	1	26.499	1528560498639241221			Si	@andresguerraho @Saramilena69 @AlvaroUribeVel Uribe No está Presente fisicam/ pero esta en Nuestros Corazones, lo demostramos cuando #FedericoEsColombia Agradeció el Apoyo y Acompañamiento del @CeDemocratico la Ovación fue ensordecedora. NO tenemos como Agradecerle al Presi Uribe todo lo que hace y sigue haciendo por C/bia.	51	{"choices": ["Admiración", "Agrado", "Confianza"]}	2023-03-02T17:14:05.155010Z
2023-03-02T17:14:21.297671Z	No	75	1	15.833	1528571715667648513	No		Si	Gran manifestación en Medellín.  #FedericoEsColombia	52		2023-03-02T17:14:21.297700Z
2023-03-02T17:14:34.902307Z	No	76	1	13.247	1528575115541217280	No		Si	#FedericoEsColombia Me uno Federico Gutiérrez es Colombia.	53		2023-03-02T17:14:34.902380Z
2023-03-02T17:14:55.262081Z	Si	77	1	20.042	1528673828582350850	No		Si	#FedericoEsColombia Patán ignorante, es el continuismo del narco uribismo, Duque 2.0,Uribe 3.0. Narcotra-FICO.	54	{"choices": ["Ira", "Asco"]}	2023-03-02T17:14:55.262156Z
2023-03-02T17:15:09.180919Z	Si	78	1	13.614	1528807640217882624	No		Si	He leído el plan de gobierno de FICO y no existen dudas que será el mejor presidente en la historia de este país 🇨🇴 #FedericoEsColombia #SantandereanosConFico @FicoGutierrez	55	{"choices": ["Admiración", "Confianza"]}	2023-03-02T17:15:09.180975Z
2023-03-02T17:17:02.700356Z	Si	79	1	113.162	1528682326233952257	No		Si	#MeInquieta que la w no crea en la cancelación de elecciones, les recuerdo que tampoco creímos la jugadita con la ley de garantías. En este país todo puede pasar.	56	{"choices": ["Desagrado", "Incertidumbre"]}	2023-03-02T17:17:02.700433Z
2023-03-02T17:17:18.989786Z	Si	80	1	15.964	1528685416567693313	No		Si	Que Duque haga una jugadita con Notarios, proc uraduria, fiscalia y vicepresidente para robar elecciones #MeInquieta	57	Desagrado	2023-03-02T17:17:18.989815Z
2023-03-02T17:17:41.222274Z	Si	81	1	21.915	1528696091981631490	No		Si	#MeInquieta Que la w no pueda advertir la probabilidad de aplazamiento de elecciones en un gobierno tan corrupto y lleno de jugaditas.	58	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:17:41.222311Z
2023-03-02T17:18:26.272624Z	Si	82	1	44.661	1528706337315725312	No		Si	#MeInquieta Andres Pastrana.  EL  EX   MAS TOXICO	59	Ira	2023-03-02T17:18:26.272690Z
2023-03-02T17:18:44.138238Z	Si	83	1	17.566	1528718181308809216			Si	#MeInquieta la polarización y la miseria profesional que demuestran muchos representantes  del cuarto poder..se perdió la imparcialidad..la objetividad..la dignidad y el respeto por dejar actuar a los que exponwn intereses personales por encima de la etica...	60	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:18:44.138268Z
2023-03-02T17:19:02.323500Z		84	1	17.883	1528750889967800320			No	#MeInquieta la historia de kathleen en Australia, felicitaciones por esa entrevista, estoy enganchado con ustedes desde la entrevista de Charles Manson	61		2023-03-02T17:19:02.323530Z
2023-03-02T17:19:13.718961Z		85	1	11.065	1528808141797957632			No	@Vida_Senior_ #MeInquieta que sepan que tambien mantiene activo nuestro sistema nervioso y la mente, muy importante	62		2023-03-02T17:19:13.718991Z
2023-03-02T17:19:49.852209Z	No	86	1	35.85	1528888946440085504			Si	#ElDebateDefinitivo Para Petro: es inviable comprar paneles solares para tres millones de hogares. No existe suficiente oferta de estos en Colombia. Importarlos sale más caro. Igualmente su instalación Fabricarlos requiere minería para silicio No producen suficiente electricidad	63		2023-03-02T17:19:49.852240Z
2023-03-02T17:20:11.375398Z	No	87	1	117.678	1528894030704443392			Si	#ElDebateDefinitivo Compadre PETRO, ¿Ira usted al debate? En caso de ser positivo: Alerta Máxima con los rayos láser de Vicky Dávila.  Que Dios le acompañe con su espalda e ilumine, para enfrentar esa jauría de Lobos.	64	Agrado	2023-03-02T17:21:56.729487Z
2023-03-02T17:22:16.018523Z	Si	88	1	14.891	1528905984453787649	No		Si	En #ElDebateDefinitivo todos los candidatos metiendoles los dedos en la boca, diciendo que acabarán con la corrupción. Señores, es más fácil acabar con las drogas que con la corrupción. Maduren. 🤦🏻🤡	65	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:22:16.018564Z
2023-03-02T17:23:34.299017Z	Si	89	1	77.963	1528907109320036356	No		Si	Me perdonan pero a @petrogustavo nadie le gana en conocimiento de este país.   Pum, Pam! Toma! Cepillo! Petro a todos.   #ElDebateDefinitivo	66	{"choices": ["Admiración", "Agrado"]}	2023-03-02T17:23:34.299067Z
2023-03-02T17:23:55.922929Z	Si	90	1	21.318	1528907867344060422	No		Si	JAKALSHSKAKALS se re mato pensando la pregunta y el Petro fue re   Siks 👍🏻  #ElDebateDefinitivo  #DebateElTiempoSemana	67	Admiración	2023-03-02T17:23:55.922961Z
2023-03-02T17:24:36.761884Z	Si	91	1	40.505	1528907950743597056	Si		Si	Petro :”Uribe Uribe Uribe”  criticando el proceso de paz con los paramilitares que por debían ir a la justicia y no negociación con el gobierno…. Curioso que con los crimínales de lesa humanidad como son las FARC si es condescendiente #EldebateDefinitivo #PetroGanaDebate	68	{"choices": ["Ira", "Desagrado"]}	2023-03-02T17:24:36.761927Z
2023-03-02T17:25:09.983970Z	Si	92	1	32.877	1528911106865041411	No		Si	#ElDebateDefinitivo El modelo petrista ha sido probado en muchos países y, en todos ellos, ha aumentado la miseria y el sufrimiento de la gente. Fracasó en la Unión Soviética, en la China de MAO, en Cuba y VeneZuela, entre otros	69	{"choices": ["Ira", "Desagrado"]}	2023-03-02T17:25:09.984037Z
2023-03-02T17:25:31.909008Z	Si	93	1	21.609	1528909547569659906			Si	Alguien que le diga a @sergio_fajardo qué el debate es con datos, cifras y tanto calificativo y adjetivo de su propuesta. ¡Ya la sabemos! Que cuente algo novedoso #ElDebateDefinitivo	70	{"choices": ["Ira", "Desagrado"]}	2023-03-02T17:25:31.909044Z
2023-03-02T17:25:43.814177Z	Si	94	1	11.525	1528909634634924033	No		Si	En #ElDebateDefinitivo queda claro que @sergio_fajardo es el que puede unir a Colombia.	71	{"choices": ["Admiración", "Confianza"]}	2023-03-02T17:25:43.814242Z
2023-03-02T17:26:09.735928Z	No	95	1	25.585	1528908981628022786			Si	Super gracioso que entre Petro y Fajardo se hacen preguntas de nivel técnico y ambos entienden lo que proponen, pero Petro como Fajardo cuando se dirigen a Fico tienen que explicarle las cosas como si fuese un niño...  ¿En serio ese señor es así de tonto?. #ElDebateDefinitivo	72		2023-03-02T17:26:09.735966Z
2023-03-02T17:26:19.839582Z	Si	96	1	13.776	1528910000416079872	No		Si	Cómo putas llegó fico a una candidatura presidencial? Ese man no dice nada ! #ElDebateDefinitivo	73	{"choices": ["Ira", "Asco"]}	2023-03-02T17:26:40.975776Z
2023-03-02T17:27:13.927115Z	Si	97	1	27.752	1528910277126803457	No		Si	#ElDebateDefinitivo El guerrillero Petro NO tiene nada que ver con la Constitución del 91. Se quiere ganar indulgencias con Avemarías ajenas	74	{"choices": ["Ira", "Asco"]}	2023-03-02T17:27:13.927153Z
2023-03-02T17:27:24.312671Z	No	98	1	9.992	1528911538102353920			Si	Hay que leer  Hay que leer   #ElDebateDefinitivo	75		2023-03-02T17:27:24.312720Z
2023-03-02T17:28:31.764436Z	Si	99	1	67.152	1528913179488681985	No		Si	Parce ese Fico es muy nea, que pena con las neas que son todo bien todo copas, pero este se da garra. #ElDebateDefinitivo	76	{"choices": ["Admiración", "Confianza"]}	2023-03-02T17:28:31.764473Z
2023-03-02T17:28:41.971491Z	No	100	1	9.922	1528915125964529665			Si	Dice @sergio_fajardo: "No está definida aún esta campaña, hay que trabajar hasta el último minuto. No al llamado voto útil movido por medios de comunicación" #YoVotoPorFajardo #ElDebateDefinitivo	77		2023-03-02T17:28:41.971525Z
2023-03-02T17:28:50.226547Z	No	101	1	7.907	1528913878016573441			Si	#ElDebateDefinitivo : creo en propuestas, no encuestas	78		2023-03-02T17:28:50.226613Z
2023-03-02T17:29:08.539579Z	Si	102	1	18.001	1528917567254974465			Si	Haremos un Pacto Histórico Nacional alrededor de las reformas fundamentales que necesita la sociedad para convivir en paz, para que esté unida en la diversidad y la diferencia.    #ElDebateDefinitivo  #PetroGanaDebate	79	Confianza	2023-03-02T17:29:08.539613Z
2023-03-02T17:29:44.196190Z	Si	103	1	35.332	1528918255418626052	Si	Es como que se ríe, se burla de Fico...	Si	Fico: ¿puedo rematar? Petro: terminar, puede terminar.  La costumbre 😜  #ElDebateDefinitivo	80	Desagrado	2023-03-02T17:29:44.196221Z
2023-03-02T17:29:56.097663Z	Si	104	1	11.513	1528917494458683392	No		Si	#ElDebateDefinitivo el dialogo es definitivo: Petro	81	Admiración	2023-03-02T17:29:56.097735Z
2023-03-02T17:30:10.955313Z	Si	105	1	14.561	1528919281618001921	No		Si	El debate de hoy: flojo, flojo. El único que trató de ir más allá de la confrontación fue Sergio Fajardo. ¿En serio van a regalarle su voto a los mismos de siempre?   #ElDebateDefinitivo	82	Desagrado	2023-03-02T17:30:10.955346Z
2023-03-02T17:30:27.545301Z	Si	106	1	16.295	1528920379376410629	No		Si	#ElDebateDefinitivo   Fajardo dice: voy donde me convoquen...  Lo convocó @riosvivoscol... ¡NO FUE!  Lo convocaron las madres de Soacha... ¡NO FUE!  Eres un #Falsardo	83	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:30:27.545334Z
2023-03-02T17:30:53.204079Z	Si	107	1	25.295	1528920296773804032	No		Si	Vicky hizo esa pregunta a Rodolfo solo porque sabe que le está respirando en la nuca a alias "Fico" #EldebateDefinitivo	84	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:30:53.204110Z
2023-03-02T17:31:24.819612Z	Si	108	1	31.299	1528922981694676992	Si	Muestra su desagrado respecto a los debates... 	Si	En #ElDebateDefinitivo noté algo muy diciente:  Sólo cuando hablaba un candidato (no diré quién) aproveché para ir a hacer pipí, acomodar papeles, llevar la loza a la cocina y vainas así...	85	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:31:24.819646Z
2023-03-02T17:31:35.606510Z	Si	109	1	10.484	1528923555882311685	Si		Si	Lo mejor del #ElDebateDefinitivo ha sidoo #RodolfoPresidente. Que intervenciones tan magistrales.	86	Admiración	2023-03-02T17:31:35.606540Z
2023-03-02T17:31:48.928985Z	Si	110	1	12.944	1528921758610468866	No		Si	#ElDebateDefinitivo si cada cuatro años es lo mismo, prometen llegan y todo es peor ¿Cuál es la garantía de las personas que en estas elecciones está la esperanza de Colombia?	87	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:31:48.929032Z
2023-03-02T17:32:05.176610Z	Si	111	1	15.885	1528922202908811264	No		Si	el debate sin propuestas y de alimento para el morbo, moderadores flojos y acomodados, como si eso sorprendiera... #EldebateDefinitivo	88	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:32:05.176651Z
2023-03-02T17:32:17.900802Z	No	112	1	12.432	1528921243918925826			Si	#ElDebateDefinitivo Y qué...  ¿ya les van a poner a hacer cabecitas?	89		2023-03-02T17:32:17.900838Z
2023-03-02T17:32:44.292498Z	Si	113	1	26.041	1528925076606881792	No		Si	La pregunta:  ¿Colombia es un país machista? Fico: No  Fajardo: Si Petro: Si  Rodolfo: En el baño   #ElDebateDefinitivo	90	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:32:44.292540Z
2023-03-02T17:33:04.593642Z	Si	114	1	19.99	1528926058141171713	No		Si	#ElDebateDefinitivo @sergio_fajardo  fue a vender ilusiones y convencer no a debatir no propone sólo dice redundancias, me sorprende profe sera que de proyectos no sabe tanto como de licenciatura...	91	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:33:04.593672Z
2023-03-02T17:33:24.210180Z	Si	115	1	19.317	1528923808316497920	No		Si	#ElDebateDefinitivo Candidatos, ¿Cuál es el aporte con sus propuestas a los sectores más fuertes de comercio a nivel nacional?  Ejemplo en Bogotá, sector San Victorino y los San Andresitos que luchamos todos los días por dar empleo, cumplir impuestos, etc.	92	{"choices": ["Desagrado", "Incertidumbre"]}	2023-03-02T17:33:24.210215Z
2023-03-02T17:33:53.685805Z	No	116	1	29.079	1528925778922070016	No	No me queda claro si en este caso la atención está dividida	Si	#ElDebateDefinitivo Se ve la clase y la decencia de Federico, mientras los otros cada uno habla por su lado buscando el bien individual, Federico sin odio, envidia y ningún resentimiento. Los otros candidatos repitiendo y siguen en las mismas, no han aprendido nada.	93	Admiración	2023-03-02T17:33:53.685835Z
2023-03-02T17:34:17.509975Z	Si	117	1	23.507	1528925095359655936	Si		Si	Otro poema en #ElDebateDefinitivo  Va a invitar a Nicolás Maduro a la posesión si gana? Y contesta Petro: No... el que invita es Duque. Luego, restablecería relaciones diplomáticas y comerciales   Guauuu...!!!	94	{"choices": ["Asco", "Desagrado"]}	2023-03-02T17:34:17.510004Z
2023-03-02T17:34:27.687374Z	No	118	1	9.879	1528923965921558534			Si	"TE DARE GARANTIAS EN LA OPOSICIÓN OME GUSTAVO" EXPRESA EL CANDIDATO @FicoGutierrez  QUE ACEPTA QUE YA PERDIO, GRANDE.  #ElDebateDefinitivo #PetroGanaDebate	95	Admiración	2023-03-02T17:34:27.687404Z
2023-03-02T17:34:43.953924Z	Si	119	1	15.936	1528926554662883336	No		Si	Si este debate hablara, diría, como @sergio_fajardo: "Yo no inspiro nada" #ElDebateDefinitivo	96	{"choices": ["Decepción", "Asco", "Desagrado"]}	2023-03-02T17:34:43.953966Z
