text,tweet_id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
"Hay que parar la guerra que desangra nuestra Nación y garantizar la materialización de los derechos fundamentales para todos los colombianos con el fin de vivir dignamente, vivir sabroso. #MiVotoEsPetroYFrancia",1528508445569306628,,,,2023-01-09T13:21:04.063845Z,2023-01-09T13:21:04.063850Z,14.02
Admiro mucho el trabajo y talento de @sergiobarbosach en la campaña de Petro. Gracias por hacer parte del cambio y estar del lado correcto de la historia. #MiVotoEsPetroYFrancia,1528501595012534273,Alegría,,,2023-01-09T13:20:48.236730Z,2023-01-09T13:20:48.236735Z,6.408
"Los únicos que deben de tener miedo a un cambio de Gustavo Petro son los corruptos, narcotraFICO, paramilitares y los vividores del estado que perderán sus privilegios!! #MiVotoEsPetroYFrancia",1528497422695030786,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-09T13:17:34.088640Z,2023-01-09T13:17:34.088645Z,156.263
"Por un cambio, por la esperanza de un mejor país, por la vida de líderes jóvenes y líderes sociales, #MiVotoEsPetroYFrancia",1528473443271835653,Alegría,,,2023-01-09T13:14:56.172293Z,2023-01-09T13:14:56.172299Z,5.396
#LoPeorDeEstasElecciones que no vayan a los debates,1528379195545501696,Otra,,,2023-01-09T13:14:49.393529Z,2023-01-09T13:14:49.393534Z,7.007
"#LoPeorDeEstasElecciones la falta de ética del periodismo, todos haciendo campaña por Petro 🤥 o por Fico Trataron de invisibilizar al Profesor y la gente del común indignada, va a terminar eligiendo al ingeniero. Chupen de su cocinado medios mediocres de comunicación de Colombia",1528362842734436352,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-09T13:14:40.889868Z,2023-01-09T13:14:40.889872Z,11.828
"#FedericoEsColombia  ¡Gracias Medellin! 🙏🏻  Gracias por tanto apoyo, por ratificar  que Fico Gutiérrez es el cambio, pero el cambio para mejorar, para lograr que las regiones crezcan y sean centro de desarrollo.   #FicoUneAcolombia #FicoPresidente https://t.co/QMpqttqWXO",1528517416652873728,Alegría,,,2023-01-09T13:14:27.779513Z,2023-01-09T13:14:27.779518Z,16.275
Patria Honor lealtad !!  #FedericoEsColombia,1528503220875714560,Alegría,,,2023-01-09T13:14:10.177380Z,2023-01-09T13:14:10.177385Z,173.636
#FedericoEsColombia este 29 de Mayo salgamos todos a votar por la democracia y la libertad de colombia unidos por nuestro país #FedericoImparable #FedericoEsColombia #FicoPresidente2022,1528415123450343432,Alegría,,,2023-01-09T13:11:15.196172Z,2023-01-09T13:11:15.196178Z,6.299
"@RollingStoneCol @FranciaMarquezM Que va,  es la candidata  de Las Farc ,  del Eln.  Comunismo puro .   #FedericoEsColombia",1528401859635040256,Asco,,,2023-01-09T13:11:07.597495Z,2023-01-09T13:11:07.597500Z,16.175
Fico va a hacer énfasis en la educación! Mi voto es por él este 29 de mayo #FedericoEsColombia https://t.co/uBK5QwhXx2,1528376868986044416,Alegría,,,2023-01-09T13:10:49.927996Z,2023-01-09T13:10:49.928001Z,7.43
"#FedericoEsColombia Todos vamos a defender la democracia con FEDERICO.  Vota sí a la democracia, vota FEDERICO GUTIÉRREZ.",1528366244113547264,Alegría,,,2023-01-09T13:10:41.073877Z,2023-01-09T13:10:41.073882Z,5.104
@Ximena62005874 Con FICO me identifico   Con LARA la tengo clara.  #FedericoEsColombia,1528363136348262403,Alegría,,,2023-01-09T13:10:34.559526Z,2023-01-09T13:10:34.559531Z,11.822
"Karma. Es un aviso. Pero es tan descarado el KKs que culpará de esto a las Black Eagles, al continuismo, la oligarquía, a Uribe.  Se le desmorona su campaña, levantada a punta de mentiras, fake news, promesas falsas e incumplibles.  #FedericoEsColombia  #PetroNuncaSeráPresidente https://t.co/JKPFmgaGwU",1528360303347515393,"{""choices"": [""Ira"", ""Asco""]}",,,2023-01-09T13:10:21.269002Z,2023-01-09T13:10:21.269006Z,163.148
"@FicoGutierrez #FicoPropone @FicoGutierrez #FedericoEsColombia así es,nada nos detiene,ni el agua,ni el granizo impidió que Medellín se volcara para para acompañár y escuchár al escogído por los paisas y millones de Colombianos ¡Domingo apoteósico!  #NosUnimosONosJodemos  #FicoPresidente 🇨🇴 https://t.co/2tL7Af8hys",1528513296575434752,"{""choices"": [""Alegría"", ""Otra""]}",,,2023-01-09T13:07:36.256222Z,2023-01-09T13:07:36.256227Z,54.802
"#NosUnimosONosJodemos SIMPLE COINCIDENCIA? El CULEBRERO figura pinturesca de la fauna nacional se caracterizaba por su grotesca VERBORREA y quien con su CHACHARA embaucaba a despistados y desocupados,solo BLA,BLA,BLA y de HACER poco Le recuerda a algún candidato? PIENSE SU VOTO!",1528410307651043333,Asco,,,2023-01-09T13:05:54.920905Z,2023-01-09T13:05:54.920911Z,47.02
"#NosUnimosONosJodemos es una persona de fiar, no tiene rabo de paja, es un buen administrador y gestor, une, da confianza y hace la politica que es a favor del pueblo, es temeroso de Dios.",1528357012517621762,Alegría,,,2023-01-09T13:05:02.839666Z,2023-01-09T13:05:02.839671Z,808.351
