index,id,text,emocion,label
26,464583981380669440,jornada plenamente feliz :) triplete de funciones y esta familia sigue a puro éxito! #Feliz grande Monte Maíz! ;),Alegria,3
27,465907500056064001,"Que buen finde semana, muuuuy tranquila y rodeada de buena gente #Feliz",Alegria,3
28,469274196678557696,No tenia muchas ganas de armar pero quedaron hermosos!!! #Feliz,Alegria,3
29,469646142297239552,Que hermoso dia!!! Termiandolo comiendo unas ricas tartas despues d un hermoso entrenamiento y tarde c mis chiquis!! #Feliz,Alegria,3
30,469188010677137408,Primer internado area infantil aprobado.. gran experiencia en el hospital naval. Samar y colegio #feliz,Alegria,3
31,464626277430083584,#FELIZ #FELIZ #FELIZ #FELIZ   :D LA MOTIVACION QUE OBTENGO DE CADA COMENTARIO POSITIVO ME HACE CREERME CAPAZ DE CONSEGUIR LO QUE SEA,Alegria,3
32,468364306980298753,Que lindo empezar la semana tan feliz! Me desperté temprano con una sonrisa de oreja a oreja! :D #Feliz #GraciasRiver #VamosRiver,Alegria,3
33,464573127285301248,La semana q viene van a ser mias #feliz http://t.co/6eilM63iOB,Alegria,3
34,469261088165724160,"Yo ya arranque una nueva vida, una nueva historia y es mejor que las otras! #Feliz",Alegria,3
35,464973728125059072,"Estoy feliz, totalmente agradecida con la vida y con la maravilla de la naturaleza y con Dios por darme estas grandes oportunidades #Feliz",Alegria,3
36,469241895588483072,"me puse a leer nuestra conver, y cambio un montón nuestra relación, lo bueno es saber que cambio para bien :) #Feliz",Alegria,3
37,465501846249828352,Con lluvia y todo hoy veo al negro hermoso!! #Feliz #ABailar #RomeoSantos #Romeo http://t.co/UAMU6TSP36,Alegria,3
38,468513180596318208,"Y de repente, un dia... encuentras un motivo mas q tira de ti y te hace sonreir #motivos #feliz martes @anita_ferre :)",Alegria,3
39,465056613225992193,No hemos podido dejar de pensar que hoy nuestro TL estará lleno de tweets mostrando lo #feliz que nos hace mamá. #FelizDiaDeLasMadres,Alegria,3
40,465312033760894976,Que genio dylan diciendome que valla a la casa a jugar a la play que mañana comemos asado mientras vemos el partido de chicagocampeòn!#feliz,Alegria,3
41,468189749132681217,Terminar este espectacular fin de semana festejando en mi pueblo con toda la gente millonaria el:  RIVER CAMPEON #Notieneprecio #Feliz,Alegria,3
42,469541917584527360,"#inlove #orgullosa #feliz. Al escritor,compositor,psicologo al amigo al Papa ♥mil exitosss! Mi alma en quilla http://t.co/oMp4FqBo6x",Alegria,3
43,464940931922554880,"Buen Viernes, al parecer todo marcha bien :) #satisfecha #feliz",Alegria,3
44,468771286714703873,taller de lectura y escritura la tenes adentro !! primer materia promocionada #Feliz,Alegria,3
45,469689882030665729,"Por fin! Que lindo decir ""hogar dulce hogar"" Toda mi familia junta en mi casa, nada mejor!! #Feliz 🙌",Alegria,3
46,465197453239926785,"Mas que lindo el triunfo de hoy, por suerte pude hacer un golcito :) #Feliz Juve 5-0 Banda Norte",Alegria,3
47,469222561843118080,"Muy bendecida, muy agradecida de conocer gente increíble, de tener aventuras insospechadas y amar lo que hago¡ #Wow #Gracias #Feliz",Alegria,3
48,469994754663780353,A cenar a la casa de mi teacher de quinto año! Que lindos recuerdos!! #feliz,Alegria,3
49,465618904883011584,#EsOficial Esta foto resume como ha sido mi fin de semana! #Feliz y #Euforico...! Y el 50x100 ha sido gracias a... http://t.co/6VSACwbp7x,Alegria,3
50,465862396750209024,"Esta semana, será de locos, pero si todo sale bien, iniciará algo muy bueno. #FELIZ",Alegria,3
51,464948468591902720,Fin de semana del Día de las Madres en Familia y con Amigas! #Feliz #HomeSweetHome :),Alegria,3
52,464870421859688448,Que hermoso cuando se te juntan muchas cosas buenas y te sale todo bien #Feliz 😄😃😊☺,Alegria,3
53,468336043092348928,Hoy veo a mi novio si si claro que si #Feliz,Alegria,3
54,465561762855919616,Esta foto resume el fin de fiesta del POP UP de @ngmoda. El estreno ha sido un éxito! GRACIAS A TODOS!! #feliz http://t.co/hBRFriaNMh,Alegria,3
55,464753077170761729,Sencillamente #feliz al lado del #Mejorhombre que pueda existir en la faz de la tierra #teamo #mitodo te ganaste a pulso mi corazón,Alegria,3
56,469827996774187008,Llego el día. Campus 2014 GyE.. Muchas Gracias @GyECR por permitirme esta oportunidad! #Feliz http://t.co/yjxN4ZgQBj,Alegria,3
57,464611519876321281,De esas veces qe solo puedo decir..... GRACIAS POR TODO DIOSITO!!!! #Feliz♥,Alegria,3
58,465862724283801600,"Muy lindo finde, muy jodido y lindo el festejo! Familia, amigos, un año mas! No se puede pedir mas! #Feliz",Alegria,3
59,469011283451604992,Estamos preparando #manualidades para éste fin de semana con los peques ¿Tenéis pensado algo? #Feliz #Miércoles desde http://t.co/XZNnKi5cI4,Alegria,3
60,468504011377618944,"Pues llegó el dia de acabar con las alarmas, de recuperar el sueño perdido, de achuchar bien a la cama... #buenasnoches #feliz",Alegria,3
61,465167274467688449,Lluvia Perfecta.... #Relax #Familia #Feliz antesala día de las Madres.. super consentida...,Alegria,3
62,465653482968457216,"Que lindo viajar en interurbanos, que lindo viajar comodisisisiima, que lindo VIAJAR! Camino a Bs As #feliz",Alegria,3
63,468759492432502784,Sii hoy voy a poder dormir siesta :) #feliz,Alegria,3
64,464830493708779520,Espléndido inicio del Giro con Belfast echada a la calle. Tres semanas de pasión ciclista en rosa por delante. #Giro #ciclismo #Feliz,Alegria,3
65,468218615326851072,Final de una linda y extensa jornada laboral. Uno trabaja para días como estos. #Feliz #Cansada #Hambrienta,Alegria,3
66,464665751308488704,Buenos dias a tod@s hoy estamos de viernes....feliz por todo y con ganas de afrontar la vida tan perfecta q tengo gracias a ti!!! #feliz😊😊😊,Alegria,3
67,464617304786223106,Al fin puedo leer lo que hace tiempo quería que escribieras ! ❤ #Feliz,Alegria,3
68,465531746617151488,Preparada para irnos a hacer unos recados... Luego os cuento!!! #contenra #regalo #diadelamadre #feliz #ole #gracias http://t.co/lyHHbzeV3s,Alegria,3
69,469689535178096640,Y así es como la vida nos sorprende!! Nunca antes esta canción me hizo tanto sentido. Maná - Bendita Tu Luz: http://t.co/BIqy3oy4Ym #Feliz,Alegria,3
70,469678128517103616,Mi viejo me dio los alargues y ahora el cargador me queda mas comodo en la cama #Feliz,Alegria,3
71,469844921474494464,Que hermosa prueba de confianza hacia mi. Se ve que cumpli bien mi rol en esta amistad en todo este tiempo. #feliz,Alegria,3
72,465068130453422080,Tener a alguien que con solo una mirada y u a sonrisa me provoque tantas cosas es increíble #FELIZ 😍💑❤,Alegria,3
73,469479188588924928,"Canta #tu cancion favorita para sentirte  mas #feliz . eso eleva la #oxitocina , la #hormona de los  lazos afectivos.",Alegria,3
74,469497581044002816,Me acaban de aceptar una nota paga en una revista digital de viajes. #Feliz. :) #FelizJueves para todos!!!!,Alegria,3
75,468188361078083584,se nos agranda la Familia 😄😍 felicitaciones prima @desire_marquez que dios te bendiga TQM #VoyASerTio 😄🎉🎉 #feliz #BebeEnCamino #Tetero,Alegria,3
76,465501632831442944,=) dos dias... dsp dos dias y dsp dos dias mas! Y toooodo toma forma! #ansiosisima y #feliz,Alegria,3
77,468275999692820480,"El 23 de febrero nacia Hugo,hoy 19 de mayo a las 4 de la mañana nacia el segungo niño de mi familia este año!BIENVENIDO CARLITOS! #BD #Feliz",Alegria,3
78,468994489168580609,Hoy tengo muchisimas razones para sonreir! Hoy es un gran dia! Gracias Amor #Iloveyou#29#feliz#cumpleaños http://t.co/TKjeBlFq4q,Alegria,3
79,465262121027391488,"Gracias por comprarme el chaleco de cuero yla remera que quería, gracias ♥ #47Street #regalito #feliz :') http://t.co/F1bfxj2xyE",Alegria,3
80,469108463591628800,Mi Gente Fran Fue Subido A Grandes Ligas #FranSubidoAGrandesLigas #Feliz #Fran Lean Esto http://t.co/f4eJkoW6bq,Alegria,3
81,468153780291530753,"Gracias River, gracias Ramón y gracias jugadores por tanta entrega. River y nada más. #Feliz",Alegria,3
82,464750788590718976,"Y un día volví a correr :) #Feliz que bien me hace, gracias Dios",Alegria,3
83,469527190720503808,El 7 voy a ver el partido de la selecciòn Argentina ♥ no veo la hora de ver a Di Maria ♥ #Feliz,Alegria,3
84,469520751272681472,A toda máquina escribiendo y re escribiendo #elsecretodelavida tengo un elencazo y en junio arranco a ensayar! DEBUT EN AGOSTO #feliz,Alegria,3
85,464555995268911104,"Amo ver asi de feliz a mi primo, después de todo :D #Feliz",Alegria,3
86,464783538156355584,Preparada para irnos a hacer unos recados... Luego os cuento!!! #contenra #regalo #diadelamadre #feliz… http://t.co/FvA4AtLADs,Alegria,3
87,469332199104589824,Estoy tan feliz! no había checado mis calificaciones y oh sorpresa! 10 en todoo!! ;) todo el esfuerzo vale la pena #feliz #perfecto,Alegria,3
88,468524567066312705,y sq hoy el día no podia terminar d otra forma mas q #feliz #BuenissimasNochess =),Alegria,3
89,470366970320154624,"Siii, mi prima me presto este libro, que hace mucho queria leer!! #feliz http://t.co/zmWHtQcKGt",Alegria,3
90,464775021123338241,"Desayuno en la cama como debe ser, ya entrene y ahora a disfrutar mi Ultra viernes con  #proyecto #chinaventana #feliz #aniversario",Alegria,3
91,464764690665848832,Buen diaaaaa ! Hoy es viernes de juntada con el Clan ! #Feliz,Alegria,3
92,468951216454918145,"No se trata de tener una relación perfecta, se trata de encontrar a alguien que te haga #feliz en todo momento.""",Alegria,3
93,468031299190419456,Mi primer regalo de cumple adelantado jejejeje gracias tio jair @eleruiz0506  @alisonjohan #feliz http://t.co/x7ucSDMIKG,Alegria,3
94,468225261755174912,River y el país de fiesta. Los demas son felices criticando y demostrando una vez mas que son anti river y se conforman con eso. #Feliz,Alegria,3
95,470022469110493184,La mujer mas feliz del mundo NO SE COMPARA a como estoy yo ahora!!! :D #FELIZ #FOBinArgentina,Alegria,3
96,468430783783645184,Ahora si q se confirmó q voy a ser madrina d un varoncito!!! #Feliz,Alegria,3
97,465634948012322816,Que bien. Anoche en el bingo del club me gane la remera original de Argentina.. #Feliz,Alegria,3
98,469805147997351936,Buen dia ... X desayunar y matar este frio con una buena taza de café con leche..y vainillas... Llegó viernes :-D #Feliz,Alegria,3
99,468338895927910400,"Cuando salgo a andar me encuentro con Abuelas, me interrumpen, pero me encantan sus historias. Las ADORO #Feliz",Alegria,3
100,465565888335589378,Que lindo que hayamos ganado y haber jugado bien #Feliz,Alegria,3
101,469698398116151296,#BuenosDias Que Nervios Hoy Nuestro Primer Diia De Practiicas Veremos Que Tal Se nos Da @07_Nataliah #feliz #viernes Te Quiero PeQueña ♡♡♡,Alegria,3
102,465140025039282176,"Me acabo de comprar el guardapolvo, que cosa rara, ya no lo uso como alumna, sino como practicante #FELIZ ☺☺",Alegria,3
103,464520558861094913,Ahora que pienso empece re bien mayo #Feliz #BastanteBienTodo,Alegria,3
104,468221428937273344,Mi proyecto “5 semanas en mi vida - La historia de Pierre“ ya tiene trailer esta será la mejor primera temporada #Feliz,Alegria,3
105,469642933910913024,La madre que me voy de presidente para dentro de cuatro años Ing Civil #JairoVelandia #Presidente por un Pais #Feliz Espero su apoyo¡¡,Alegria,3
106,468152931225980928,"Decidida a tener una vida a tu lado, te hare tan feliz, no te fallare!! #feliz #decidida #amorporsiempre",Alegria,3
107,469846320082354176,"Ademas de estudiar teatro, abogacia, conocer gente importante y viajar a Europa, tambien sere DJ .. wow son tantas bendiciones!  #FELIZ",Alegria,3
108,468156051578437632,Gracias River de mi vida !!! Gracias viejo por hacerme del club mas grande del mundo!! #Feliz,Alegria,3
109,469149568849158144,"Mientras unos se sientan a mirar,otros corremos con alma hacia lo q queremos 👏🙏😍🎀❤️#Bendecida #feliz",Alegria,3
110,464587766811340800,Definitivamente hay que aprovechar las oportunidades que da la vida en el mismo instante en que se presentan. #Feliz,Alegria,3
111,469489912354308096,Y na hoy es jueves y tamos en #tbt #feliz lo q Dios une no lo separa NADIE #amigasxsiempre mas de 20… http://t.co/5cE4eZE2Tb,Alegria,3
112,469148967285321728,"Hay gente que me ama, me ama de verdad!!! Y está bueno que te lo hagan notar.... #Feliz",Alegria,3
113,465301845758726145,Somos 34 festejando mi cumple. Que familia tan grande y linda tengo #FELIZ,Alegria,3
114,468062466233352192,Morir de amor solo con una frase... Esa y otras locuras! Que nunca me abandonen! #Feliz,Alegria,3
115,468951621813432324,#lifelesson nada puede ser tan malo como para borrarme la sonrisa de este día :-) #feliz http://t.co/5yimnma6ro,Alegria,3
116,465100431694508032,#BuenosDias Arrancando el día con unos buenos amargos mientras se calienta el agua para el empaste de la Weiss.. #mateando #homebrew #feliz,Alegria,3
117,469576114566742017,buenas tardes jueves gracias a mi padre DIOS #FELIZ,Alegria,3
118,469141035289833472,"Asi como hoy que no tengo cadenas , que no siento mis penas , que me mira hasta el sol waw #feliz",Alegria,3
119,465326057977954304,"Buen partido contra Crovara,debutando en primera B #Feliz #11 #Basquet #pasion #Sarmiento #VamosVerde http://t.co/pL1IjOgcMk",Alegria,3
120,468238729694674945,Necesitaba escuchar esa cancion para relajarme. Ahora a dormir #Feliz buenas nochees,Alegria,3
121,465155596631937024,Acabar con el blanco de @bodegasmuga  y empezar con el tinto celebrado la #comunión de tu hijo es ir de seguro #feliz http://t.co/TGUmV7ztow,Alegria,3
122,468211613947150337,"Totalmente seguro, cuando haces las cosas con buena actitud, las buenas noticias no paran de llegar. #Feliz",Alegria,3
123,468800343846166528,A dormir la siesta con la bebe mas linda del mundo ♡ #Feliz,Alegria,3
124,469626432851677185,- Gracia Atiii Hoy Puedo Ser #Feliz Mi Amor -,Alegria,3
125,469371802473754624,"Buenos dias, empezamos un nuevo 22 juntos @alexrrll #Feliz :D",Alegria,3
126,465338625538789378,y que nos sale genial el baile de los 15 #feliz jejeje estüvo padre lo malo es que no veré a los otro chambelanes más,Alegria,3
127,469383695053647872,"Cuando eres #feliz y te pasan cosas bonitas, aunque no duermas, tienes energía de sobra para comerte el #jueves a bocaos! Buen día!",Alegria,3
128,468152290114027521,gracias sr x un dia mas  hai q vivir el dia dia como sip fuera el ultimo #feliz#,Alegria,3
129,470654678410076160,"Con una sonrisa en la cara pese a todo, lo cual nunca va a cambiar. #Feliz http://t.co/1YUgWKIfah",Alegria,3
130,468250514308988928,"La vida tiene muchas opciones, no tienes que escoger siempre la que parece mejor, sino la que te haga #feliz...!!",Alegria,3
131,465171991449075712,Visitando a la familia en mi hermosa #TingoMaria #feliz feliz feliz feliiiiizzzzz!!! :'3,Alegria,3
132,465526949876486144,#suprimerteamo #momsday #feliz nada puede expresar lo que siento por mi rey!!.. Eres mi mayor… http://t.co/jeRXTMVVq9,Alegria,3
133,468924666787430401,Un cumpleaños con la persona que amas es magnifico &lt;3 &lt;3 &lt;3 &lt;3 te amo clau &lt;3 #feliz #enamorado: me siento feliz,Alegria,3
134,464742277240590336,"Empezando una bonita mañana, Rewind suena en mis auris, mientras viajo sentada en el subte a #milagro #feliz #holi",Alegria,3
135,465476364800634880,Justo en una semana me quedarán unas horas para volver a verte @PabloLopezMusic :)!!! #Viaje #BcnBenidorm #Concierto #Ganas #Iusión #Feliz,Alegria,3
136,465627069763059712,"Tarde de madres... Con el combo de tias, la madre y la abuela #feliz",Alegria,3
137,468083846760898560,Hoy a ver el partido a lo de mi mejor amiga! #Feliz,Alegria,3
138,469251032967835648,“@Flordelav: Un fuego el ensayo! Con los ojos puestos en el futuro. #Feliz #Siempre #Feliche” MUCHA MERDE!!!!!,Alegria,3
139,465139877726920704,"Muy lindo con los chicos como salimos, a seguir adelante! Muy linda experiencia #Feliz",Alegria,3
140,470667354641543168,Me siento rodeado de las mejores personas del mundo #feliz #gracias a tod@s http://t.co/zVqYdinDoo,Alegria,3
141,464532850122186752,Después de tanto tiempo adentro de ese colegio estar con el curso que estoy es lo mejor que me paso #Comu #13M llega ya! #Sensible #Feliz ♥,Alegria,3
142,468360539484061697,Excelente inicio de semana mi gente chula de bonita!!! #Feliz #AmonosMundo,Alegria,3
143,469695482768683008,#Happy #Feliz Nada Como Estudiar... y Tener La Satisfacción d Q T fue Bn.. #Feliz,Alegria,3
144,470697260251361280,Que bien se siente cuando logras linda cosas poniéndole esfuerzo y voluntad#Feliz,Alegria,3
145,465523631049945088,Hoy domingo es para ver Futbol todo el dia con un mate en la mano #Feliz,Alegria,3
146,469541039259521025,Yo no puedo creer que estuve 15 minutos seguido sin nauseas #feliz,Alegria,3
147,464602469327470592,"Hoy casi lloro, llegue a tocar la punta de los pies elongando #Feliz",Alegria,3
148,468216337366810626,Se viene una corta semana! Vamos que se puede :D #Motivado #Feliz #Vamos,Alegria,3
149,468950714904240131,Feliz arreglando mi tienda nueva me filmo mi hijo jajjajjaj 😊 #happy #feliz #asesoría #imageconsultant… http://t.co/9423kqxgGj,Alegria,3
150,464427110283882496,A ver una nueva tertulia de una hora y ya van 4h hoy :P^^^#feliz #f1,Alegria,3
151,464934304255311872,"Que lindo llegar a casa, ahora cena en familia. #Feliz #FamilyLove",Alegria,3
152,469219816885460992,Cuando pienso en tu amor y en tu fidelidad no puedo hacer mas... No me quiero conformar... Quiero mas...#AgradecidaDeMiDios #Feliz,Alegria,3
153,468155409032052736,Lo bueno de la vida es luchar por las metas que nosotros mismos marcamos. #BuenasNoches #Feliz,Alegria,3
154,465664102619426817,“@pechito37: Ya de vuelta en el Hotel! Gran fin de semana de todo el equipo @CitroenRacing 1ro en camp y mas diferencia con el 2do #feliz”,Alegria,3
155,464804319200804864,@BocaAdherentes @SociosDelCabj Costo pero se pudo!! A la cancha con mi viejo y sobrino. nos vemos adentro!!  #Feliz,Alegria,3
156,465331828422098945,#SoyMamaLucy porque soy la mejor de todas#feliz dia a todas las que tenemos la dicha de ser madres #todas a participar,Alegria,3
157,465362905849163776,"Disfrutar de #SalsaAlParque de una manera completamente diferente e improvisado, no tiene precio #Feliz &lt;3",Alegria,3
158,464557138103508992,"Me sale olor a formol hasta por los poros, pero amé la mostracion de anatomia! #Feliz :D",Alegria,3
159,468149705495810048,"Gano el depor, sale campeon River que mas puedo pedir? #RiverCampeon #FELIZ",Alegria,3
160,468780818006294528,"Vale que yo no haya viajado a EEUU, pero que viaje alguien que conozcas vale la pena si te trae esta duzlura😍😍 #feliz http://t.co/sQqDRkrWVe",Alegria,3
161,468813380665757697,"Me voy pero quiero que sepas, que eres muy importante para mi y eso es lo que me hace #Feliz hasta mañana @Canal105fm #Carlosaldivarg",Alegria,3
162,468788887993597952,"Abriendose nuevos caminos, nuevos retos, nuevas oportunidades &lt;3 :3 #Feliz",Alegria,3
163,469230894705049601,Que lindo es ir a comprar con tu papa muuucha ropa y zapatos!!!!! #feliz,Alegria,3
164,464697001326956544,Han puesto todos los cd's de @ericsaademusic en Spotify!!!! 😍😍😍😃😃👏❤ cada vez vamos a mejor! #Feliz,Alegria,3
165,464807323186114560,Un orgullo haber participado del Congreso Nacional del Partido Nacional y poder encontrarme con tantos amigos del país. #Feliz!,Alegria,3
166,464580944662642688,Hoy recibí buenas noticias. Pero que me cambian la fecha del parcial fue la meeeejorrrr!!!!!!!!!! #chocha #feliz,Alegria,3
167,465225163106422785,"Disfrutando de un bien merecido 7mo lugar en categoría élite, sin q hayan tenido q jalarme o empujarme :):):):) #feliz",Alegria,3
168,469967691298918400,He terminado mi semana #Feliz ahora si... Vacaciones vengan a mi! 💁✈️🍹👙👠💄 http://t.co/l0vm1QIAeJ,Alegria,3
169,469800117235482624,Ok terminando ya casi mi rutina.... puedo irme #feliz excelente #viernes #my #friends @ Olympus gym Manta http://t.co/w7tV62TsRW,Alegria,3
170,465402825317826560,"Comunión de mi sobriniyo!! Ai mi Manu, Dios mio, si parece que fue ayer cuando me lo pusieron en brazos :( como te reqetequiero enano #Feliz",Alegria,3
171,465114142706503680,"De este grupo por mejorar y trabajar son increíbles . Toda esfuerzo tiene su recompensa . #Feliz #Orgullosa ,#Trabajo #benjamines",Alegria,3
172,468066942272929793,Días cono estos te das cuenta que somos el país menos algunos. Bs As vestida con la banda. Que lindo todo esto #Feliz pase lo que pase,Alegria,3
173,464870871661035520,Julia y Matteo..mis dos sobrinos/ahijados nacieron en mayo...que hermoso regalo de cumpleaños..que Bendición! #FELIZ,Alegria,3
174,469302609220612096,Ojala que mañana llueva demasiado y sale quedarce durmiendo en casa #Feliz,Alegria,3
175,465496909403414528,Primera toma de contacto con el asfalto tras casi 4 meses de parón. No hay dolor de rodilla en 40 mins de running! #feliz #running #gogogo,Alegria,3
176,464900131599306752,tu eres ese amor que prefiero llevarme a la tumba porque no importa que pase el solo verte me hace #feliz,Alegria,3
177,464417280307494912,@walterengineer ppaaaaapaaaa ya me confirmaron si me voy el sabado para Carora al festival de tchaikowski wwuujjuuu #feliz :D,Alegria,3
178,465546022182486017,Gracias a Dios por darme el mayor de los regalos ser hija y ser madre 🙏 #madre #feliz #hijos #orgullo… http://t.co/hokMTi4ykY,Alegria,3
179,469479344264335360,"Un paso mas cerca, poco a poco se van recogiendo los frutos del esfuerzo #Feliz http://t.co/HnayF9vcYM",Alegria,3
180,465631257901031424,"Pachuca a la final, Delfines campeon, mañana contrato primero dios ¿que mas puedo pedir? #Feliz",Alegria,3
181,468142745518096384,Lejos de todo lo malo! Rodeada de gente hermosa y de buen corazón ❤️ #feliz 🙏🙏🙏🙏 gracias Dios!,Alegria,3
182,468272650595618817,18 Mayo.... 2 Años! En los cuales he vivido miles de sensaciones y muchas cosas gratificantes. Feliz seguiré trabajando :) :) :) #Feliz,Alegria,3
183,469160569434832896,Que lindo como llueve y ya en casa ... se viene la siesta #Feliz,Alegria,3
184,464946690148270080,"Hermosa jornada la de hoy en Biei con mamà y Giuli... una gran noticia para el pròximo 20 de mayo, un gran gran dia :) #Feliz!",Alegria,3
185,468253787355115520,"Y bueno ahora sii a dormiir,, despues de un HERMOSO finde rodeada de gente la cual AMO ♥ #Feliz #MisAmores #Amistades #Sobrinos #MuchoAMOR ♡",Alegria,3
186,469291166387548160,Woo parece mentira tres novela de mi Barbie una tras otra en @TelemundoIntl y se puede pedir mas'? Gracias #ATM #LCDAL y #CV yeiii #Feliz,Alegria,3
187,468372284638384129,"Hoy desperté tan #Feliz, que solo me queda agradecerte Dios por tantas bendiciones en mi vida♥",Alegria,3
188,465640761753862145,Mi amiguito Alex siempre me hace esos tipos de favores ya me recupero mi contraseña :)) #Feliz @AleksSalazar gracias,Alegria,3
189,465585592336916480,Buenas noches mundo! Feliz comienzo de semana!  #feliz #asíSí http://t.co/eUEwIfwzks,Alegria,3
190,469973414367989760,"Ha sido una semana extraordinaria, de muchas luchas, de mucha palabra de #Dios experimentando su infinito amor por mi una vez más. #FELIZ :D",Alegria,3
191,465882551652208641,Alguien amaneció bien feliz y con ganas de comerse en mundo entero. #feliz #enamorada #decidida… http://t.co/UCywzHfeXq,Alegria,3
192,464815681163522048,Se viene una nueva gran movida solidaria! #Feliz,Alegria,3
193,468065966174138371,"Que lindo día y que lindo poder ir a verlos, me hace sentir bien ! #feliz",Alegria,3
194,465611063766294529,A pesar del dia muy lindo lo q estamos viviendo #feliz cumple amor,Alegria,3
195,464875804363464704,Mi sonrisa siempre frente a todo😁 y a lo largo del camino #Patagonia #sonrisa #feliz #happy #paisaje 😊 http://t.co/bT0p1iymrP,Alegria,3
196,464848262663778304,ayer esta muy mal! Gracias Dios.. Hoy estoy mucho mejor! #Feliz,Alegria,3
197,464993936134901761,Q lindo viernes.. Q buen comienzo del finde.. #Feliz,Alegria,3
198,465454595003924481,"TREMENDA NOOCHE! Mates con mama, y a dormir con esta hermosa lluvia. #Feliz",Alegria,3
199,469146262001168386,Como amo q venga mi mama de bs as y llenarme de ropa #Feliz!,Alegria,3
200,468756804617637888,Ahora si q si!! India allá voy! 👳👳👳 #voluntariado #feliz http://t.co/u9ynyuXtHr,Alegria,3
201,465899864812167168,Hace rato no paso un lunes en casa!! #feliz,Alegria,3
202,468159229824888832,"Aunque perdimos,me gusto como jugo el pincha,Gracias bruja por tanto &lt;3 #Feliz",Alegria,3
203,469314820828069889,Ooo que bonito que bonito. Ver la foto de la Yaya me hizo bieeen. Soy #Feliz #Tierna #Loveee @MayraTous,Alegria,3
204,468412281576259585,"Back in Rosario después de dos semanas increibles, distintas, unicas, divertidas, magicas y muy esperadas! Mexico + FIE ♥ #feliz",Alegria,3
205,464530422379335680,Lindo encontrar a alguien que te acompañe por toda tu travesía en el mundo mágico #Feliz #TiempoVuela :),Alegria,3
