id,tweet,emocion
469994754663780353,A cenar a la casa de mi teacher de quinto año! Que lindos recuerdos!! #feliz,alegria
465618904883011584,#EsOficial Esta foto resume como ha sido mi fin de semana! #Feliz y #Euforico...! Y el 50x100 ha sido gracias a... http://t.co/6VSACwbp7x,alegria
465862396750209024,"Esta semana, será de locos, pero si todo sale bien, iniciará algo muy bueno. #FELIZ",alegria
464948468591902720,Fin de semana del Día de las Madres en Familia y con Amigas! #Feliz #HomeSweetHome :),alegria
464870421859688448,Que hermoso cuando se te juntan muchas cosas buenas y te sale todo bien #Feliz 😄😃😊☺,alegria
468336043092348928,Hoy veo a mi novio si si claro que si #Feliz,alegria
465561762855919616,Esta foto resume el fin de fiesta del POP UP de @ngmoda. El estreno ha sido un éxito! GRACIAS A TODOS!! #feliz http://t.co/hBRFriaNMh,alegria
464753077170761729,Sencillamente #feliz al lado del #Mejorhombre que pueda existir en la faz de la tierra #teamo #mitodo te ganaste a pulso mi corazón,alegria
469827996774187008,Llego el día. Campus 2014 GyE.. Muchas Gracias @GyECR por permitirme esta oportunidad! #Feliz http://t.co/yjxN4ZgQBj,alegria
464611519876321281,De esas veces qe solo puedo decir..... GRACIAS POR TODO DIOSITO!!!! #Feliz♥,alegria
465862724283801600,"Muy lindo finde, muy jodido y lindo el festejo! Familia, amigos, un año mas! No se puede pedir mas! #Feliz",alegria
469011283451604992,Estamos preparando #manualidades para éste fin de semana con los peques ¿Tenéis pensado algo? #Feliz #Miércoles desde http://t.co/XZNnKi5cI4,alegria
468504011377618944,"Pues llegó el dia de acabar con las alarmas, de recuperar el sueño perdido, de achuchar bien a la cama... #buenasnoches #feliz",alegria
465167274467688449,Lluvia Perfecta.... #Relax #Familia #Feliz antesala día de las Madres.. super consentida...,alegria
465653482968457216,"Que lindo viajar en interurbanos, que lindo viajar comodisisisiima, que lindo VIAJAR! Camino a Bs As #feliz",alegria
468759492432502784,Sii hoy voy a poder dormir siesta :) #feliz,alegria
464830493708779520,Espléndido inicio del Giro con Belfast echada a la calle. Tres semanas de pasión ciclista en rosa por delante. #Giro #ciclismo #Feliz,alegria
468218615326851072,Final de una linda y extensa jornada laboral. Uno trabaja para días como estos. #Feliz #Cansada #Hambrienta,alegria
464665751308488704,Buenos dias a tod@s hoy estamos de viernes....feliz por todo y con ganas de afrontar la vida tan perfecta q tengo gracias a ti!!! #feliz😊😊😊,alegria
464617304786223106,Al fin puedo leer lo que hace tiempo quería que escribieras ! ❤ #Feliz,alegria
465531746617151488,Preparada para irnos a hacer unos recados... Luego os cuento!!! #contenra #regalo #diadelamadre #feliz #ole #gracias http://t.co/lyHHbzeV3s,alegria
469689535178096640,Y así es como la vida nos sorprende!! Nunca antes esta canción me hizo tanto sentido. Maná - Bendita Tu Luz: http://t.co/BIqy3oy4Ym #Feliz,alegria
469678128517103616,Mi viejo me dio los alargues y ahora el cargador me queda mas comodo en la cama #Feliz,alegria
469844921474494464,Que hermosa prueba de confianza hacia mi. Se ve que cumpli bien mi rol en esta amistad en todo este tiempo. #feliz,alegria
465068130453422080,Tener a alguien que con solo una mirada y u a sonrisa me provoque tantas cosas es increíble #FELIZ 😍💑❤,alegria
469479188588924928,"Canta #tu cancion favorita para sentirte  mas #feliz . eso eleva la #oxitocina , la #hormona de los  lazos afectivos.",alegria
469497581044002816,Me acaban de aceptar una nota paga en una revista digital de viajes. #Feliz. :) #FelizJueves para todos!!!!,alegria
468188361078083584,se nos agranda la Familia 😄😍 felicitaciones prima @desire_marquez que dios te bendiga TQM #VoyASerTio 😄🎉🎉 #feliz #BebeEnCamino #Tetero,alegria
465501632831442944,=) dos dias... dsp dos dias y dsp dos dias mas! Y toooodo toma forma! #ansiosisima y #feliz,alegria
468275999692820480,"El 23 de febrero nacia Hugo,hoy 19 de mayo a las 4 de la mañana nacia el segungo niño de mi familia este año!BIENVENIDO CARLITOS! #BD #Feliz",alegria
468994489168580609,Hoy tengo muchisimas razones para sonreir! Hoy es un gran dia! Gracias Amor #Iloveyou#29#feliz#cumpleaños http://t.co/TKjeBlFq4q,alegria
465262121027391488,"Gracias por comprarme el chaleco de cuero yla remera que quería, gracias ♥ #47Street #regalito #feliz :') http://t.co/F1bfxj2xyE",alegria
469108463591628800,Mi Gente Fran Fue Subido A Grandes Ligas #FranSubidoAGrandesLigas #Feliz #Fran Lean Esto http://t.co/f4eJkoW6bq,alegria
468153780291530753,"Gracias River, gracias Ramón y gracias jugadores por tanta entrega. River y nada más. #Feliz",alegria
464750788590718976,"Y un día volví a correr :) #Feliz que bien me hace, gracias Dios",alegria
469527190720503808,El 7 voy a ver el partido de la selecciòn Argentina ♥ no veo la hora de ver a Di Maria ♥ #Feliz,alegria
469520751272681472,A toda máquina escribiendo y re escribiendo #elsecretodelavida tengo un elencazo y en junio arranco a ensayar! DEBUT EN AGOSTO #feliz,alegria
464555995268911104,"Amo ver asi de feliz a mi primo, después de todo :D #Feliz",alegria
464783538156355584,Preparada para irnos a hacer unos recados... Luego os cuento!!! #contenra #regalo #diadelamadre #feliz… http://t.co/FvA4AtLADs,alegria
469332199104589824,Estoy tan feliz! no había checado mis calificaciones y oh sorpresa! 10 en todoo!! ;) todo el esfuerzo vale la pena #feliz #perfecto,alegria
468524567066312705,y sq hoy el día no podia terminar d otra forma mas q #feliz #BuenissimasNochess =),alegria
470366970320154624,"Siii, mi prima me presto este libro, que hace mucho queria leer!! #feliz http://t.co/zmWHtQcKGt",alegria
464775021123338241,"Desayuno en la cama como debe ser, ya entrene y ahora a disfrutar mi Ultra viernes con  #proyecto #chinaventana #feliz #aniversario",alegria
464764690665848832,Buen diaaaaa ! Hoy es viernes de juntada con el Clan ! #Feliz,alegria
468951216454918145,"No se trata de tener una relación perfecta, se trata de encontrar a alguien que te haga #feliz en todo momento.""",alegria
468031299190419456,Mi primer regalo de cumple adelantado jejejeje gracias tio jair @eleruiz0506  @alisonjohan #feliz http://t.co/x7ucSDMIKG,alegria
468225261755174912,River y el país de fiesta. Los demas son felices criticando y demostrando una vez mas que son anti river y se conforman con eso. #Feliz,alegria
470022469110493184,La mujer mas feliz del mundo NO SE COMPARA a como estoy yo ahora!!! :D #FELIZ #FOBinArgentina,alegria
468430783783645184,Ahora si q se confirmó q voy a ser madrina d un varoncito!!! #Feliz,alegria
465634948012322816,Que bien. Anoche en el bingo del club me gane la remera original de Argentina.. #Feliz,alegria
469805147997351936,Buen dia ... X desayunar y matar este frio con una buena taza de café con leche..y vainillas... Llegó viernes :-D #Feliz,alegria
468338895927910400,"Cuando salgo a andar me encuentro con Abuelas, me interrumpen, pero me encantan sus historias. Las ADORO #Feliz",alegria
465565888335589378,Que lindo que hayamos ganado y haber jugado bien #Feliz,alegria
469698398116151296,#BuenosDias Que Nervios Hoy Nuestro Primer Diia De Practiicas Veremos Que Tal Se nos Da @07_Nataliah #feliz #viernes Te Quiero PeQueña ♡♡♡,alegria
465140025039282176,"Me acabo de comprar el guardapolvo, que cosa rara, ya no lo uso como alumna, sino como practicante #FELIZ ☺☺",alegria
464520558861094913,Ahora que pienso empece re bien mayo #Feliz #BastanteBienTodo,alegria
468221428937273344,Mi proyecto “5 semanas en mi vida - La historia de Pierre“ ya tiene trailer esta será la mejor primera temporada #Feliz,alegria
469642933910913024,La madre que me voy de presidente para dentro de cuatro años Ing Civil #JairoVelandia #Presidente por un Pais #Feliz Espero su apoyo¡¡,alegria
468152931225980928,"Decidida a tener una vida a tu lado, te hare tan feliz, no te fallare!! #feliz #decidida #amorporsiempre",alegria
469846320082354176,"Ademas de estudiar teatro, abogacia, conocer gente importante y viajar a Europa, tambien sere DJ .. wow son tantas bendiciones!  #FELIZ",alegria
468156051578437632,Gracias River de mi vida !!! Gracias viejo por hacerme del club mas grande del mundo!! #Feliz,alegria
469149568849158144,"Mientras unos se sientan a mirar,otros corremos con alma hacia lo q queremos 👏🙏😍🎀❤️#Bendecida #feliz",alegria
464587766811340800,Definitivamente hay que aprovechar las oportunidades que da la vida en el mismo instante en que se presentan. #Feliz,alegria
469489912354308096,Y na hoy es jueves y tamos en #tbt #feliz lo q Dios une no lo separa NADIE #amigasxsiempre mas de 20… http://t.co/5cE4eZE2Tb,alegria
469148967285321728,"Hay gente que me ama, me ama de verdad!!! Y está bueno que te lo hagan notar.... #Feliz",alegria
465301845758726145,Somos 34 festejando mi cumple. Que familia tan grande y linda tengo #FELIZ,alegria
468062466233352192,Morir de amor solo con una frase... Esa y otras locuras! Que nunca me abandonen! #Feliz,alegria
468951621813432324,#lifelesson nada puede ser tan malo como para borrarme la sonrisa de este día :-) #feliz http://t.co/5yimnma6ro,alegria
465100431694508032,#BuenosDias Arrancando el día con unos buenos amargos mientras se calienta el agua para el empaste de la Weiss.. #mateando #homebrew #feliz,alegria
469576114566742017,buenas tardes jueves gracias a mi padre DIOS #FELIZ,alegria
469141035289833472,"Asi como hoy que no tengo cadenas , que no siento mis penas , que me mira hasta el sol waw #feliz",alegria
465326057977954304,"Buen partido contra Crovara,debutando en primera B #Feliz #11 #Basquet #pasion #Sarmiento #VamosVerde http://t.co/pL1IjOgcMk",alegria
468238729694674945,Necesitaba escuchar esa cancion para relajarme. Ahora a dormir #Feliz buenas nochees,alegria
465155596631937024,Acabar con el blanco de @bodegasmuga  y empezar con el tinto celebrado la #comunión de tu hijo es ir de seguro #feliz http://t.co/TGUmV7ztow,alegria
468211613947150337,"Totalmente seguro, cuando haces las cosas con buena actitud, las buenas noticias no paran de llegar. #Feliz",alegria
468800343846166528,A dormir la siesta con la bebe mas linda del mundo ♡ #Feliz,alegria
469626432851677185,- Gracia Atiii Hoy Puedo Ser #Feliz Mi Amor -,alegria
469371802473754624,"Buenos dias, empezamos un nuevo 22 juntos @alexrrll #Feliz :D",alegria
465338625538789378,y que nos sale genial el baile de los 15 #feliz jejeje estüvo padre lo malo es que no veré a los otro chambelanes más,alegria
469383695053647872,"Cuando eres #feliz y te pasan cosas bonitas, aunque no duermas, tienes energía de sobra para comerte el #jueves a bocaos! Buen día!",alegria
468152290114027521,gracias sr x un dia mas  hai q vivir el dia dia como sip fuera el ultimo #feliz#,alegria
470654678410076160,"Con una sonrisa en la cara pese a todo, lo cual nunca va a cambiar. #Feliz http://t.co/1YUgWKIfah",alegria
468250514308988928,"La vida tiene muchas opciones, no tienes que escoger siempre la que parece mejor, sino la que te haga #feliz...!!",alegria
465171991449075712,Visitando a la familia en mi hermosa #TingoMaria #feliz feliz feliz feliiiiizzzzz!!! :'3,alegria
465526949876486144,#suprimerteamo #momsday #feliz nada puede expresar lo que siento por mi rey!!.. Eres mi mayor… http://t.co/jeRXTMVVq9,alegria
468924666787430401,Un cumpleaños con la persona que amas es magnifico &lt;3 &lt;3 &lt;3 &lt;3 te amo clau &lt;3 #feliz #enamorado: me siento feliz,alegria
464742277240590336,"Empezando una bonita mañana, Rewind suena en mis auris, mientras viajo sentada en el subte a #milagro #feliz #holi",alegria
465476364800634880,Justo en una semana me quedarán unas horas para volver a verte @PabloLopezMusic :)!!! #Viaje #BcnBenidorm #Concierto #Ganas #Iusión #Feliz,alegria
465627069763059712,"Tarde de madres... Con el combo de tias, la madre y la abuela #feliz",alegria
468083846760898560,Hoy a ver el partido a lo de mi mejor amiga! #Feliz,alegria
469251032967835648,“@Flordelav: Un fuego el ensayo! Con los ojos puestos en el futuro. #Feliz #Siempre #Feliche” MUCHA MERDE!!!!!,alegria
465139877726920704,"Muy lindo con los chicos como salimos, a seguir adelante! Muy linda experiencia #Feliz",alegria
470667354641543168,Me siento rodeado de las mejores personas del mundo #feliz #gracias a tod@s http://t.co/zVqYdinDoo,alegria
464532850122186752,Después de tanto tiempo adentro de ese colegio estar con el curso que estoy es lo mejor que me paso #Comu #13M llega ya! #Sensible #Feliz ♥,alegria
468360539484061697,Excelente inicio de semana mi gente chula de bonita!!! #Feliz #AmonosMundo,alegria
469695482768683008,#Happy #Feliz Nada Como Estudiar... y Tener La Satisfacción d Q T fue Bn.. #Feliz,alegria
470697260251361280,Que bien se siente cuando logras linda cosas poniéndole esfuerzo y voluntad#Feliz,alegria
465523631049945088,Hoy domingo es para ver Futbol todo el dia con un mate en la mano #Feliz,alegria
469541039259521025,Yo no puedo creer que estuve 15 minutos seguido sin nauseas #feliz,alegria
464602469327470592,"Hoy casi lloro, llegue a tocar la punta de los pies elongando #Feliz",alegria
468216337366810626,Se viene una corta semana! Vamos que se puede :D #Motivado #Feliz #Vamos,alegria
468950714904240131,Feliz arreglando mi tienda nueva me filmo mi hijo jajjajjaj 😊 #happy #feliz #asesoría #imageconsultant… http://t.co/9423kqxgGj,alegria
464427110283882496,A ver una nueva tertulia de una hora y ya van 4h hoy :P^^^#feliz #f1,alegria
464934304255311872,"Que lindo llegar a casa, ahora cena en familia. #Feliz #FamilyLove",alegria
469219816885460992,Cuando pienso en tu amor y en tu fidelidad no puedo hacer mas... No me quiero conformar... Quiero mas...#AgradecidaDeMiDios #Feliz,alegria
468155409032052736,Lo bueno de la vida es luchar por las metas que nosotros mismos marcamos. #BuenasNoches #Feliz,alegria
465664102619426817,“@pechito37: Ya de vuelta en el Hotel! Gran fin de semana de todo el equipo @CitroenRacing 1ro en camp y mas diferencia con el 2do #feliz”,alegria
464804319200804864,@BocaAdherentes @SociosDelCabj Costo pero se pudo!! A la cancha con mi viejo y sobrino. nos vemos adentro!!  #Feliz,alegria
465331828422098945,#SoyMamaLucy porque soy la mejor de todas#feliz dia a todas las que tenemos la dicha de ser madres #todas a participar,alegria
465362905849163776,"Disfrutar de #SalsaAlParque de una manera completamente diferente e improvisado, no tiene precio #Feliz &lt;3",alegria
464557138103508992,"Me sale olor a formol hasta por los poros, pero amé la mostracion de anatomia! #Feliz :D",alegria
468149705495810048,"Gano el depor, sale campeon River que mas puedo pedir? #RiverCampeon #FELIZ",alegria
468780818006294528,"Vale que yo no haya viajado a EEUU, pero que viaje alguien que conozcas vale la pena si te trae esta duzlura😍😍 #feliz http://t.co/sQqDRkrWVe",alegria
468813380665757697,"Me voy pero quiero que sepas, que eres muy importante para mi y eso es lo que me hace #Feliz hasta mañana @Canal105fm #Carlosaldivarg",alegria
468788887993597952,"Abriendose nuevos caminos, nuevos retos, nuevas oportunidades &lt;3 :3 #Feliz",alegria
469230894705049601,Que lindo es ir a comprar con tu papa muuucha ropa y zapatos!!!!! #feliz,alegria
464697001326956544,Han puesto todos los cd's de @ericsaademusic en Spotify!!!! 😍😍😍😃😃👏❤ cada vez vamos a mejor! #Feliz,alegria
464807323186114560,Un orgullo haber participado del Congreso Nacional del Partido Nacional y poder encontrarme con tantos amigos del país. #Feliz!,alegria
464580944662642688,Hoy recibí buenas noticias. Pero que me cambian la fecha del parcial fue la meeeejorrrr!!!!!!!!!! #chocha #feliz,alegria
465225163106422785,"Disfrutando de un bien merecido 7mo lugar en categoría élite, sin q hayan tenido q jalarme o empujarme :):):):) #feliz",alegria
469967691298918400,He terminado mi semana #Feliz ahora si... Vacaciones vengan a mi! 💁✈️🍹👙👠💄 http://t.co/l0vm1QIAeJ,alegria
469800117235482624,Ok terminando ya casi mi rutina.... puedo irme #feliz excelente #viernes #my #friends @ Olympus gym Manta http://t.co/w7tV62TsRW,alegria
465402825317826560,"Comunión de mi sobriniyo!! Ai mi Manu, Dios mio, si parece que fue ayer cuando me lo pusieron en brazos :( como te reqetequiero enano #Feliz",alegria
465114142706503680,"De este grupo por mejorar y trabajar son increíbles . Toda esfuerzo tiene su recompensa . #Feliz #Orgullosa ,#Trabajo #benjamines",alegria
468066942272929793,Días cono estos te das cuenta que somos el país menos algunos. Bs As vestida con la banda. Que lindo todo esto #Feliz pase lo que pase,alegria
464870871661035520,Julia y Matteo..mis dos sobrinos/ahijados nacieron en mayo...que hermoso regalo de cumpleaños..que Bendición! #FELIZ,alegria
469302609220612096,Ojala que mañana llueva demasiado y sale quedarce durmiendo en casa #Feliz,alegria
465496909403414528,Primera toma de contacto con el asfalto tras casi 4 meses de parón. No hay dolor de rodilla en 40 mins de running! #feliz #running #gogogo,alegria
464900131599306752,tu eres ese amor que prefiero llevarme a la tumba porque no importa que pase el solo verte me hace #feliz,alegria
464417280307494912,@walterengineer ppaaaaapaaaa ya me confirmaron si me voy el sabado para Carora al festival de tchaikowski wwuujjuuu #feliz :D,alegria
465546022182486017,Gracias a Dios por darme el mayor de los regalos ser hija y ser madre 🙏 #madre #feliz #hijos #orgullo… http://t.co/hokMTi4ykY,alegria
469479344264335360,"Un paso mas cerca, poco a poco se van recogiendo los frutos del esfuerzo #Feliz http://t.co/HnayF9vcYM",alegria
465631257901031424,"Pachuca a la final, Delfines campeon, mañana contrato primero dios ¿que mas puedo pedir? #Feliz",alegria
468142745518096384,Lejos de todo lo malo! Rodeada de gente hermosa y de buen corazón ❤️ #feliz 🙏🙏🙏🙏 gracias Dios!,alegria
468272650595618817,18 Mayo.... 2 Años! En los cuales he vivido miles de sensaciones y muchas cosas gratificantes. Feliz seguiré trabajando :) :) :) #Feliz,alegria
469160569434832896,Que lindo como llueve y ya en casa ... se viene la siesta #Feliz,alegria
464946690148270080,"Hermosa jornada la de hoy en Biei con mamà y Giuli... una gran noticia para el pròximo 20 de mayo, un gran gran dia :) #Feliz!",alegria
468253787355115520,"Y bueno ahora sii a dormiir,, despues de un HERMOSO finde rodeada de gente la cual AMO ♥ #Feliz #MisAmores #Amistades #Sobrinos #MuchoAMOR ♡",alegria
469291166387548160,Woo parece mentira tres novela de mi Barbie una tras otra en @TelemundoIntl y se puede pedir mas'? Gracias #ATM #LCDAL y #CV yeiii #Feliz,alegria
468372284638384129,"Hoy desperté tan #Feliz, que solo me queda agradecerte Dios por tantas bendiciones en mi vida♥",alegria
465640761753862145,Mi amiguito Alex siempre me hace esos tipos de favores ya me recupero mi contraseña :)) #Feliz @AleksSalazar gracias,alegria
465585592336916480,Buenas noches mundo! Feliz comienzo de semana!  #feliz #asíSí http://t.co/eUEwIfwzks,alegria
469973414367989760,"Ha sido una semana extraordinaria, de muchas luchas, de mucha palabra de #Dios experimentando su infinito amor por mi una vez más. #FELIZ :D",alegria
465882551652208641,Alguien amaneció bien feliz y con ganas de comerse en mundo entero. #feliz #enamorada #decidida… http://t.co/UCywzHfeXq,alegria
464815681163522048,Se viene una nueva gran movida solidaria! #Feliz,alegria
468065966174138371,"Que lindo día y que lindo poder ir a verlos, me hace sentir bien ! #feliz",alegria
465611063766294529,A pesar del dia muy lindo lo q estamos viviendo #feliz cumple amor,alegria
464875804363464704,Mi sonrisa siempre frente a todo😁 y a lo largo del camino #Patagonia #sonrisa #feliz #happy #paisaje 😊 http://t.co/bT0p1iymrP,alegria
464848262663778304,ayer esta muy mal! Gracias Dios.. Hoy estoy mucho mejor! #Feliz,alegria
464993936134901761,Q lindo viernes.. Q buen comienzo del finde.. #Feliz,alegria
465454595003924481,"TREMENDA NOOCHE! Mates con mama, y a dormir con esta hermosa lluvia. #Feliz",alegria
469146262001168386,Como amo q venga mi mama de bs as y llenarme de ropa #Feliz!,alegria
468756804617637888,Ahora si q si!! India allá voy! 👳👳👳 #voluntariado #feliz http://t.co/u9ynyuXtHr,alegria
465899864812167168,Hace rato no paso un lunes en casa!! #feliz,alegria
468159229824888832,"Aunque perdimos,me gusto como jugo el pincha,Gracias bruja por tanto &lt;3 #Feliz",alegria
469314820828069889,Ooo que bonito que bonito. Ver la foto de la Yaya me hizo bieeen. Soy #Feliz #Tierna #Loveee @MayraTous,alegria
468412281576259585,"Back in Rosario después de dos semanas increibles, distintas, unicas, divertidas, magicas y muy esperadas! Mexico + FIE ♥ #feliz",alegria
464530422379335680,Lindo encontrar a alguien que te acompañe por toda tu travesía en el mundo mágico #Feliz #TiempoVuela :),alegria
469997160399142912,"Boludear toda la mañana, almuerzo en mc, costita, gimnasio.. Linda forma de terminar la semana #Feliz",alegria
464683296459599872,Buenos días!!! Viernes por fin!!! A ver si sale el solecito para disfrutar a tope del finde! Disfrutarlo como mejor sepáis! #feliz #viernes,alegria
468415213495410688,Que bien me siento cuando apruebo los parciales escritos y orales!! ☺ #Feliz,alegria
465917056005971968,"Dios gracias por todo lo que me das, inagotables bendiciones para mi... Gracias por mi Carrera!!! Aménnnnn #Feliz",alegria
470093752246501376,Es un forrito como yo *-* por eso lo amo. Que bien me hizo hablar con el ayer sobre lo falsa que sos ! #Feliz,alegria
465595830406504448,Eso momento donde cada cosa encaja en su lugar y simplemente dejas que el momento se apodere de ti #AsiMeSiento #Feliz,alegria
468165655095951360,Para los bosteros compramos todos los partidos.Yo vi los goles la concha de tu madre! Ojaala se pudran de envidia. #RIVERCAMPEON#2014 #FELIZ,alegria
465343817332576256,"Se viene algo nuevo... Al teatro con @MarianoChiesa!!!  #WOOW hoy:clip Gran Equipo Gran Jornada!  #Gracias!! #Feliz http://t.co/spiWO53l3V""",alegria
465108151025799168,Buen día!!! Tomando unos ricos mates! Y arrancando para Instituto @RPiazzaOficial  a dar clases! #feliz,alegria
465910683021099008,"Hoy no estudie para la prueba de fisico quimica, y la profesora no vino #Feliz #SoyPro",alegria
468517866426232832,"Despues de una gran sorpresa cn la cual me han alegrado la noche,es hora de dormir!! #feliz 😊😊",alegria
468234469493981184,"Después de dos noches que casi ni dormi (pero que valieron la pena y mucho), no puedo creer estar despierta aún, pero ahora me retiro #FELIZ",alegria
469345453721800705,"Nada pero nada mas lindo que dejar de lado telefonos, tv, novela y charlar con tus amigas como loros :) #feliz ♥",alegria
464532346973462528,Bendito wasap!!!!!!! Hablar cn gente d la q hacia 8 años no sabias nada... Gente muy importante!!!!! Me voy a la cama #feliz,alegria
469002801147023361,"Que lindo irse a dormir así siempre, me saca miles de sonrisas  #LaAmo #Feliz #ADormir",alegria
