text,emotion,date
"“William Stoner aprendió lo que otros, mucho más jóvenes, habían aprendido antes que él: que la persona que uno ama al principio no es la persona que una ama al final, y que el amor no es un fin sino un proceso a través del cual una persona intenta conocer a otra”. Stoner",Alegría,2021-04-01T00:00:00Z
"No nací aquí, pero todo lo que amo es de aquí: Mis  abuelos, mi mamá y mi papá, mis tíos y tías, mi novio.
Mi hermano y yo nos acostumbramos y nos dedicamos a venir seguidamente aquí, teníamos un año sin visitar a los nuestros, estar aquí es la felicidad #SanJuanDeMisAmores. https://t.co/WLC6g2y3IA",Alegría,2021-04-01T00:00:00Z
"#ÉraseUnaVez por allá en el #2012, apenas teníamos 1 año. #TBT 
.
.
.
.
#amor #Pasión #Perseverancia #Dedicación #Compromiso #Sostenibilidad #Familia en Colchones Júbilo https://t.co/U9hNboyW0Z",Alegría,2021-04-01T00:00:00Z
"Con inmenso dolor la Familia Carnaval lamenta el fallecimiento de Raul Montes De Oca, quien partió a la casa del Padre Celestial. Nos quedan tus mejores recuerdos, momentos que sellaste con tu sonrisa, amabilidad e inmensa alegría. Nuestra fortaleza y consuelo a sus familiares. https://t.co/IkAG1ptFo3",Alegría,2021-04-01T00:00:00Z
"Jueves Santo en la Fundación 

#SemanaSanta #JuevesSanto #Bogotá #Oracion #compartir #Eucaristia #amor #sacerdocio https://t.co/ZHbLJnuvIp",Alegría,2021-04-01T00:00:00Z
Hoy se instituyó el amor. Jesús eucaristía. 🙏♥️,Alegría,2021-04-01T00:00:00Z
"A través de la ilusión y los malabares 🤹🏻‍♀️, familias afectadas por la temporada de lluvia vivieron una tarde de alegría y risas en el albergue de la Institución Educativa Juana de Caycedo y Cuero. 

#AccionesDeCorazón 
@AlcaldiaDeCali https://t.co/XHMhwL0THr",Alegría,2021-04-01T00:00:00Z
"Mural sobre el cuidado y amor por los jardines, en la carrera El Palo con Ayacucho, centro de Medellín.
R. Spitaletta. en Medellín, Antioquia https://t.co/dAWR2hicIi",Alegría,2021-04-01T00:00:00Z
"y tenemos la felicidad ay en Bogotá, D.c. https://t.co/Z6WtsNCLRE",Alegría,2021-04-01T00:00:00Z
2 caps y acabo con Guardián😭😭😭los conocí tarde (como siempre) pero los voy amar y extrañar. esos hombres son un amor.🥺💙❤ https://t.co/sO9orjin90,Alegría,2021-04-01T00:00:00Z
Hoy está de cumples el Amor  más Bello el más Lindo el más puro !! Mi amor incondicional mi negra! https://t.co/Sn3UrPc4dz,Alegría,2021-04-01T00:00:00Z
"@ihenaoc @Yaya_blondie @santiagoecheve @LaFirulay4 @anaisahoyos Que felicidad el Mar, Ivo.",Alegría,2021-04-01T00:00:00Z
"@soyverocarreon Hola mi amor,estás en Colombia? Si es así yo puedo ser ese hombre que tu buscas...contactame",Alegría,2021-04-01T00:00:00Z
Te soy sincero lo que más quiero es tener tu amor,Alegría,2021-04-01T00:00:00Z
Me sumo en presentar mi solidaridad con el actor @JulianRoman ante las amenazas de muerte recibidas por tener sentido de humanidad y amor por el prójimo. Lo que lo ha llevado a ser un critico más del gobierno del sr Iván Duque,Alegría,2021-04-01T00:00:00Z
@nacionaloficial Un amor que no es para cobardes https://t.co/93T2YyowWC,Alegría,2021-04-01T00:00:00Z
@JULiMi4U En Youtube... 🥳 Es lo mas lindo 😍 ... Y cosita bella de rcn los ##Juniel junto #Alvaripe es entretenida lloras hastande alegria... 🙏🆒 Recomendada al 1001% https://t.co/K0jV7JW3oi,Alegría,2021-04-01T00:00:00Z
"Mi mayor y único amor 🥰 👩‍❤️‍👩 en Cartagena De Indias, Colombia https://t.co/qHl6uSadYT",Alegría,2021-04-01T00:00:00Z
"Momentos preciosos, lugares maravillosos, personas inigualables, 8 patitas siguiéndome y un amor incondicional.
Gracias Dios. 💜",Alegría,2021-04-01T00:00:00Z
Mi amor para Barichara 😍🥰,Alegría,2021-04-01T00:00:00Z
"Esto no es una moda, es un amor Deporvida #DeporCali

Vamos a dejar las mejores energías para nuestro equipo @AsoDeporCali https://t.co/46b8MW7u1e",Alegría,2021-04-01T00:00:00Z
"Abril con ""A"" de Amor propio y que se jodan todos los demás 🌬.",Alegría,2021-04-01T00:00:00Z
"@gusgomez1701 @CaracolRadio Llevo 28 en RCN, esos 16 en mi caso fueron el inicio de mi felicidad. Hoy soy más feliz. Te deseo más éxitos, mucha felicidad.",Alegría,2021-04-01T00:00:00Z
"@AsoDeporCali 🙏🏽🇳🇬
Fe, masoquismo, aguante, fidelidad, toxicidad, amor; de todo un poco y quiero que lo aprenda desde chico
#Matias https://t.co/lmONSVrZXl",Alegría,2021-04-01T00:00:00Z
"La mejor muestra de amor al adulto mayor es cuidándolo, por eso, si vive con una persona de más de 70 años llévelo al punto de vacunación asignado, para que se vacune 💉 contra el Covid-19.

El Covid mata, la vacuna salva vidas.

#AtlánticoConVida💪 https://t.co/bI5ZAdu7Nl",Alegría,2021-04-01T00:00:00Z
"Que nunca te falte el camino que te lleva, la fuerza que te levanta, el amor que te humaniza y la razón que te equilibra 🧘🏽‍♀️🖤",Alegría,2021-04-01T00:00:00Z
"Excelente hilo este del amigo Alberto. Da un verdadero guayabo y enorme tristeza por la ciudad alegre y de gente chevere que es Calicita.
Mientras Bogota con el triple de nuestra población cierra Marzo con 69 homicidios, la amada Calicita con 88. https://t.co/65fW7Ysf4K",Alegría,2021-04-01T00:00:00Z
"!Querida comunidad! Cultiva la alegría y humildad, para que nuestro corazón se forje como el de Jesús, mostrando siempre misericordia.Te invitamos vivir el lavatorio de pies, en casa y familia. En el vídeo  las pautas, compartelo. #pesdebien #JuevesSanto #humildad @gonzobaron https://t.co/DdGh3kMDNj",Alegría,2021-04-01T00:00:00Z
"Vive feliz y con alegría, pues darle gracias a Jesús es como un potente imán y cuanto más le agradeces más motivos tendrás para agradecer.",Alegría,2021-04-01T00:00:00Z
De #Manizales con amor... 😍🤤🍛🍴 https://t.co/uxn6vj3Iaz,Alegría,2021-04-01T00:00:00Z
Mi amor me consiente tanto 🥺♥️ https://t.co/geCrcKZXDi,Alegría,2021-04-01T00:00:00Z
"Adopto perr⁰ de raza grande. Preferiblemente 1.85 de alto, tatuado y divertido.🙊🙈🙉🐶",Alegría,2021-04-01T00:00:00Z
Y aprendemos que el dolor y la alegría son la esencia permanentes de la vida🥰,Alegría,2021-04-01T00:00:00Z
"Almorzar donde mi abue = Barriga llena, corazón contento 🥺🤍",Alegría,2021-04-01T00:00:00Z
"Jueves Santo:
Día del Amor Fraterno, Institución de la Eucaristía y Sacerdocio. https://t.co/fVWmkNSMZQ",Alegría,2021-04-01T00:00:00Z
Los dos juntitos haciendo el amor 🍻🎶,Alegría,2021-04-01T00:00:00Z
"@SaninPazC Qué tal una entrevista con María Fernanda Cabal: una doña que no habla sino de pistolas, potreros, capataces y vacas. Sería muy divertido.",Alegría,2021-04-01T00:00:00Z
Hoy es un día de gran felicidad!!! Vacunaron a mi mamá. Expresar la mayor gratitud al presidente @IvanDuque la jefe de gabinete @mariapcorrea y al ministro @Fruizgomez Poco a poco saldremos adelante 🇨🇴 https://t.co/ZFW4QMkeHP,Alegría,2021-04-01T00:00:00Z
"Le he robado el alma el aire para poder llevarte aquí conmigo. Soy como la tierra amor, tu eres el sol, que no se deja ver, no puede ser como va a ser 🎶

Poesía hecha canción 😍",Alegría,2021-04-01T00:00:00Z
El amor no es una emoción sino una adición... se siente bien cuando estás drogado o enamorado pero duele cuando te lo quitan. 🎥 🎥,Alegría,2021-04-01T00:00:00Z
Cocinarle a el amor es tan bonito 🍝,Alegría,2021-04-01T00:00:00Z
"@Danilo_Torres92 @BluRadioCo @blogdeportivo Danilo respeto su posición, más sin embargo creo que no podemos justificar nuestros errores invocando el amor de Dios Padre, nos equivocamos,  la gracia es enmendar nuestro error y procurar hacer cambios positivos.  Deseandole una muy feliz y bendecida semana",Alegría,2021-04-01T00:00:00Z
#GuaroNoEstaSolo 💙🤍 todos estamos contigo 💪🏽 TODO SE CURA CON AMOR 🤍💙 https://t.co/k4GEBgtG21,Alegría,2021-04-01T00:00:00Z
"Con todo lo que se lee en cuanto a la familia real del Club Deportivo los Millonarios, que orgullo ser parte de esto... Que grande es esta hinchada, mi familia ... Vamos carajo, vamos MILLONARIOS, Vamos Fredy....Todo se cura con amor",Alegría,2021-04-01T00:00:00Z
"Muy contento con el resultado de estos Pick fabricados por @picksg7o excelentes materiales, acabados y calidad. 
.
#hechoencolombia🇨🇴 #pick #guitarpick #juancortesmusic en Bogotá, Colombia https://t.co/mg4Wovf07s",Alegría,2021-04-01T00:00:00Z
"La palabra del día de hoy es FAST PASS,  verdad amor ❤️ @NanielaDS",Alegría,2021-04-01T00:00:00Z
Hueles al amor de mi vidaaa 🥰,Alegría,2021-04-01T00:00:00Z
"@apoyo_e @AlvaroUribeVel Señora Conchita que felicidad, yo la entiendo, porque el Presidente Uribe me empezó a seguir está semana y para mi fue maravilloso, cada rato vuelvo a mirar y suspiro. ❤️❤️ URIBE POR SIEMPRE 🇨🇴🇨🇴",Alegría,2021-04-01T00:00:00Z
@GrisCarrillo1 Me encantas amor eres muy hermosa,Alegría,2021-04-01T00:00:00Z
"Entramos en el MES DEL AMOR.

¿A usted cómo le ha ido en el AMOR?

A. MUY BIEN.
B. ACEPTABLE.
C. REGULAR.
D. MAL.
E. HORRIBLE.

* Los leo con LEO 🐕 mirando hacia VENUS. https://t.co/Gix9vP6N9i",Alegría,2021-04-01T00:00:00Z
Definición de felicidad y libertad. ✨⚡️♥️ https://t.co/IASX8fcAXP,Alegría,2021-04-01T00:00:00Z
"Porque con ustedes sentí por primera vez el amor de una fan hacia unos ídolos 🤗💖.

#Top50CNCO https://t.co/BBsmht9b7F",Alegría,2021-04-01T00:00:00Z
"Hoy hice mi primera compra de verdad con mi 15na para mí, y wow qué emoción y felicidad😍.",Alegría,2021-04-01T00:00:00Z
"Acaba de publicar una foto en Cartago, El Sol mas Alegre de Colombia https://t.co/H4qFvNu9oS",Alegría,2021-04-01T00:00:00Z
Me vine a buscar amor en la casa de mi mamá 🥺,Alegría,2021-04-01T00:00:00Z
"Todos en playa, finca, con el amor, con los amigos y yo aquí en mi casa sin playa, sin finca, sin amor, sin amigos. 

Ven tomen ejemplo esto no es desparche  😢 esto es autocuidado 🤣😂",Alegría,2021-04-01T00:00:00Z
"@jpereira_33 Arrópenlo, demuéstrenle amor, blíndenlo, díganle que lo amamos. @fguarin13 no te abandonaremos. @MillosFCoficial #TododSomosMillonarios",Alegría,2021-04-01T00:00:00Z
@Sra_Fulanita Mi amor nunca ni por los jamases,Alegría,2021-04-01T00:00:00Z
@Waarboleda Amor @ArledYnkTatto13 🤣🤣🤣,Alegría,2021-04-01T00:00:00Z
"Cuando llegues mi amor 
Te diré tantas cosas 

O quizás simplemente... 🎶🎵",Alegría,2021-04-01T00:00:00Z
"¡Nunca fue la última cena! La humanidad sigue en pie y con fé... 🧠 @albertdugartes 

#thebrainboss #bogota #colombia #fotografia #iglesia #catedral #iglesiacatolica #critianismo #fe #Dios #amor #perdon https://t.co/8Prhsut4d9",Alegría,2021-04-01T00:00:00Z
"Tú vales la pena, la alegría, la espera, la distancia, los momentos, las lágrimas, las risas, los días y las noches, tú vales todo para mi, amor. ❤️ Masha Allah bonito cuando un amor es correspondido 🤗 https://t.co/N8l3VY6zbF",Alegría,2021-04-01T00:00:00Z
"Estos días se han incrementado los casos de violencia contra la mujer en Villavicencio, fines de semana y temporadas de descanso, vacaciones y diversión, para muchas mujeres es el horror de la violencia física y la agresión sexual. Generalmente licor y violencia van de la mano. https://t.co/7yo61PsZrN",Enojo,2021-04-01T00:00:00Z
En que versión irá el festival en Guararé,Enojo,2021-04-01T00:00:00Z
"Pasó lo que pasó a Guarin y seguramente no es tema de hace un día. Dónde estaban el equipo comprensivo, los compañeros solidarios y los hinchas alcahuetes que no lo ""ayudaron"" antes?
Tiene q cascarse con la familia y verse inmerso en un caso de violencia para que se solidaricen?",Enojo,2021-04-01T00:00:00Z
Que muestren al mundo entero quienes son los que asesinan los acuerdos y promueven la violencia y la guerra.Esos son. https://t.co/UXZhT1tigt,Enojo,2021-04-01T00:00:00Z
@elespectador No para la violencia en contra de lideres y lideresas en Colombia.,Enojo,2021-04-01T00:00:00Z
"Este Fiscal de eso, no tiene nada. Es tan peligroso como el anterior.En un país donde los que mandan, son corruptos, tiene que haber un Fiscal que los https://t.co/zVPMJNmgM6í de sencillo.Pero abandera una violencia institucional, hiriente y ofensiva. https://t.co/RaRL0DqHr5",Enojo,2021-04-01T00:00:00Z
"@alexsaray @davidCalonge3 Si no hay aspersión seguiremos inundados en coca, por ende en violencia. Compa un consejo, vaya a un psicólogo, en serio, para que le ayuden con ese fanatismo que se gasta. Que pase una semana santa en paz ..!!",Enojo,2021-04-01T00:00:00Z
"Más allá de un video viral y de un personaje público hay una familia que sufre. Mis oraciones para ellos. Esto es sólo un ejemplo de lo que la violencia intrafamiliar genera. Si Ud. cómo vecino, amigo o familiar sabe de un caso, denuncie, puede estar salvando a una familia.",Enojo,2021-04-01T00:00:00Z
"#FreddyGuarin quiso defender a su mamá de un padrastro agresivo, abusador y violento... al verse frustrado por presenciar tales agresiones hacia su madre él la quiso defender y salió siendo él el perjudicado.
Cosas que solo se pasan en Colombia, la señora defendiendo a su agresor",Enojo,2021-04-01T00:00:00Z
"Vean este claro ej, romantiza   presunto caso d violencia intrafamiliar, y como si fuera poco,aquel q no conozca los pormenores del asunto no debe “hablar mierda”.
Por qué se protege a Guarin? Por qué acaban con los jugadores q tuvieron conductas similares? #PeriodismoDobleRasero https://t.co/ZIDxR8BEhX",Enojo,2021-04-01T00:00:00Z
"Por qué hay que entender y apoyar a Guarin en este caso de presunta violencia intrafamiliar, pero si era correcto vapulear a Villa (por dar un ejemplo). 
Curioso como los medios romantizan este hecho, y como satanizan a los que no son de su riñón. 
#PeriodismoDobleRasero",Enojo,2021-04-01T00:00:00Z
"@SCHA_1927 Ambas cosas muy mal,pero una es primera vez y el otro no se en cual irá...",Enojo,2021-04-01T00:00:00Z
https://t.co/kWTZ75EmiR,Enojo,2021-04-01T00:00:00Z
"Que vergüenza de equipo. Apoyo a las víctimas no al victimario, la violencia intrafamiliar no se puede ocultar. Guarín debe responder antes las autoridades y además, acogerse a una sanción social. Un deportista debe dar ejemplo y no ser un violento. https://t.co/mep0ysUPZ6",Enojo,2021-04-01T00:00:00Z
Parce estoy a 👌🏻 de odiar peaches By JB 🙄 Jaja,Enojo,2021-04-01T00:00:00Z
"Que ""curioso"" los únicos periodistas que han salido con que se está justificando la violencia intrafamiliar son seguidores del mismo equipo, que el ""periodista"" que filtro el vídeo......  Pista el equipo de ellos es el subcampeón del actual torneo",Enojo,2021-04-01T00:00:00Z
"@Incantation19 @RedMasNoticias @boterin1 @MillosFCoficial Este es el país 🇨🇴 donde se maneja a la perfección la doble moral.
Como es posible aplaudir y consensuar la violencia intrafamiliar?
Sea como sean las circunstancias es una figura dizque pública y ""debería"" ser ejemplo o no? 😡",Enojo,2021-04-01T00:00:00Z
"Fredy Guarín fue conducido por la Policía Nacional en medio de un presunto caso de violencia de intrafamiliar 

El jugador de Millonarios fue requerido por los uniformados en Medellín luego de protagonizar una riña al interior de la casa de sus padres. https://t.co/UJu8SlOgtJ",Enojo,2021-04-01T00:00:00Z
"El jugador de fútbol Fredy Guarín fue detenido por la Policía, luego de protagonizar un hecho de violencia intrafamiliar. en Colombia https://t.co/xuIqKld3fB",Enojo,2021-04-01T00:00:00Z
@iWasEasy Porq tanta violencia 🥺 https://t.co/Z4Cy01mzxE,Enojo,2021-04-01T00:00:00Z
"@dperezdeportes No lindo, eso es violencia intrafamiliar y NADA la justifica.

No se haga el pendejo que se queda así.",Enojo,2021-04-01T00:00:00Z
"Creo que no vale la pena especular sobre lo que ocurrió con Fredy Guarin. Que si le pegaron o no a la mamá antes, ayer, hace 10 años o hace 20. Un hombre violento no surge en una noche, ni menos  rencor así.",Enojo,2021-04-01T00:00:00Z
"Ante los hechos de violencia en el #Cauca múltiples colectivos juveniles del territorio continuamos trabajando por la defensa de nuestro derecho a la vida, a la #paz y al territorio! 🕊

#ElCaucaRechazaLaGuerra
 @ErpazCauca @TierradePaz @JEP_Colombia @ConsejoPaz @PazQuerida https://t.co/1Ah6jGTZ25",Enojo,2021-04-01T00:00:00Z
"La violencia económica es todo acto que genera limitaciones económicas con el fin de controlar el dinero o privar de los medios a la mujer para vivir de forma autónoma, lo que hace que muchas mujeres se vean obligadas a quedarse al lado de su agresor. 

#BastaYa",Enojo,2021-04-01T00:00:00Z
"La violencia económica contra la mujer es una de las más comunes, incluso en países con altos índices de desarrollo.

🔗 https://t.co/YNZg1HyVe6

¡Basta Ya! 🖐🏽📢♀️

#BastaYa #IAM #enoughisenough #empatia #sisepuede #mujeres #women #violenciadegenero https://t.co/AFJWo1AxRt",Enojo,2021-04-01T00:00:00Z
"El jugador de Millonarios #FredyGuarín está bajo custodia las autoridades en #Medellín, tras haber protagonizado un episodio de violencia intrafamiliar en la casa de sus padres. https://t.co/B3PV3I3RPu",Enojo,2021-04-01T00:00:00Z
"@macamilavergara @pospino20 @PremiosPopis Todo parece que va a lo mismo: violencia intrafamiliar.
No entiendo por qué habrían de solidarizarse con Guarin sabiendo que no lo hicieron con Villa?",Enojo,2021-04-01T00:00:00Z
"@Paupimiento @lafm Todo caso de agresión es reprochable. Ahora, tenemos que ver el contexto y el detrás dé.

Nada justifica un actuar violento. Es importante el acompañamiento.",Enojo,2021-04-01T00:00:00Z
"@HoliMiPerro No saqué ninguna conclusión, esa es la versión que ha rotado.
Oficialmente, por parte de la policía:
VIOLENCIA INTRAFAMILIAR y LESIONES PERSONALES.",Enojo,2021-04-01T00:00:00Z
"En Colombia no es cierto que a mayor visibilidad haya mayores derechos. Acá pasa todo lo contrario, la visibilidad ha aumentado la violencia ... En el caso de Alejandra la visibilidad ni siquiera permitió el acceso a la justicia. 

#JusticiaParaAlejandra https://t.co/KMmpU5BRFD",Enojo,2021-04-01T00:00:00Z
"@vanelaoji Inexplicable, la verdad llegar a esos extremos de violencia e insensatez!!!",Enojo,2021-04-01T00:00:00Z
"🚨🚨ULTIMA HORA: Millonarios saca este comunicado oficial sobre la situación de Fredy Guarín ya que en las últimas horas al jugador lo sacaron a la fuerza por violencia intrafamiliar 

#Millonarios #FredyGuarin #LigaBetPlayDimayor https://t.co/o3C5kpkZoZ",Enojo,2021-04-01T00:00:00Z
@8_JDRR_8 @KatherineeRpoE @joloro141089 @BluRadioCo Puede haber un enojo por unos cuantos de miles de dólares 💵.... 😁,Enojo,2021-04-01T00:00:00Z
"#QuéTalEsto|  El jugador de Millonarios Fredy Guarín fue conducido por la Policía en Medellín, tras haber protagonizado un episodio de violencia intrafamiliar en la casa de sus padres https://t.co/3UadQKpEpA",Enojo,2021-04-01T00:00:00Z
"@RobertoMTico @Gloriadem_q5 @FiscaliaCol Lo invito a leer mis trinos al respecto! 

Nada raro que Paloma violencia sea la vive!",Enojo,2021-04-01T00:00:00Z
"🧐 A eso sumenle el escándalo suscitado por Freddy Guarin en las últimas horas, quien más allá de haber rescindido su contrato por temas personales, está en el 'Ojo del Huracán' por un presunto caso de violencia intrafamiliar.

La frase: ¿Le vas a seguir pegando a mi mamá? 🤔 https://t.co/3KCs5K6Yhw",Enojo,2021-04-01T00:00:00Z
"No es posible que se siga justificando el actuar violento, solo porque socialmente está normalizado reafirmar la masculinidad de esa forma, sin abrir la posibilidad al diálogo o el consenso, porque eso es demostrar debilidad y la sensibilidad no es para machos.",Enojo,2021-04-01T00:00:00Z
"@Danilo_Torres92 @BluRadioCo @blogdeportivo Se escucha la voz de quién parece ser la mamá de guarin pidiendo que se lo lleven. Además cualquier contexto  , entorno o situación NO JUSTIFICA EL USO DE LA VIOLENCIA contra los padres .",Enojo,2021-04-01T00:00:00Z
"@jalexandermetal @DirectorPolicia Tal vez no sepa que existe el delito de violencia intrafamiliar, lesiones personales y violencia contra servidor  público, pero de acuerdo a las declaraciones aplican estos delitos mencionados. https://t.co/mvZgnZ4k8E",Enojo,2021-04-01T00:00:00Z
@Maradoo Creo que tienes la foto del 10 de Argentina donde a el también la codicia humana destrozó uno de los grandes no se puede jugar sin saber y todo acto de violencia debe ser tenido en cuenta como un problema no importa quien sea,Enojo,2021-04-01T00:00:00Z
"@EHalcon @OAOlaya @MaraKashaffa Nadie está victimizando a nadie; le hablo desde el punto de vista jurídico primero guarin debe cumplir con la medida impuesta dentro del proceso de violencia intrafamiliar, segundo al núcleo familiar se les debe brindar acompañamiento psicológico",Enojo,2021-04-01T00:00:00Z
@HarrisonFalla21 @elyrozc No cabe ningún tipo de solidaridad cuando se está tratando una presunta violencia intrafamiliar y/o lesiones personales.,Enojo,2021-04-01T00:00:00Z
"@DL26C @LaFrunofila Obvio, te entiendo. Es totalmente hipócrita querer lavarle la cara porque violencia es violencia venga de quien sea pero repito: eso no borra que el video es una hijueputada. Que sus padres están ahí y que él tiene hijos menores de edad que van a terminar viendo eso.",Enojo,2021-04-01T00:00:00Z
"Me duele tanto lo que está pasando con Guarín. Lo admiré mucho como futbolista. Y ahora verlo en medio de tantos escándalos, acusado de violencia intrafamiliar, agresivo y herido. El video es fuerte. 😔",Enojo,2021-04-01T00:00:00Z
@joseborda1 Obvio no. Lo último que necesitamos es categorizar un delito más. La de violencia y corrupción que habría. Deje así,Enojo,2021-04-01T00:00:00Z
A veces les cuesta entender o hablan sin saber cómo es el proceso de la violencia intrafamiliar,Enojo,2021-04-01T00:00:00Z
"""La procesión va por dentro"" es la apología al delito por lesiones personales y violencia intrafamiliar. https://t.co/xOwwZGIU7r",Enojo,2021-04-01T00:00:00Z
"@PalomaValenciaL @sergio_fajardo @PartidoVerdeCoL Y en el remoto caso que ganaran (no tan remoto con registraduría de bolsillo) Paloma Violencia sería candidata en 2026... con apoyo de sus ya conocidas amiguis del verde! 

Seguiremos gobernados por delincuentes si se cumplen sus jugaditas!",Enojo,2021-04-01T00:00:00Z
"@MaraKashaffa Dentro del proceso de violencia intrafamiliar se dictamina que deben buscar acompañamiento psicológico, y el hecho de ser jugador del equipo, este último le debe prestar ese acompañamiento, ahora por si acaso vikonis paso una situación personal difícil",Enojo,2021-04-01T00:00:00Z
@MillosFCoficial https://t.co/CfFvjcJO4C lastima!!!!!,Enojo,2021-04-01T00:00:00Z
